C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score
HS3ST4,-16.617569,1.0,-0.0056694355,RABGGTA,0.6363004,0.757956163833445,-0.73456585,KCNH3,-0.9220711,1.0,-0.009176799,HIST1H1A,-0.6201511,0.2505491984178268,-1.4351609,YDJC,0.40602678,0.6395700960180524,-0.85281456,SIRPB2,-0.16238509,0.6611830296055944,-0.8963187,CD84,0.31686988,0.8010762586707764,-0.7428052,HCAR3,0.35418054,0.894719897850446,-0.61710054,CRISPLD1,-1.2948011,0.8253487720317697,-0.7491303,ASTN1,3.9905396,1.0,0.046451643,SCIN,-2.8005211,0.7365101643077935,-0.80115974,VMAC,-0.48900375,0.2387268702000349,1.4973761,RBMXL1,-0.31420603,1.0,0.35004783,RBM23,-0.5149044,0.024382024760711524,2.482072,PHOSPHO2,0.49757725,0.01349100166710942,2.6813793,HEATR6,-0.34634432,0.7759935580997306,-0.80917126,KRTAP4-12,-0.86923987,1.0,0.030094825,TRIML2,-18.269625,1.0,-0.046568546,THAP10,-24.315397,0.1565270006004187,-1.7270988,ZNF624,0.51784533,0.2504442823155216,-1.4778551,HELQ,1.5899547,0.9581392299899997,-0.61256284,FAM161B,-22.759178,1.0,-0.25143796
IQCF5,-15.487136,1.0,-0.0056694355,SLC33A1,0.58677495,0.7578875041353259,-0.73477226,CSF3,-1.1100734,1.0,-0.009189505,CEACAM3,-2.930593,0.25033832826794244,-1.4356564,AHCTF1,0.5734919,0.6387354767340293,-0.8539001,ZNF440,-23.72325,0.6611830296055944,-0.8963678,DIS3L2,1.2622224,0.7999045832050725,-0.7439841,TGIF2,-1.3582705,0.8946626062472457,-0.61722773,AKR1E2,-4.128248,0.8253040388145628,-0.74928665,HMGB4,3.6248977,1.0,0.046451643,PLK1,0.13666208,0.7365101643077935,-0.80121106,ZNF319,-0.038611077,0.24019368178900422,1.4940581,OLFM2,0.20366895,1.0,0.3498784,MTHFS,-0.6051126,0.02479840696444219,2.4759219,DDX28,-0.8409201,0.013675467848879626,2.6767979,CDCA3,-3.5973332,0.7759935580997306,-0.8091774,ATXN7L2,-0.13063842,1.0,0.030075913,TCF15,-19.519096,1.0,-0.046568546,BCDIN3D,-24.228773,0.1565270006004187,-1.7270988,CES4A,-0.9163519,0.24953421336253204,-1.4798021,CSNK2A1,0.49162817,0.957541138059107,-0.6132329,ZNF688,-22.989523,1.0,-0.25143796
RBP3,-16.759031,1.0,-0.0056694355,ZCCHC7,0.5956219,0.7572330284083747,-0.7354969,ADAMTS14,-0.5784161,1.0,-0.0092641525,WDR7,0.54672486,0.24972807910405617,-1.437,WDR66,-1.6732979,0.6382249312455025,-0.85459477,INSYN2B,-23.452673,0.6611830296055944,-0.8963678,ICA1L,0.39047426,0.7992819443653777,-0.7446452,NRF1,0.50424445,0.8939850211990251,-0.6179946,FAM24B,-1.7088664,0.8253040388145628,-0.74935365,OR8J3,2.8181055,1.0,0.046451643,ZNF432,0.55143476,0.73636362294678,-0.80144584,CLK2,-0.14797921,0.2418201375469131,1.4904114,ZXDB,-0.46617723,1.0,0.34970185,DIAPH2,-0.72927743,0.02483442194625369,2.4753299,FMO3,0.1983884,0.013800124232623579,2.673688,ZNF738,-0.47851905,0.7750946108985973,-0.81022584,LRRC7,-1.0220108,1.0,0.030073212,RGS22,-17.358654,1.0,-0.046568546,PGBD4,-1.2151575,0.15590189863377085,-1.7290697,FOXF1,-25.670483,0.24869802224416554,-1.4816242,TMCO4,1.0013148,0.9572378072393992,-0.61357164,CCDC134,-1.0553229,1.0,-0.251538
KCNV2,-16.690794,1.0,-0.0056694355,BEND3,-0.52093905,0.7572330284083747,-0.735543,PYGM,-1.079131,1.0,-0.009743798,TENT5B,-22.118801,0.2497138774154044,-1.4371275,PLPP2,-2.1131558,0.6382249312455025,-0.85459477,ABTB2,-0.19038773,0.6607178063604188,-0.8970119,ALAS2,-25.706509,0.7987714846537903,-0.7453466,PARP10,-0.013614768,0.8933437351823499,-0.6186536,TREML4,-24.266249,0.8253040388145628,-0.74938715,ZNF493,-0.45811993,1.0,0.046276256,MSX1,-0.16274692,0.7358024604806223,-0.8020732,POU6F1,-0.23175639,0.2418201375469131,1.4903618,MFAP3,0.08411279,1.0,0.349347,LPAR6,-0.45673245,0.02492988331118863,2.4739227,RTN4IP1,-0.14356144,0.013854494380573784,2.6723347,ICAM3,0.02903544,0.7750946108985973,-0.8102749,SMIM13,-0.22580196,1.0,0.030043496,RD3,-18.88975,1.0,-0.046568546,ACAP1,-3.3111715,0.1557404838247005,-1.7296029,ADGRG6,-1.5986375,0.24848689253115439,-1.482145,PC,-23.366089,0.9568654214962624,-0.61396927,PPP1R9B,0.8824262,1.0,-0.25160056
GPR62,-16.331343,1.0,-0.0056694355,FGD3,-0.3650549,0.7567810065351247,-0.73608756,AC021097.2,-0.75975674,1.0,-0.00985021,SARM1,0.7654197,0.24963243872384422,-1.4373491,SWT1,0.44613454,0.6380153490369591,-0.85495514,PVALB,-24.532492,0.6582613449040362,-0.8996592,KIF18B,-23.406834,0.7987714846537903,-0.7453466,ARMCX6,0.066744454,0.8930833457372501,-0.61896574,MEF2B,0.5123557,0.8251246705247526,-0.74967754,CEACAM4,-0.3919581,1.0,0.045960102,TMEM108,-23.941252,0.7356220430562289,-0.8023227,ZNF579,0.14605056,0.24244564964382073,1.4889723,CABCOCO1,2.0486698,1.0,0.34910268,WDR7,-0.44553933,0.024952210503233874,2.473566,G0S2,-1.7034062,0.013993355414082692,2.6689525,AASDH,-0.10621049,0.773724794011337,-0.8116606,LRP5L,-2.1810026,1.0,0.030008376,VWC2,-19.474646,1.0,-0.046568546,APBB3,-25.136736,0.15533092106859595,-1.7308835,ERO1B,1.1477164,0.2483921548660494,-1.4823948,ROM1,-23.248362,0.9568654214962624,-0.61396927,SCAI,1.3438494,1.0,-0.25220096
F9,-17.09587,1.0,-0.0056694355,SALL2,-22.074903,0.7553893555006763,-0.7375521,FSTL4,-0.4587517,1.0,-0.009878797,NFAM1,-0.8546746,0.24918334664629252,-1.4383523,SMIM12,0.45226112,0.6378324403579252,-0.85522217,CHRNB1,0.08426332,0.6578850307604264,-0.9001232,LRG1,-0.42409128,0.798720189390763,-0.7455413,DOCK3,-0.78959155,0.8930833457372501,-0.61902744,KCNN4,-1.0295587,0.8243020035065488,-0.7505039,IRAK1BP1,-0.215749,1.0,0.045487024,ZNF347,-0.33530867,0.7350205169209135,-0.8029904,DDX43,0.28802717,0.24266092181104806,1.488418,ARMC4,1.594071,1.0,0.34905988,SCAMP2,-0.10456608,0.02500799650348213,2.472731,ARHGAP32,0.7310093,0.014086645455271461,2.6666517,INTS2,-0.84204,0.773724794011337,-0.8117035,SLC25A53,-0.85460705,1.0,0.0296923,SLC6A1,-18.016397,1.0,-0.046568546,HRH4,-25.639624,0.15492852464617432,-1.7321451,ZNF597,-0.7415529,0.2483921548660494,-1.4824226,PIK3R6,-1.0812573,0.9563106871934709,-0.61460257,MAGI2,-22.537146,1.0,-0.25238857
NWD2,-15.725369,1.0,-0.0056694355,CEP95,0.5129615,0.7551405781906523,-0.7378705,TIMD4,-1.5319746,1.0,-0.00994868,KLHL17,-1.9232986,0.2487291191030719,-1.4393679,EXOG,-5.6373534,0.6377667297837467,-0.85535896,PGAM1,1.2331687,0.6575243967309974,-0.9005708,ZNF485,-1.3931246,0.7974684591142552,-0.7467973,IFNE,-22.495815,0.8926872031189482,-0.61955154,MACROD1,-0.7086182,0.8242993180948972,-0.7505821,MTMR8,-0.13700289,1.0,0.0452401,PAPLN,-0.5905943,0.7343897010499295,-0.8036874,NCBP2AS2,-0.8180462,0.24276144986254758,1.4881446,ZNF665,0.52031446,1.0,0.3488031,BMP4,0.9459504,0.025071449894738862,2.4717884,NUAK2,-0.31182256,0.014170106082356833,2.6646314,TBX3,-0.31431177,0.7736876974495832,-0.8118445,MINDY4,-0.0894953,1.0,0.029667985,CHRNA9,-18.207396,1.0,-0.046568546,MAP10,-24.806246,0.15411035752333357,-1.7346683,TEC,-0.6655714,0.24831217294931648,-1.4826655,KLRG1,-25.128029,0.9561973635131329,-0.61477923,PLTP,-0.2934978,1.0,-0.25251365
RSPH6A,-13.203872,1.0,-0.0056694355,EBF2,-21.812258,0.7527372484245026,-0.74042195,LRRC69,-0.012212566,1.0,-0.010159914,PIK3IP1,-1.83997,0.24849643743233552,-1.4399123,CLNK,-2.1017373,0.6364486004944016,-0.8569525,STOX2,-24.233988,0.6574129416960967,-0.90075636,SPHK2,0.55475456,0.796813386927707,-0.747855,AC092835.1,0.052725576,0.8921773023356203,-0.6200911,CNOT1,-0.34847373,0.8237460953468102,-0.7511628,SULT1B1,-0.35834742,1.0,0.044797022,KCNK1,0.84167093,0.7343897010499295,-0.80375344,FBXW4,-0.6131974,0.24373714540623317,1.485962,SH3GLB2,-0.58252394,1.0,0.34863368,UMAD1,-0.74330366,0.02520883511443257,2.4697971,CRTC1,0.112104535,0.01440602063562561,2.659039,NEK8,-0.63904446,0.773538551449286,-0.81205916,GEMIN8,-0.43402004,1.0,0.029287072,DNASE1L2,-18.407463,1.0,-0.046568546,C6orf47,-24.532791,0.15371048897698933,-1.7359298,DCLRE1A,-0.35441002,0.2480385034146571,-1.4832903,SAMD11,-23.46258,0.9553417687322202,-0.61558926,ZFP28,1.7358092,1.0,-0.25283885
C1QTNF9,-16.804922,1.0,-0.0056694355,ZNF214,-2.3754897,0.7510701427332828,-0.7421676,AOC2,0.075030506,1.0,-0.010274267,ZNF454,-22.282232,0.2480611178327795,-1.4408896,HSPA4L,0.051299036,0.6358784631357272,-0.8577145,PARP15,-24.99043,0.6574129416960967,-0.90075636,MTG2,0.88621473,0.7966420848373489,-0.74809,FAM3B,-2.2212152,0.8913208224021717,-0.6209466,UQCR10,0.48226404,0.8233153223099345,-0.75163186,SYT16,0.2575986,1.0,0.044653945,ZNF584,-1.0478415,0.7343897010499295,-0.8037974,WWOX,-0.78262514,0.24397209895720495,1.4854001,C22orf23,1.7567645,1.0,0.3483644,CARD10,1.1974964,0.02532579643502096,2.4681036,ZNF341,0.1352015,0.014422046611244613,2.6586301,MYO15B,-3.1672668,0.773044435075423,-0.8126723,RBL2,-0.14944638,1.0,0.029257355,SCGB3A2,-19.258854,1.0,-0.046568546,ZNF577,-24.810759,0.15371048897698933,-1.7359298,CASP10,0.8816178,0.24801014497382373,-1.4834013,TMEM187,-23.128757,0.9553417687322202,-0.61558926,TASP1,-0.027883869,1.0,-0.2529264
C9orf92,-15.088589,1.0,-0.0056694355,LDLRAD4,0.2943294,0.7504778658349692,-0.74290097,CRYBA4,0.9705599,1.0,-0.010923854,PTHLH,-0.6039511,0.24787954358186934,-1.4413258,MBNL3,-0.2850327,0.6343067339287256,-0.85952944,ZNF738,-0.042083226,0.6569617607850587,-0.9013677,ZNF133,1.3325121,0.7954537966039565,-0.7492873,TAGLN2,0.79297006,0.8904308788756347,-0.62183297,SNN,-1.5532173,0.8230802694661075,-0.7519222,UCN,0.20160918,1.0,0.044603176,VCAM1,-23.609985,0.7343140079057169,-0.80397356,PRTFDC1,-0.14080141,0.24397209895720495,1.4853599,NHSL2,-0.3537767,1.0,0.3482235,MED27,0.5498644,0.025397323042744537,2.467057,ZNF552,-0.25323355,0.014552165805835819,2.6555336,C3orf70,-23.454401,0.7727321548362001,-0.81305856,ARC,2.4751441,1.0,0.028806204,CLEC1B,-19.64116,1.0,-0.046568546,PARPBP,-24.841022,0.15371048897698933,-1.7359298,C19orf54,0.1939768,0.24768706229910772,-1.4841301,FPR3,-24.634838,0.9553417687322202,-0.61558926,ARSD,-0.8597078,1.0,-0.25308904
DRD4,-14.6599245,1.0,-0.0056694355,EME1,-22.48879,0.7501578129481784,-0.7432918,RIMS4,1.3410491,1.0,-0.010923854,SEC16B,-0.09218397,0.2473373317808462,-1.4425333,GREB1,-1.9573311,0.6340931711842658,-0.8598312,ENOX1,-23.334547,0.6565650662348139,-0.9018535,PIGZ,0.89250326,0.7934291952057021,-0.75127786,FBXO48,-0.4765225,0.8895684348599184,-0.6227694,ZNF667,-1.1951433,0.8217086650993322,-0.75325114,ZNF385D,1.2570022,1.0,0.044464715,PLA2G4A,0.9305179,0.7343140079057169,-0.8040139,FAM161B,0.5619755,0.2452800833278203,1.4824204,AVIL,0.86876035,1.0,0.3472124,RPRD1B,-0.6701584,0.025791198617944197,2.4615047,FBXL8,0.3363073,0.014614356568359542,2.6540606,DAPK2,-25.218588,0.7727321548362001,-0.81305856,PKDREJ,1.314216,1.0,0.028795397,TACR1,-19.012892,1.0,-0.046568546,AMPH,-24.326626,0.15371048897698933,-1.7359298,PGBD2,-1.6861553,0.24753628973219247,-1.484498,BHMT2,-23.09682,0.954673945947661,-0.6163992,PTGES3,-22.415653,1.0,-0.2533392
ITIH3,-14.555505,1.0,-0.0056694355,UBE2Z,0.47122625,0.7476010527180119,-0.7459377,ECRG4,0.07765648,1.0,-0.010933383,SELENOP,-3.3145723,0.2473373317808462,-1.4425752,DMRTA1,-21.742218,0.6336408439474064,-0.86046296,GLI4,0.061634827,0.656324039009093,-0.90217555,EPHB6,-1.0888993,0.7933472695952635,-0.7514284,ZBTB26,1.2398559,0.8888691800903411,-0.6234824,TCHH,-5.7733173,0.8211989789071252,-0.75379276,HDHD2,-0.06321933,1.0,0.044153176,ZC3HAV1,0.9093415,0.7341158828748995,-0.80431104,PIH1D2,0.6415782,0.2453489100457021,1.4821815,CHST1,0.46544984,1.0,0.34696275,ETV1,1.3150144,0.025850460759528203,2.4606442,LRCH2,1.2110475,0.014720496508443467,2.6515493,LILRB5,-24.30801,0.7727321548362001,-0.81305856,OLAH,0.88769007,1.0,0.028795397,TTC23L,-19.103687,1.0,-0.046568546,CD86,-25.492527,0.15335881473043111,-1.7371914,ANGEL2,1.1280153,0.24672298450607008,-1.4863098,C14orf132,-23.231674,0.9538188127950991,-0.6172092,LPIN3,-22.63452,1.0,-0.2533392
SLC22A9,-15.519047,1.0,-0.0056694355,SLC16A9,-22.83198,0.7474469203223392,-0.74616164,SPON1,-0.9847752,1.0,-0.010942913,HIRIP3,-0.5745378,0.24572979512288173,-1.4461261,KRT9,-21.93517,0.6336408439474064,-0.86046296,TPRN,-23.698494,0.6556528544795419,-0.90295064,MED27,-1.5037984,0.7929863933988895,-0.75184345,HIP1R,-1.8926901,0.8865154564071251,-0.62585634,SLC43A1,-1.5310621,0.8207871066426237,-0.75424504,TEKT3,-1.2535702,1.0,0.043993946,CHST2,0.7529083,0.733898703145418,-0.8045972,FAM131B,0.9719295,0.24535280026087802,1.4821223,ARMC8,-0.3285394,1.0,0.34670237,ZBTB34,-0.32373893,0.025867427520865988,2.4603717,WDR83,-0.48936695,0.01474937723697141,2.6508532,VARS2,0.043897383,0.7719401489262121,-0.8140825,ACER1,0.5841424,1.0,0.028789995,CYP19A1,-18.387606,1.0,-0.046568546,PGBD1,-1.5823065,0.1530838436915065,-1.7380769,RASSF1,1.575006,0.24655449511620103,-1.4867159,ZNF227,1.1383859,0.9538188127950991,-0.6172092,SURF6,0.13825591,1.0,-0.2535143
CTXND2,-15.28269,1.0,-0.0056694355,BPI,-1.1983782,0.7474429354147885,-0.7462341,LCT,-0.7121901,1.0,-0.010942913,MMP10,-3.8578463,0.24309328768929359,-1.4519142,DTNA,0.021535998,0.6327258066166673,-0.8616114,CSF1R,-24.668573,0.6556528544795419,-0.90295064,TICRR,-1.3664248,0.7929863933988895,-0.7518985,NPAT,0.61501336,0.8864538601225223,-0.62598735,FCHSD1,-0.6324028,0.8196707559087848,-0.75541764,LYSMD1,0.19705217,1.0,0.04388779,GLYCTK,0.8263946,0.7338291837451845,-0.8047366,ZNF45,0.44893092,0.2453828507641812,1.4820076,ALS2CL,-0.22155036,1.0,0.34664887,RAB40B,1.3969231,0.025884545305905338,2.4600973,DSN1,-0.75478333,0.014849102699453358,2.648542,C1orf56,-1.6420953,0.7711324286895144,-0.8149164,MYOC,0.9716646,1.0,0.028784592,CACNA1G,-18.349636,1.0,-0.046568546,NKX6-1,-24.59671,0.15256297333378321,-1.7397145,CACNB1,0.8184111,0.24604997326842873,-1.48783,TRMT12,0.07716156,0.9538188127950991,-0.6172534,STX11,-0.09877407,1.0,-0.25355184
PYDC2,-16.288334,1.0,-0.0056694355,ITPKB,-0.06781059,0.746816728870652,-0.7469346,KCNA2,-1.6406785,1.0,-0.010942913,CDH1,-24.026163,0.2429948477494435,-1.4521759,EMID1,-5.6156435,0.6327258066166673,-0.86162883,LRRC37B,-1.0894755,0.6555338383908511,-0.90321267,ITGAM,0.23330331,0.7926676169409743,-0.7522915,ACACB,0.32192895,0.8853466822432493,-0.6270741,NPAS1,1.131968,0.8195337032383385,-0.75561863,GNRH1,-0.49805892,1.0,0.04380933,ITIH5,-23.044771,0.7330775962917182,-0.8056244,ETNK2,1.2535093,0.2459835563876082,1.480685,BAIAP2L2,0.32737955,1.0,0.34636533,KLHL25,0.5483878,0.02595504456835184,2.459084,DEDD2,-0.9606715,0.014938614750225222,2.6464412,GYG2,-23.337963,0.771113850680815,-0.81500834,GRM4,0.26488513,1.0,0.028784592,EHF,-19.087763,1.0,-0.046568546,SKAP1,-3.7692037,0.15229224796416502,-1.7405905,ACTRT3,-23.316362,0.24572361923380964,-1.4886214,ARHGAP25,0.56413335,0.95358239529179,-0.61765105,PTGER1,-22.721798,1.0,-0.2538145
CLDN16,-14.516754,1.0,-0.0056694355,CSKMT,-0.54136574,0.745443071810028,-0.7483904,PDZD3,-1.5319027,1.0,-0.010946089,TLCD4,-23.721352,0.24130867290903657,-1.455938,CPNE2,0.6629999,0.6313627768923195,-0.8632614,ZNF624,-0.17416364,0.6547180710847292,-0.9041406,RRP1,1.0987518,0.7922526390084126,-0.7527579,DZANK1,-4.116221,0.8852260694035362,-0.6272591,KIRREL3,-0.43128452,0.8194576584068558,-0.7557638,TM4SF5,4.484104,1.0,0.043744713,SLC22A15,1.0295106,0.7320535301105263,-0.8067837,CEP162,-0.35676304,0.24652433609142313,1.4793891,AL135905.2,-0.38216373,1.0,0.34626013,STC1,1.2837298,0.025976182623016205,2.4587548,CAMKK1,-0.15862261,0.015092621244065123,2.642936,ZBTB24,-0.5911799,0.771049634320273,-0.8151432,ZNF497,-1.2805396,1.0,0.028779188,CASKIN1,-18.18325,1.0,-0.046568546,NFIA,0.7318808,0.1519318303778855,-1.7417426,TMEM150B,-24.287363,0.24572361923380964,-1.4886214,MOB3B,0.36754447,0.9532966154126169,-0.617975,PDK4,-23.896978,1.0,-0.2542898
OR1N2,-17.562817,1.0,-0.0056694355,OLFML1,-22.294115,0.7449328087310533,-0.7490315,CHRNE,-1.8332602,1.0,-0.010949265,BGLAP,0.31718585,0.2403627234830918,-1.4580511,MYORG,-2.2148907,0.6313535709399689,-0.8633352,SLC16A13,-0.81879574,0.6546378736139749,-0.9042934,NT5M,-3.617484,0.7917061305991221,-0.7533492,SLC4A1,-25.638319,0.885160248354479,-0.62739396,ADGRB2,-0.40910143,0.8171384554380571,-0.75796384,EPS8L3,5.164158,1.0,0.043744713,CLBA1,-22.326265,0.7316302026295505,-0.8072753,ZFP14,-0.0067626727,0.2468529757628511,1.478571,TGFBR3L,0.5371941,1.0,0.34616205,PRPS2,-0.67302036,0.026017634068932483,2.4581454,ANAPC1,-0.07997703,0.015164130071124656,2.641266,ZKSCAN5,0.013463857,0.7710115012180836,-0.8152536,RHOV,-0.47964418,1.0,0.028773787,POU4F3,-17.871157,1.0,-0.046568546,HSPA14,-24.54018,0.15178606720258264,-1.7422377,ELANE,-1.0915678,0.2454567500411079,-1.4892877,CSRP2,-0.3725075,0.9522694582444453,-0.6189323,HOOK2,0.6354414,1.0,-0.25430232
SLC5A8,-16.243263,1.0,-0.0056694355,BNIP1,0.7053672,0.7445011465892646,-0.74954754,EFHB,-2.167964,1.0,-0.010949265,ZNF485,-1.1282271,0.23998590942985726,-1.4589236,PODN,-21.84158,0.6313535709399689,-0.86336994,CCDC81,-23.514803,0.6538951548232317,-0.90514493,ARHGAP28,-22.462252,0.7915274657732998,-0.7535916,CD101,-0.7200232,0.8841563640680123,-0.6284615,PVALB,-5.9836392,0.8170441631243552,-0.7581258,PHYHIPL,2.8995245,1.0,0.043740097,KIF11,0.39640787,0.7315607268032885,-0.8074147,EIF2AK3,-0.9546097,0.2468529757628511,1.4785424,SSH3,-0.3877,1.0,0.34578043,CARF,-0.19734631,0.026152745401361588,2.4561737,CENPQ,-0.49259108,0.015169789511834134,2.6411054,MT-ND6,0.5966631,0.7701390370393887,-0.81614876,THPO,0.2397008,1.0,0.028768383,C2CD4B,-19.153343,1.0,-0.046568546,MICALL1,-24.094439,0.15178606720258264,-1.7422377,BCAM,-23.319324,0.24499304450781292,-1.4903706,TESPA1,-0.9698596,0.9520699790292638,-0.61918265,RUVBL2,0.83560747,1.0,-0.2544524
NLRP7,-16.37881,1.0,-0.0056694355,DMRTA1,-1.8599932,0.7442777482570492,-0.74984175,CLIC5,-0.9737449,1.0,-0.010949265,SLC40A1,-1.2965024,0.2392720818583265,-1.4605359,CCDC15,-0.03251755,0.6291972115959986,-0.8658753,CDC45,-24.5187,0.6538951548232317,-0.90514493,HIST1H2BN,-24.181564,0.7898672324204628,-0.7552406,PKD1L1,-23.124472,0.8836903758912146,-0.62896246,ZSCAN22,-3.657555,0.8170290526223298,-0.7582151,LLCFC1,3.156768,1.0,0.043740097,ENGASE,0.89391416,0.7312075231131825,-0.8078366,VWA1,0.2917182,0.24800054142837005,1.4760749,RCOR2,2.6198342,1.0,0.34557,TMPPE,-0.20756222,0.026154901734275395,2.456107,ZNF500,0.23645212,0.015173075635335343,2.6409976,ZNF823,-0.9088427,0.7696513565961484,-0.8166822,SLC5A4,-0.74805504,1.0,0.028757576,PTTG2,-19.463518,1.0,-0.046568546,SLC49A3,-24.97307,0.15178606720258264,-1.7422377,HOXC9,-23.326216,0.24499304450781292,-1.4903706,CASZ1,0.30802014,0.9516550625796686,-0.6196171,PYROXD2,-0.7501082,1.0,-0.25467756
OR1L1,-17.140493,1.0,-0.0056694355,MST1,0.07559443,0.7438720156878906,-0.75032043,TOP1MT,-0.10636287,1.0,-0.011716381,BLVRA,0.42994207,0.2385122389611186,-1.462253,ASB5,-21.63565,0.6288953439568353,-0.8662769,ATP6V0E2,-23.742838,0.6529848808282867,-0.9062421,GPATCH3,1.1326104,0.7886337085881839,-0.7564856,C11orf45,-0.8104782,0.8836903758912146,-0.6289856,PRDM16,-0.45248345,0.8166424383062177,-0.75864506,SPEM1,2.2644246,1.0,0.043740097,KDM3A,1.2399682,0.7311491096196916,-0.807965,SF3B5,-0.31809774,0.24807766014619514,1.4757596,CHCHD10,-0.50252527,1.0,0.34515983,SLC10A7,-0.8942982,0.026232335148590892,2.4550076,IGFBPL1,1.7949879,0.015260778216294518,2.6389756,ZNF784,-23.895138,0.7694373475852919,-0.8169581,KLHL32,-0.9597708,1.0,0.028752174,ABCC11,-17.046839,1.0,-0.046568546,ZBTB48,-24.901445,0.1514221976956807,-1.7434993,FAM104A,-1.7274972,0.24451686774188303,-1.4914813,PLXNB1,-23.014702,0.9507750070413126,-0.6204492,ETFBKMT,-22.864296,1.0,-0.25476512
BCL2L15,-13.314432,1.0,-0.0056694355,PSTPIP1,-0.36498818,0.7432604588586207,-0.75107574,PCBD2,1.0909264,1.0,-0.012124556,PBX3,0.41612458,0.2377586330210345,-1.4640085,EPPK1,-22.463028,0.6288953439568353,-0.8662769,ZNF367,-0.91772014,0.6529512869441843,-0.9063458,TSTD1,-0.25653642,0.7882382763127657,-0.7570071,LRCH4,0.63276374,0.8825397600597034,-0.6301648,SCAND1,-0.2204017,0.8166424383062177,-0.7587065,DISP3,2.838827,1.0,0.043740097,SEC61A2,0.7173821,0.7307775692856401,-0.8084052,ZNF608,0.7770168,0.24842276501986757,1.4749837,OR2S2,1.0210254,1.0,0.34457135,SERPINI1,-0.19161794,0.026355618087108984,2.4532475,AKAP17A,-0.84915787,0.015386601001972497,2.6361563,RFC5,-0.5370509,0.7688726597580257,-0.8176387,FAM180B,-1.0921696,1.0,0.028752174,DEFB119,-19.79425,1.0,-0.046568546,FBXO44,-24.437166,0.15104343287162617,-1.7447609,P2RY1,-24.714207,0.24341538629970638,-1.4938691,HOXA6,-23.615623,0.9507750070413126,-0.6204492,SCIN,-23.824232,1.0,-0.25476512
CHRNB4,-16.482975,1.0,-0.0056694355,BCL11B,-6.166381,0.7428441149798769,-0.7515654,RAP1GAP,-0.97965485,1.0,-0.012388203,TSNARE1,0.1534386,0.2369747659502384,-1.4657865,LIPE,-1.8141252,0.6286191508287434,-0.8667133,CMA1,-25.613564,0.6510374085407877,-0.9084364,PPIL6,-4.9670115,0.7875502117118601,-0.7577343,PANX2,-0.29085693,0.8816701221833124,-0.6310358,STOX2,-5.6850915,0.8164417034499218,-0.7589801,KRTAP2-4,3.0556571,1.0,0.043740097,ZC3H3,1.0590696,0.7307775692856401,-0.80840886,CIPC,-0.39217448,0.24883499481631183,1.4740165,KCNJ15,0.58947426,1.0,0.34417725,ETFBKMT,0.58314824,0.026464111147164904,2.4517324,PPP2R5A,-0.4901634,0.01575035367183983,2.6280458,ASB1,0.34475514,0.7688726597580257,-0.8176387,SPINK4,-1.7662163,1.0,0.028741367,FAM9C,-18.73278,1.0,-0.046568546,CACFD1,-24.48373,0.15104343287162617,-1.7447609,CBLN3,-1.5978177,0.24295127474528033,-1.494959,CLMN,0.3138478,0.9507750070413126,-0.62056696,CCNB1,0.9033754,1.0,-0.2547776
