C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score
GUCA1C,1.7144068,1.0,0.0884645,OR5AU1,-17.38038,1.0,-0.020088967,FER1L6,1.4092456,1.0,0.087692596,ZNF114,0.16764721,1.0,-0.03222575,FA2H,-18.344942,1.0,-0.020348787,CFAP299,-18.943502,1.0,-0.048274398,LINC02694,-19.72021,1.0,-0.023085957,MOB1A,0.6144669,1.0,-0.015507576,TRPV3,-19.124638,1.0,-0.042883385,PRXL2C,0.05158826,0.22634606588980588,1.6827106,TINCR,-17.519003,1.0,-0.018159566,UTP20,0.21968429,9.319099480653466e-11,6.635737,NUP54,-0.0476308,0.0012012029370563459,3.4986575,SEMA4F,0.9683783,6.34358441557326e-14,7.6420493,C5orf15,0.09297284,1.802012179494416e-16,8.362278,PROX1,-19.407366,1.0,-0.051669188,XRRA1,0.59788084,0.45454770634944597,1.2817694,PASD1,0.0,1.0,0.0,DLG2,-20.874176,1.0,-0.13246557,MORC1,-20.07072,1.0,-0.050728578,GP6,-20.768883,1.0,-0.02915949,KLHL14,-20.72059,1.0,-0.010456777
OR2B6,2.4614758,1.0,0.0884645,KIF12,-16.396423,1.0,-0.020088967,WDR59,0.153746,1.0,0.08760048,STARD6,-0.038093362,1.0,-0.03222575,MYOM2,-17.815388,1.0,-0.020348787,CRHBP,-21.842556,1.0,-0.048274398,KCNH4,-18.40743,1.0,-0.023085957,C6orf58,-17.95755,1.0,-0.015684849,PANO1,-19.000454,1.0,-0.042883385,CEP162,0.7301313,0.22638436940540943,1.6825653,EFHB,-18.675247,1.0,-0.018159566,CYB561D1,0.70772,9.522888941347792e-11,6.632522,SARNP,0.06966329,0.001203283222122904,3.4981582,TMEM14C,0.08936543,6.502091688397944e-14,7.6388507,UAP1,0.19837452,1.9086507982228207e-16,8.355418,GNAO1,-19.571487,1.0,-0.051669188,PRKD2,-0.10113167,0.45566068119821074,1.2802322,CNTN4,0.0,1.0,0.0,ERVFRD-1,-21.901857,1.0,-0.13246557,PEG10,1.9269911,1.0,-0.05088129,CD70,-20.2011,1.0,-0.02915949,TMEM253,-17.922712,1.0,-0.010456777
OR1K1,2.4408298,1.0,0.0884645,PAX9,-16.71633,1.0,-0.020088967,OR52N4,-0.47922614,1.0,0.08692389,LHX4,-0.5860331,1.0,-0.03223622,FOXB1,-18.459787,1.0,-0.020348787,UBE2L5,-19.281517,1.0,-0.048274398,LY6G6F,-19.900385,1.0,-0.023085957,TMIGD2,-19.359697,1.0,-0.015684849,EGR4,-20.216133,1.0,-0.042883385,ATP5F1C,0.1303196,0.22643691145611314,1.68239,RIMS4,-16.775179,1.0,-0.018159566,RASIP1,1.2586174,9.611279984051605e-11,6.6311116,TMEM234,0.36166635,0.0012123688286576637,3.4960377,ZBTB2,-0.10610083,6.940479008028807e-14,7.630423,RNASEH2B,0.0038113582,1.9512656199086084e-16,8.352792,ENDOU,-20.53003,1.0,-0.051669188,WWP1,0.22080423,0.45634960796772145,1.2792273,CSAG1,0.0,1.0,0.0,MROH9,-20.39223,1.0,-0.13246557,MCF2,1.5891784,1.0,-0.051169362,KRT13,-20.83793,1.0,-0.02915949,CDH8,-18.078613,1.0,-0.010456777
OLIG3,2.1597104,1.0,0.0884645,PRSS16,-18.299843,1.0,-0.020088967,C2CD4A,2.0247526,1.0,0.08591695,MADCAM1,-0.54129606,1.0,-0.03223622,KRTAP16-1,-18.973637,1.0,-0.020348787,TESPA1,-0.045048956,1.0,-0.048416317,CREB3L3,-18.885437,1.0,-0.023085957,TKTL2,-18.891628,1.0,-0.015684849,LTK,-21.306376,1.0,-0.042883385,METTL18,0.45350635,0.22658254996874963,1.6819538,RSPH14,-17.93189,1.0,-0.018159566,IFT43,0.41743624,9.620081528590629e-11,6.630953,ATP5F1C,0.13562065,0.0012174224094677868,3.4948518,NOL4L,0.11240359,6.958568501535819e-14,7.630066,JMJD4,0.19698736,2.171219003098568e-16,8.340114,ADARB2,-19.950598,1.0,-0.051669188,EIF4E,0.19282755,0.45661950578038263,1.2786032,GABRQ,0.0,1.0,0.0,FRRS1L,-19.992743,1.0,-0.13246557,ZNF14,2.2311926,1.0,-0.052269593,ZNF727,-19.196589,1.0,-0.02915949,TGM3,-19.677517,1.0,-0.010456777
MUC12,2.5895314,1.0,0.0884645,LPAR4,-17.734621,1.0,-0.020088967,NWD1,2.8858762,1.0,0.08591695,RAD21L1,-1.4436182,1.0,-0.03224669,DNAH8,-17.953342,1.0,-0.020348787,GALNT14,0.36703297,1.0,-0.048487276,ARC,-18.051983,1.0,-0.023085957,XCL2,-19.013733,1.0,-0.015684849,DNAI2,-20.6821,1.0,-0.042883385,THBS2,-0.4752556,0.2272876798181356,1.6803406,NSG2,-18.69077,1.0,-0.018159566,USP1,-0.42268473,9.698213035782282e-11,6.6297355,OXSR1,-0.007861791,0.0012298484481733213,3.4920647,ZNF717,0.56810373,7.156407173094191e-14,7.626409,LRRC37A3,1.7933407,2.2102861907057006e-16,8.337986,COL4A5,-19.557627,1.0,-0.051669188,ZFAND3,0.08822369,0.4568540384006702,1.2782385,GSC2,0.0,1.0,0.0,MYO15A,-21.142353,1.0,-0.13246557,TMEM249,-18.88176,1.0,-0.052477837,PNMT,-20.88275,1.0,-0.02915949,B3GALT5,-18.118082,1.0,-0.010456777
C3orf49,2.6152587,1.0,0.0884645,MASP2,-18.076378,1.0,-0.020088967,SLC9A4,2.058451,1.0,0.08591378,KCNH3,-1.464255,1.0,-0.032253668,MRLN,-18.044006,1.0,-0.020348787,CD74,-0.13585824,1.0,-0.049153205,PCDHA2,-17.891752,1.0,-0.023085957,TAS2R9,-17.823961,1.0,-0.015684849,TIGIT,-21.695892,1.0,-0.042883385,UQCRFS1,0.12884535,0.227342571978108,1.6801606,QPRT,0.79793835,1.0,-0.018166903,IFT140,0.7336022,9.864679090363072e-11,6.627199,SBF1,0.19168721,0.0012347821424909824,3.4909573,TMEM200B,0.8512551,7.19481050855375e-14,7.6256976,SUGP1,0.33305424,2.2384929327212676e-16,8.336467,GPR171,-21.936605,1.0,-0.051669188,BCKDHB,0.3576523,0.4575907424520093,1.2772471,SFTPC,0.0,1.0,0.0,KCND1,-20.359583,1.0,-0.13246557,PTH1R,-18.412586,1.0,-0.052477837,GCKR,-18.831064,1.0,-0.02915949,IQCM,-17.880009,1.0,-0.010932085
OR52N5,3.0347388,1.0,0.0884645,RASGEF1C,-18.043604,1.0,-0.020088967,ADAM30,1.9965688,1.0,0.08590742,DRICH1,-0.08270684,1.0,-0.03274051,ZC2HC1B,-16.799143,1.0,-0.020348787,PCBD2,-18.605717,1.0,-0.049371544,EDNRB,-18.624542,1.0,-0.023085957,PCP4L1,-17.167074,1.0,-0.015684849,MAATS1,-19.659998,1.0,-0.042883385,ING1,0.39264965,0.228887314821765,1.676713,TNXB,-0.023606913,1.0,-0.018210927,MFSD4B,0.43854988,9.869235708205776e-11,6.6271076,SKA3,0.21201031,0.0012351921755176575,3.4908307,ECSIT,-0.11496917,7.266018650890954e-14,7.624406,TLE4,-0.04267168,2.2430234538543545e-16,8.336208,IGLL1,-21.75557,1.0,-0.051669188,MME,-0.060919624,0.45795438389336435,1.27665,FOXN1,0.0,1.0,0.0,DLL1,-21.701168,1.0,-0.13246557,SYT4,-20.042332,1.0,-0.052477837,PSCA,-19.248419,1.0,-0.02915949,ARHGEF16,-18.9807,1.0,-0.010932085
FANCD2,-0.6041162,1.0,0.08827803,GBP6,-17.490196,1.0,-0.020088967,CXCL10,1.066045,1.0,0.08521019,SUMO4,-0.31889778,1.0,-0.033429764,OR2L3,-18.707497,1.0,-0.020348787,PRR29,-19.343681,1.0,-0.049371544,GRM4,-17.198883,1.0,-0.023085957,SEZ6L,-19.294252,1.0,-0.015684849,GREB1L,-18.507113,1.0,-0.042883385,PTDSS2,0.2295827,0.22942755326672082,1.6753422,ACHE,-1.9291155,1.0,-0.018365009,EML1,0.9582209,1.007839239733822e-10,6.6239862,STAMBP,0.08604554,0.0012433022316750266,3.4890437,NUP205,-0.122863874,7.665720667621376e-14,7.617452,H6PD,0.39711136,2.247433057901382e-16,8.335957,GJA9,-19.447294,1.0,-0.051669188,RAB22A,0.021356719,0.45916931997609584,1.2749211,OR2A5,0.0,1.0,0.0,GJC2,-20.588413,1.0,-0.13372715,CALN1,-20.594988,1.0,-0.052477837,OOSP3,-19.95501,1.0,-0.02915949,TNNC2,-18.388527,1.0,-0.010932085
ZNF474,0.7377791,1.0,0.088133745,RHOXF1,-19.212221,1.0,-0.020088967,FAM90A1,-0.31377342,1.0,0.08514984,F5,-1.1171501,1.0,-0.03361473,CYP2D6,-18.484133,1.0,-0.020348787,PNOC,-21.408436,1.0,-0.049371544,LEFTY1,-17.717163,1.0,-0.023085957,KCNK15,-15.388251,1.0,-0.015684849,OR10A3,-19.028736,1.0,-0.042883385,IFT88,0.010931382,0.23023470629798465,1.6733369,ZNF696,1.4305516,1.0,-0.018632816,PI4KB,-0.035478435,1.0098318343918104e-10,6.623671,KAT5,0.019814815,0.001257408371457495,3.485989,YES1,-0.1822579,7.881969135748928e-14,7.613838,ZBTB14,0.13486026,2.2523397212888743e-16,8.335679,GFRA2,-21.009844,1.0,-0.051669188,RUSC1,0.32899338,0.4603898096931121,1.2732596,DIRAS2,0.0,1.0,0.0,NEIL1,-22.004229,1.0,-0.13372715,TMEM89,-19.35591,1.0,-0.052477837,PCDHA3,-18.488525,1.0,-0.02915949,AK7,-19.200321,1.0,-0.010932085
RHBDL1,0.938728,1.0,0.08805383,GPR142,-17.061758,1.0,-0.020088967,LRRC29,0.04212338,1.0,0.08493066,LEXM,-19.342958,1.0,-0.033859022,ECT2L,-16.976522,1.0,-0.020348787,AGBL2,-20.073132,1.0,-0.049371544,CDK5R2,-18.452059,1.0,-0.023085957,TRIM54,-17.251518,1.0,-0.015684849,CLDN10,-20.901838,1.0,-0.042883385,TMEM141,0.06750905,0.23047540817610018,1.6727715,ITGB4,0.77949893,1.0,-0.019318843,DGKH,0.25892326,1.0369983599809276e-10,6.6197243,SHLD3,0.51591796,0.0012590415761175912,3.4856038,ZNF644,0.05797138,8.030803939505283e-14,7.6113997,MMP24,2.0555372,2.273174304368268e-16,8.334571,TEX12,-20.35632,1.0,-0.051669188,DDOST,0.04915607,0.46083100651540954,1.272568,KRTAP19-5,0.0,1.0,0.0,PLPPR4,-20.34304,1.0,-0.13372715,KLHL30,-18.193462,1.0,-0.052477837,GNRH2,-19.932484,1.0,-0.02915949,XDH,-18.195751,1.0,-0.010932085
ADGRF3,-0.6995283,1.0,0.08780077,FAM177B,-19.012512,1.0,-0.020088967,RAP2A,-0.015718164,1.0,0.0844526,GJD4,-16.877985,1.0,-0.033859022,MASP2,-18.07856,1.0,-0.020348787,TAL2,-19.570318,1.0,-0.049371544,ANKRD34B,-18.395674,1.0,-0.023085957,C10orf71,-18.405603,1.0,-0.015684849,LRP5L,-19.86675,1.0,-0.042883385,ITFG1,0.06820795,0.23077184773438392,1.6720906,TXNDC2,0.7018201,1.0,-0.019428901,BCAP31,-0.028225742,1.0380939622829722e-10,6.6195445,SHISA2,1.9841055,0.0012660312102240256,3.4840844,TMEM260,0.0096205715,8.068822002220126e-14,7.610753,ARMC8,-0.1669233,2.2769181130131696e-16,8.334357,FREM1,-21.051682,1.0,-0.051669188,PRRT2,1.4860762,0.46106258701909814,1.2722087,HAO2,0.0,1.0,0.0,ADCY5,-19.952118,1.0,-0.13372715,YBX2,-20.813568,1.0,-0.052477837,RPEL1,-18.426043,1.0,-0.02915949,PATE2,-17.880068,1.0,-0.010932085
TMEM253,2.3216486,1.0,0.087418966,SAGE1,-17.879704,1.0,-0.020088967,OR1L8,-0.36796325,1.0,0.084398605,FGFR4,-17.994953,1.0,-0.033859022,LGALS9C,-16.749979,1.0,-0.020348787,TMEM121B,-20.156033,1.0,-0.049371544,NPPC,-19.562721,1.0,-0.023085957,RASSF6,-18.932402,1.0,-0.015684849,PAPOLB,-19.000021,1.0,-0.042883385,PPP2R5B,0.047542214,0.23168941595869327,1.6697483,FAM227B,2.0169995,1.0,-0.019439908,NAALADL2,1.2074194,1.0390160757336276e-10,6.6193895,TCTEX1D2,-0.13495488,0.001270200045169445,3.4831285,FBXO4,0.18460646,8.068822002220126e-14,7.6107473,NDUFA3,0.006760011,2.280239447988276e-16,8.334166,HPN,-20.454407,1.0,-0.051669188,WDR70,0.022902258,0.46122333893661255,1.2719034,WDR38,0.0,1.0,0.0,CMYA5,-20.655718,1.0,-0.13372715,FOXE1,-18.716124,1.0,-0.052477837,AC010325.1,-18.928055,1.0,-0.02915949,PLEKHH1,-18.376297,1.0,-0.010932085
NFRKB,0.12512921,1.0,0.086879544,KCNG2,-18.320578,1.0,-0.020088967,NBPF11,0.10350539,1.0,0.08363784,SLC23A1,-19.536846,1.0,-0.033859022,SH2D6,-17.895597,1.0,-0.020348787,SLC25A27,-20.023668,1.0,-0.049371544,PAX6,-18.36291,1.0,-0.023085957,TARM1,-17.989141,1.0,-0.015684849,YY2,-0.5293795,1.0,-0.04327425,TP53I3,0.11256888,0.23168941595869327,1.6697391,APCDD1,1.4828012,1.0,-0.019682035,IPPK,0.6920565,1.0400734623850708e-10,6.619216,ZMAT5,0.029999077,0.0012726428532552425,3.4825401,C2orf76,0.16533309,8.119911040759416e-14,7.6099105,CRNKL1,-0.005168422,2.2959455290003296e-16,8.333334,PRR5,1.6738361,1.0,-0.05180408,GPATCH11,0.1136864,0.46122333893661255,1.2718656,TAS2R39,0.0,1.0,0.0,TREML1,-21.245354,1.0,-0.13372715,PTX4,-18.767769,1.0,-0.052477837,TTLL13P,-19.51999,1.0,-0.02915949,SLC44A4,-19.793787,1.0,-0.010932085
MAEA,-0.104513206,1.0,0.08671306,UBE2U,-16.039953,1.0,-0.020088967,PTGES3,0.6764976,1.0,0.083617195,ZNF556,-15.207666,1.0,-0.033859022,TTBK1,-16.582659,1.0,-0.020348787,CD163L1,-19.580778,1.0,-0.049371544,THPO,-17.051794,1.0,-0.023085957,PXDNL,-16.320065,1.0,-0.015684849,AZIN2,-1.6601555,1.0,-0.04331892,VPS13D,0.21735385,0.23188660488096324,1.6692383,ZSWIM5,0.8646561,1.0,-0.019733395,JAK2,-0.1330907,1.0521716778306109e-10,6.617482,ELF2,0.015670277,0.0012826621683939227,3.4804003,COX19,0.17578173,8.45099968952099e-14,7.604701,ZNF221,1.2845254,2.4186104233903343e-16,8.327153,PRSS41,-20.48951,1.0,-0.05264408,ANK3,0.20600595,0.46188413632878056,1.2709742,FAM237A,0.0,1.0,0.0,IL26,-20.269775,1.0,-0.13372715,ACSBG1,-20.74219,1.0,-0.052477837,PCSK1,-19.452044,1.0,-0.02915949,ABO,-19.932802,1.0,-0.010932085
CCDC17,-1.0360883,1.0,0.08655545,LRCOL1,-17.051598,1.0,-0.020088967,SLC5A4,2.3137693,1.0,0.08349649,MLIP,-17.60553,1.0,-0.033859022,LGI3,-17.50958,1.0,-0.020348787,TCIM,-19.98556,1.0,-0.049371544,VGF,-18.653753,1.0,-0.023085957,ARHGDIG,-17.04056,1.0,-0.015684849,TMEM74B,-2.9704554,1.0,-0.043609276,BMS1,0.059596267,0.23188660488096324,1.6691968,ABLIM1,1.3951955,1.0,-0.0198031,SCO1,0.6470529,1.061728837318826e-10,6.6161213,ZNF880,0.6186624,0.001288241753221408,3.4791234,SELENOO,0.082987435,8.458328332769502e-14,7.6045675,PDPR,-0.19623591,2.425846848766619e-16,8.32678,HIST1H3E,-20.159111,1.0,-0.05264408,NCEH1,0.010961896,0.46205502951917365,1.2706904,OR4D2,0.0,1.0,0.0,TNFSF8,0.13703847,1.0,-0.13445553,ATXN7L2,1.4088401,1.0,-0.05315811,HOXB9,-19.799,1.0,-0.02915949,TCAP,-19.653296,1.0,-0.010932085
MARCH11,4.7867374,1.0,0.08564754,CFAP73,-19.069448,1.0,-0.020088967,FAT2,1.5881845,1.0,0.0834679,BTBD16,-17.224243,1.0,-0.033859022,ATOH7,-16.592615,1.0,-0.020348787,RCVRN,-20.41634,1.0,-0.049371544,OLAH,-17.706453,1.0,-0.023085957,SLC16A11,-18.18686,1.0,-0.015684849,CORT,-18.599146,1.0,-0.04395547,FHOD3,0.38050112,0.23203265513766314,1.6688299,CHRDL2,-16.918022,1.0,-0.019810436,BABAM2,-0.10875733,1.0702502833388382e-10,6.6149154,ZBED5,0.14974861,0.0012887623876879477,3.4789772,AP4B1,0.052970704,8.539226748710733e-14,7.6033154,NDUFA6,0.008217407,2.4835531037401124e-16,8.3239765,HLF,-21.519337,1.0,-0.05264408,SPRED2,0.06875605,0.46251468832648496,1.2699772,ADGRD2,0.0,1.0,0.0,RAPGEF5,-20.717485,1.0,-0.13498873,TSEN54,1.6703588,1.0,-0.053827964,SCNN1D,-20.096706,1.0,-0.02915949,MYBPH,-19.476084,1.0,-0.010932085
C9orf57,3.3935058,1.0,0.085643105,CYP39A1,-15.532956,1.0,-0.020088967,FAM180B,0.5193415,1.0,0.08342978,MAB21L2,-16.663095,1.0,-0.033859022,MEIOC,-18.04532,1.0,-0.020348787,CPNE5,-20.886662,1.0,-0.049371544,ARMH2,-20.102919,1.0,-0.023085957,PLCH1,-18.762127,1.0,-0.015684849,GABRB3,-19.217976,1.0,-0.04395547,CRTC3,-0.023417972,0.23246017144838935,1.6678814,OR6K2,-18.140955,1.0,-0.019810436,COL18A1,0.39064187,1.0798240236257668e-10,6.6135507,GCDH,0.17677253,0.0012977312064423184,3.4770422,TSR2,0.00046385927,9.02115541379408e-14,7.596189,TMED9,0.24859524,2.528264799786314e-16,8.321843,GALR2,-20.4374,1.0,-0.05264408,KIAA0319L,0.09035255,0.46264646523767083,1.2697423,CCDC182,0.0,1.0,0.0,ASB9,-21.875168,1.0,-0.13498873,LMX1B,-19.12256,1.0,-0.0542271,TEX29,-19.84767,1.0,-0.02915949,PIWIL2,-19.697794,1.0,-0.010932085
ITIH1,4.1156273,1.0,0.085643105,SH2D1B,-19.446056,1.0,-0.020088967,NRN1L,-0.1266823,1.0,0.08259596,MEIOB,-18.026384,1.0,-0.033859022,CALB1,-18.334429,1.0,-0.020348787,ODF3L2,-19.283234,1.0,-0.049371544,DTHD1,-20.045017,1.0,-0.023085957,CLDN5,-18.993906,1.0,-0.015684849,CALML6,-19.35059,1.0,-0.04395547,GAK,-0.019047404,0.23268474601982092,1.6673529,PLAC1,-17.766872,1.0,-0.019810436,DSTYK,0.27353168,1.1015531603528691e-10,6.6105785,USP6NL,0.09715277,0.001299410470613001,3.4766197,JHY,0.47147515,9.025006409060165e-14,7.5961127,GIGYF1,-0.2026194,2.550472139551969e-16,8.320787,SNTG2,-19.508389,1.0,-0.05264408,ST7L,0.30717883,0.46274336145559786,1.2695504,OR2A14,0.0,1.0,0.0,AC104389.5,-21.183401,1.0,-0.13498873,BRSK2,-18.24203,1.0,-0.0542271,TIMD4,-20.702742,1.0,-0.02915949,HCAR1,-18.495897,1.0,-0.010932085
NUTM2A,3.8499992,1.0,0.085643105,LGI3,-17.507399,1.0,-0.020088967,EFNA1,0.15431975,1.0,0.08211473,DUSP13,-16.47021,1.0,-0.033859022,GPR142,-17.06394,1.0,-0.020348787,NPAS3,-18.976255,1.0,-0.049371544,SLC5A4,-18.18428,1.0,-0.023085957,SAXO1,-17.611204,1.0,-0.015684849,CLEC20A,-20.592377,1.0,-0.04395547,CRADD,0.25197867,0.23296319606795615,1.6667137,CCM2L,-18.690521,1.0,-0.019810436,SUCLA2,0.8829793,1.1153577067820281e-10,6.6087112,KAT8,-0.062499523,0.0013027886091100422,3.4758475,AADAT,0.80396914,9.081354600917787e-14,7.5952854,NSUN2,-0.025978869,2.591991153407779e-16,8.318854,VSNL1,-19.659098,1.0,-0.05264408,ZNF160,0.10368155,0.46318507569292794,1.2689317,LHFPL4,0.0,1.0,0.0,ADCY1,-20.44726,1.0,-0.13498873,SYNPO2L,-18.685106,1.0,-0.0542271,CLDN6,-19.183142,1.0,-0.02915949,PRR19,-18.49535,1.0,-0.010932085
HOXC12,3.4955087,1.0,0.085638665,MIA,-17.782944,1.0,-0.020088967,ACBD3,-0.11043159,1.0,0.0817272,SYNGR4,-17.865015,1.0,-0.033859022,ASAH2,-17.071648,1.0,-0.020348787,RAP1GAP,-20.682463,1.0,-0.049371544,KLHL32,-19.032848,1.0,-0.023085957,SLC18A1,-18.145391,1.0,-0.015684849,CACNA1I,-21.319868,1.0,-0.04395547,DAAM2,0.36414167,0.23315566534139578,1.6662521,XKR7,-18.488846,1.0,-0.019810436,ZNF277,-0.0424768,1.1227773062820057e-10,6.607706,GRPEL1,0.009314327,0.0013046411922416406,3.4754283,STBD1,0.83807087,9.096238680331214e-14,7.5950522,PRADC1,0.12813169,2.698484485535838e-16,8.314061,DHRS2,-20.666742,1.0,-0.05264408,ZNF595,0.29145944,0.4640321921301134,1.2677755,GRM7,0.0,1.0,0.0,NKD1,-21.808474,1.0,-0.13498873,HAVCR1,-19.812885,1.0,-0.0542271,MYEOV,-19.102808,1.0,-0.02915949,TM4SF4,-17.406784,1.0,-0.010932085
FOLH1,2.0920584,1.0,0.085634224,KCNK10,-18.77175,1.0,-0.020088967,C5orf47,2.9991372,1.0,0.08168114,OR52N2,-19.188543,1.0,-0.033859022,CENPVL3,-18.077694,1.0,-0.020348787,IGHG3,-22.462664,1.0,-0.049371544,RSPO4,-18.818647,1.0,-0.023085957,UBL4B,-17.490768,1.0,-0.015684849,HSD11B2,-19.961224,1.0,-0.04395547,MUL1,0.15622666,0.2333392911492532,1.6658092,ALOXE3,-17.163967,1.0,-0.019810436,FAM222B,0.09342282,1.1569585164816328e-10,6.6032166,ADM2,0.7288662,0.001320006946799615,3.4721346,ACADVL,0.050976675,9.2038611508415e-14,7.593508,C8orf76,0.23533309,2.703073707809185e-16,8.313841,MMEL1,-20.478724,1.0,-0.05264408,CADPS2,1.0564314,0.4640321921301134,1.2677404,ZNF536,0.0,1.0,0.0,CNFN,-20.71347,1.0,-0.13498873,CHODL,-19.726538,1.0,-0.0542271,CFAP97D1,-20.133673,1.0,-0.02915949,LAMP5,-20.913328,1.0,-0.010932085
TMEM229A,3.090501,1.0,0.085634224,PRR36,-16.45157,1.0,-0.020088967,ST8SIA5,2.892246,1.0,0.081674784,KLRC1,-19.85168,1.0,-0.033859022,OR10X1,-18.773819,1.0,-0.020348787,PPM1N,-20.239233,1.0,-0.050468687,SLCO1A2,-16.564358,1.0,-0.023085957,CHAD,-18.576452,1.0,-0.015684849,RASA4B,-19.21207,1.0,-0.04395547,ZDHHC4,0.08208517,0.2333649892612051,1.6656914,ZNF843,-17.758314,1.0,-0.019810436,ALDH4A1,0.18750633,1.172318159257162e-10,6.6012383,NBN,-0.08628941,0.0013255457993545177,3.4709346,FBXO21,0.56352913,9.286283687356974e-14,7.592332,DNPH1,0.36308262,2.7202348450392235e-16,8.31307,PRRT4,-20.96878,1.0,-0.05264408,SLC10A3,0.03497708,0.4640746144619505,1.2676162,OR2M7,0.0,1.0,0.0,CILP2,-20.400568,1.0,-0.13498873,PPP1R1C,-18.708296,1.0,-0.0542271,NPW,-19.97179,1.0,-0.02915949,RARRES2,-17.707397,1.0,-0.010932085
PPEF1,3.555286,1.0,0.085634224,MEP1B,-17.502842,1.0,-0.020088967,MFAP3,0.69343644,1.0,0.08113002,HFM1,-18.579033,1.0,-0.033859022,GML,-18.804848,1.0,-0.020348787,MRO,-19.531155,1.0,-0.050468687,CCNB3,-2.223428,1.0,-0.02311901,COL9A1,-18.072697,1.0,-0.015684849,AMH,-20.08682,1.0,-0.04395547,CCNT1,-0.06938097,0.2336551973061003,1.6649646,DAB1,-18.782782,1.0,-0.019810436,BUD23,-0.04651913,1.217526156753909e-10,6.595604,SIRT1,0.07747343,0.0013410737061500433,3.46773,IRGQ,-0.049751796,9.307833032318034e-14,7.5920105,AHSA1,0.10306981,2.7400705053676786e-16,8.312189,KCNAB3,-20.156528,1.0,-0.05264408,ARL6,0.406347,0.464607734090081,1.2668138,OR2T12,0.0,1.0,0.0,OVOL1,-21.560198,1.0,-0.1362503,SFN,-19.468853,1.0,-0.0542271,EOMES,-21.553812,1.0,-0.02915949,KLC3,-20.221264,1.0,-0.010932085
HRNR,2.4976466,1.0,0.085634224,SH2D6,-17.893415,1.0,-0.020088967,CCNA1,-1.2134354,1.0,0.08096326,H3F3C,-18.604565,1.0,-0.033859022,CACNA1E,-17.253727,1.0,-0.020348787,MAGEL2,-18.572256,1.0,-0.050468687,FCRL5,-1.2606186,1.0,-0.023177773,TAFA4,-17.50385,1.0,-0.015684849,ATP8A2,-19.22054,1.0,-0.04395547,FBXO46,-0.02239669,0.2345468156158147,1.6629384,C7orf57,-18.249022,1.0,-0.019810436,RUVBL2,-0.036419727,1.281148260086172e-10,6.58802,CPNE3,0.029957484,0.0013557066680961577,3.4646983,ZNF808,0.083587,9.404676454280549e-14,7.590648,GADD45B,0.09326045,2.7526961597397886e-16,8.311625,NOS1AP,-19.872442,1.0,-0.05264408,AMACR,0.23042913,0.4650878299576298,1.2661493,MC3R,0.0,1.0,0.0,GNAL,-21.08663,1.0,-0.1362503,CADM3,-18.933723,1.0,-0.0542271,FSTL4,-20.33681,1.0,-0.02915949,CCDC116,-18.43149,1.0,-0.010932085
MEPE,2.304467,1.0,0.085634224,COL28A1,-17.38008,1.0,-0.020088967,PTK6,-0.07936225,1.0,0.080920376,NPNT,-15.956726,1.0,-0.033859022,IL19,-17.928368,1.0,-0.020348787,LIPH,-19.702232,1.0,-0.050468687,C7orf61,0.73687595,1.0,-0.023390783,CRYBA2,-17.159666,1.0,-0.015684849,MSTN,-19.085579,1.0,-0.04395547,FAM104A,0.73385364,0.23556948684493031,1.6605476,CDHR1,-19.313614,1.0,-0.019810436,PHLDA3,-0.23869556,1.2927348885251191e-10,6.586659,HPF1,0.68611294,0.0013573948490284878,3.4643257,PPFIBP2,0.10762738,9.609886059719932e-14,7.58783,FAN1,0.39484438,2.7660969769397284e-16,8.311029,ABCG4,-19.266846,1.0,-0.05264408,BDKRB2,0.94504476,0.4662208817475168,1.264585,GCNT7,0.0,1.0,0.0,ABCC2,-21.661152,1.0,-0.1362503,WFIKKN1,-19.137712,1.0,-0.0542271,ZNF134,2.3073947,1.0,-0.029240489,TTC29,-18.645954,1.0,-0.010932085
