Cluster,Gene,Score,Adjusted p-value
0,APEX1,-3.436725,0.027563162202590846
0,S100A9,-3.4545412,0.02587193114789416
0,CDT1,-3.4630928,0.025194650161951587
0,DCAF12,-3.485363,0.023371404152118268
0,ILF3,-3.4943304,0.022659988217121927
0,TPX2,-3.501338,0.022248947980641767
0,CD74,-3.5094147,0.02164177337537454
0,TFDP1,-3.5141656,0.021488172160819333
0,BCL11A,-3.533704,0.02008723105647458
0,PIM1,-3.5420775,0.01965639779835023
0,SYNGR2,-3.5620909,0.018393079487004693
0,NPC2,-3.5622692,0.018393079487004693
0,MCM7,-3.5652978,0.01829703120102867
0,MCM3,-3.5677328,0.018178671743640733
0,ATP5IF1,-3.5795507,0.017523317406763658
0,CA2,-3.5860238,0.017240370729680744
0,HSP90AB1,-3.5952883,0.01668582614663196
0,NFIA,-3.6103725,0.01580796514275888
0,SLC4A1,-3.6191618,0.015351168914892278
0,STMN1,-3.623022,0.015205869885740065
0,OXA1L,-3.6843688,0.012189190290996502
0,LMNB2,-3.7357385,0.010160471425056092
0,IDH2,-3.7476158,0.009750080327999212
0,EIF1AY,-3.7570584,0.009418106016463817
0,SNRNP25,-3.7574742,0.009418106016463817
0,CDK4,-3.7644818,0.009226826487526556
0,ITM2C,-3.7880585,0.008445730614546208
0,LIG1,-3.792453,0.008323303072683495
0,DDX21,-3.8057559,0.007937522554033167
0,FBXO7,-3.8284416,0.0074018986233105
0,SLC40A1,-3.8320642,0.00734402304822356
0,TALDO1,-3.8338459,0.00734402304822356
0,CREG1,-3.882068,0.006204612478852032
0,NME4,-3.9013095,0.00582543355143709
0,CALM2,-3.9016657,0.00582543355143709
0,APLP2,-3.903388,0.0058148984330690665
0,FTH1,-3.9079607,0.0057254346078310595
0,FECH,-3.9253612,0.005363527912344098
0,EPB42,-3.934863,0.00519138131966884
0,UROD,-3.9355757,0.00519138131966884
0,HEMGN,-3.9447212,0.0050523111283929945
0,DEK,-3.9863515,0.004334374237984279
0,SPTB,-4.0092154,0.003978171232874445
0,MKI67,-4.010047,0.003978171232874445
0,EEF1B2,-4.013373,0.003951678025024731
0,MCM5,-4.0162234,0.003918560639863775
0,CTSZ,-4.022162,0.003835133944291197
0,BNIP3L,-4.0358806,0.003699675690848249
0,METAP2,-4.063436,0.0033137380350517546
0,NCOA4,-4.067771,0.0032651184281456236
0,ANP32E,-4.1058383,0.002825132539970513
0,YBX1,-4.197294,0.0019630751400684958
0,HMGN1,-4.2002635,0.0019532573046881375
0,MBOAT2,-4.2119627,0.0018623371596587772
0,ALAS2,-4.2143383,0.001850397993262582
0,GNAQ,-4.2352424,0.001707363207312143
0,NFE2,-4.2423096,0.0016613549219330645
0,CHCHD2,-4.249792,0.0016135400739089771
0,TOP1,-4.28685,0.0013958180581501408
0,MCM2,-4.288097,0.0013939630437133253
0,RACK1,-4.355323,0.0010503210005623508
0,TXNDC5,-4.358708,0.0010387642465342348
0,FTL,-4.42047,0.000806826179741584
0,PRKAR2B,-4.428785,0.0007834679777416863
0,CTSB,-4.451708,0.00071082335879671
0,RNF130,-4.4552116,0.0007025649669395215
0,CD36,-4.4660797,0.0006740936309650586
0,HNRNPA2B1,-4.487637,0.0006151518890542507
0,CST3,-4.514005,0.0005512154633353306
0,H3F3A,-4.541501,0.0004934686908137955
0,SERP1,-4.556229,0.00046857126458396973
0,TFRC,-4.650417,0.00030617354703995557
0,HIST1H2BH,-4.6663327,0.00028485930422704475
0,EIF3A,-4.6799917,0.0002692999115835529
0,MYB,-4.6805263,0.0002692999115835529
0,SPI1,-4.68985,0.00025934680095862455
0,NUCB2,-4.7574916,0.00018891707182789176
0,GLUL,-4.769013,0.00018035761123651894
0,LMNA,-4.781603,0.00017316327342507113
0,CA1,-4.7817216,0.00017316327342507113
0,TUBB,-4.847997,0.00013144567821114789
0,HMBS,-4.91071,9.735336569691316e-05
0,BSG,-4.92621,9.048179028421229e-05
0,AIF1,-4.9560223,7.907146324115057e-05
0,LMO2,-4.9695625,7.419739324795066e-05
0,LMNB1,-5.011549,6.1202917146828e-05
0,LYZ,-5.022476,5.818631476939082e-05
0,SLC25A39,-5.046766,5.2932487053257474e-05
0,MYC,-5.168806,2.92835732601558e-05
0,BLVRB,-5.411639,8.658025316427342e-06
0,HMGB2,-5.420369,8.309592086800376e-06
0,MPP1,-5.916013,5.555786281361221e-07
0,TYMS,-6.0096664,3.22170850336363e-07
0,HBA2,-6.109258,1.8040166434318345e-07
0,H1F0,-6.126243,1.6380611989849924e-07
0,ANK1,-6.1513042,1.4133036947032844e-07
0,SLC25A37,-6.441944,2.4157513345036284e-08
0,HBD,-6.5331626,1.3654050137443883e-08
0,AHSP,-6.6164827,8.084993650499886e-09
0,HIST1H1B,-6.760496,3.1373744943469833e-09
0,YWHAE,-6.7850227,2.6819191462681e-09
0,SNCA,-6.994362,7.062600480110812e-10
0,PRDX2,-7.033023,5.443607226157652e-10
0,OAZ1,-7.035992,5.443607226157652e-10
0,YBX3,-7.2077394,1.767757342785334e-10
0,EEF2,-7.6494,7.581622537609136e-12
0,CAT,-7.721021,4.521478390442403e-12
0,HBB,-7.781299,3.0803738111041254e-12
1,CD79A,17.052559,6.0298601635437175e-61
1,CD74,16.84656,1.0020587408707228e-59
1,CXCR4,14.507156,6.557531673425108e-44
1,MS4A1,14.019606,5.328972248684528e-41
1,CD79B,13.142026,6.816162119012902e-36
1,LAPTM5,12.063006,4.97506260696189e-30
1,CD37,11.574212,1.4336064027038488e-27
