C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score
LYPD3,-0.847129,1.0,-0.054680903,LDAH,-0.32784194,0.2172997617791126,-1.9128987,HMGXB4,-1.148366,0.6644752397782856,-1.5890626,ATP1A4,-0.95154274,1.0,-0.4908731,FRAT2,-0.6382561,0.12847814319951553,-2.0220437,OSBPL2,-0.59160286,3.444413389825448e-05,-4.5324316,DNAH7,-1.2563728,1.0,-0.07621657,DYNC2LI1,-0.6879049,0.20142593521135382,-1.9528189,METTL26,-0.8579755,0.0003232453922962513,-4.0489454,SMC4,-0.70337605,0.00012697575674835887,-4.257415,MICA,-1.200161,0.3975505143244175,-1.6423383,DNMT1,-2.1083977,1.6640314694606338e-18,-8.984396,DPYD,-0.6729441,1.0,-0.58287984,PCGF5,-0.5541051,1.0,-1.0230302,TOP2B,-0.62908095,0.9231427383218569,-1.1655939,HSDL2,-0.9347565,0.43846441950506837,-1.7663985,CRELD2,-26.553589,1.0,-0.98593414
ANKLE1,-1.4559866,1.0,-0.054792404,CCNB1,-3.2292778,0.2139783955042835,-1.9201597,OXA1L,-0.21192493,0.6644752397782856,-1.5891143,ZNHIT6,-0.29123875,1.0,-0.49116963,DEPDC1,-2.2359293,0.12845121614412097,-2.0222,RBX1,-0.19205734,3.3799104884047796e-05,-4.53656,SMARCA1,-1.0309801,1.0,-0.07660424,NCOA3,-0.35527107,0.20114286076584043,-1.953516,RRAGA,-0.63051283,0.00032104791049195346,-4.050623,C11orf54,-0.97496164,0.00012486795987539198,-4.261233,MAN1B1,-0.5228601,0.3975505143244175,-1.6424892,OST4,-0.19291507,1.6378142092385473e-18,-8.986181,GCNT4,-25.011301,1.0,-0.5831259,LIX1L,-0.8092112,1.0,-1.0231152,NOL4L,-0.6073981,0.9231014811214878,-1.1657469,NSFL1C,-0.53418523,0.436679331430616,-1.7687134,TMEM147,-0.41467392,1.0,-0.9859865
FBXL7,-17.162771,1.0,-0.055020474,RBMXL1,-0.1533537,0.21360963137512565,-1.9210024,PIK3CA,-0.48991153,0.6640542453798993,-1.5898743,NELFA,-0.27122444,1.0,-0.49192742,CKAP2L,-2.0648844,0.1283384967436966,-2.0226357,EIF3H,-0.20200785,3.343543407809995e-05,-4.538911,TGM1,-1.835034,1.0,-0.076641604,C2orf76,-0.72791255,0.20098633551316192,-1.9540335,SGTB,-2.805403,0.00031930209268757397,-4.05198,RBMX,-1.5037374,0.00012468266142518994,-4.2616405,IMPAD1,-0.19040309,0.39754680081486843,-1.6427675,FASN,-0.6887275,1.6377290728386719e-18,-8.986225,CIDEB,-0.4334372,1.0,-0.5833227,SF3A2,-1.086561,1.0,-1.0236471,DDX31,-0.950342,0.9220531817811471,-1.1665578,RSPRY1,-1.577083,0.43620729700503635,-1.7693563,HSPE1,-2.1358435,1.0,-0.9861959
FRMD5,-17.889927,1.0,-0.055020474,LINC00672,-2.1219563,0.21353997973526528,-1.9212376,PRKDC,-0.51034814,0.6639024295820689,-1.5901507,MTHFD2,-0.27723706,1.0,-0.49196035,RTCA,-0.16982664,0.12831674114688427,-2.0227754,TM7SF3,-0.20662288,3.341691459316944e-05,-4.539097,ANKDD1B,-1.2770131,1.0,-0.07667897,DAPP1,-0.81626904,0.20098038768936083,-1.9541445,GTPBP4,-0.499679,0.0003185719373906769,-4.0525966,GPR35,-4.228253,0.00012421907902220185,-4.2625484,MED13,-0.26152816,0.39457643482823773,-1.6468283,FMN1,-1.5649873,1.6294975583932984e-18,-8.986818,DNAL4,-1.5417132,1.0,-0.58455294,GCLM,-0.95279247,1.0,-1.0240725,KCTD5,-0.20382363,0.9220531817811471,-1.1665758,PAIP1,-1.1789659,0.4360601795841381,-1.7696992,CPEB2,-1.6260943,1.0,-0.98630065
ANGPTL1,-18.42372,1.0,-0.055020474,LGALS12,-6.949121,0.21343536936875995,-1.9215441,AKAP11,-0.8327171,0.6635889161622703,-1.5905479,ZNF559,-0.2898232,1.0,-0.49228323,CCDC170,-4.6056857,0.12806191806600234,-2.0236745,MAP4K4,-0.26821247,3.332938155458248e-05,-4.539719,SLC26A4,-1.5395008,1.0,-0.076697655,PDPK1,-0.32035807,0.2009229624693427,-1.954361,ARL15,-0.45046774,0.00031439046798733,-4.055767,UBL5,-1.7716187,0.0001241067681137442,-4.2628264,SEC16A,-0.4156891,0.39420938761902385,-1.6473852,CD48,-0.5745251,1.5459897047812645e-18,-8.99264,EVL,-0.181387,1.0,-0.58494663,UBE2G1,-0.96369755,1.0,-1.0245618,SLC31A1,-0.15744361,0.9220531817811471,-1.1665848,XPO5,-1.6125348,0.4359486702942309,-1.7700635,TRMT6,-26.687267,1.0,-0.98708594
SERPIND1,-19.329247,1.0,-0.055020474,DTNB,-0.11427465,0.212453450095195,-1.9238422,ZDHHC20,-0.23293775,0.6630676636638063,-1.5911006,SYNJ2,-1.0600871,1.0,-0.49278402,RNF185,-0.12973773,0.12774363683925577,-2.02492,DUSP23,-0.36240968,3.290556329450491e-05,-4.542555,TIAF1,-1.3112859,1.0,-0.07672568,POLR3C,-0.254799,0.2009229624693427,-1.9544507,ABHD3,-1.3305519,0.00031439046798733,-4.0558167,PUF60,-0.14606383,0.00012400999741288306,-4.263077,CDC40,-1.5393109,0.3938331581413019,-1.6479536,PTPRO,-3.6770566,1.52293608898088e-18,-8.9943285,TBRG1,-0.6254489,1.0,-0.5855125,VPS54,-1.0603515,1.0,-1.0254127,SEPTIN6,-0.1037104,0.9220531817811471,-1.1670352,SCFD1,-0.4728905,0.4359486702942309,-1.7701064,EML2,-1.522872,1.0,-0.98797596
ABO,-19.359268,1.0,-0.055020474,RBX1,-0.009613473,0.21122692268904755,-1.9266163,SUPT5H,-0.2750591,0.6630676636638063,-1.5911697,ACPP,-1.3797506,1.0,-0.49284333,TRMT2A,-0.42839256,0.1274556283555589,-2.025931,LRP8,-0.7984189,3.280238441232251e-05,-4.5433545,OLFM2,-0.87238586,1.0,-0.07679574,YIF1A,-0.5922856,0.2009229624693427,-1.9545352,FCF1,-1.1995008,0.00031422768326294713,-4.056051,DENR,-0.7445599,0.0001233541373202226,-4.264337,SRPRA,-0.21548606,0.3933440444708992,-1.6486614,USP24,-0.7142691,1.4903269157204172e-18,-8.996745,SPTB,-25.354548,1.0,-0.5855863,XAB2,-1.6219255,1.0,-1.025902,KPNA6,-0.17238769,0.9217231079360019,-1.1674047,C11orf54,-1.524026,0.4359486702942309,-1.7702993,ANO10,-1.1412772,1.0,-0.9884995
OR2T8,-18.82383,1.0,-0.055020474,TMEM179B,-0.08016863,0.211165883264403,-1.9268352,KDM6A,-1.6721898,0.6620722185629065,-1.5921714,SLC37A3,-5.071973,1.0,-0.49331775,SH3RF3,-3.2691255,0.12739306308850493,-2.026227,SLC16A6,-3.1917477,3.274024091067412e-05,-4.5438232,EFCAB12,-2.8542154,1.0,-0.07684711,FAM8A1,-0.54551333,0.2004615328631917,-1.9556284,GPN1,-1.0147226,0.00031261597035575964,-4.057334,CDC34,-0.7036166,0.000123160783963351,-4.2647634,FN1,-2.1343493,0.3933440444708992,-1.6487426,MSRA,-0.20391415,1.4824835619183704e-18,-8.997364,RASSF8,-24.497587,1.0,-0.5855863,GRK6,-0.92394686,1.0,-1.0260297,PCID2,-0.37655595,0.9215302916032736,-1.1676569,PACC1,-25.807,0.4354673547955538,-1.771028,COPG2,-26.495066,1.0,-0.98881364
FNDC11,-19.269707,1.0,-0.055020474,IRF3,-0.57566476,0.21072410165019714,-1.9279295,FRY,-2.7356462,0.6606070663328287,-1.5934323,RAB38,-0.40600127,1.0,-0.49334413,ZNF274,-0.1735277,0.12739306308850493,-2.0262995,SNRPG,-0.5245077,3.266442921260642e-05,-4.5443807,CCBE1,-1.9068971,1.0,-0.076851785,TUBA1B,-0.19849594,0.20042894205212838,-1.9557921,ST3GAL1,-0.28609264,0.0003087040785663243,-4.060356,NUDT9,-0.75806576,0.000123160783963351,-4.2648096,CINP,-0.41733485,0.3933440444708992,-1.6488122,TMA7,-0.13201334,1.4731407410907712e-18,-8.998097,BORCS5,-1.5057893,1.0,-0.5855863,GLT1D1,-25.028883,1.0,-1.0262212,TRAF3,-0.19715226,0.9196429966061048,-1.1692696,LPAR1,-0.73235446,0.4348092032612608,-1.7719926,TPK1,-26.47322,1.0,-0.98881364
PLEKHG1,-18.592382,1.0,-0.055020474,FANCD2,-1.5556698,0.2104715622064994,-1.9285424,ZFR,-0.32343975,0.6580513408436315,-1.5956776,SARM1,-0.8726127,1.0,-0.4938647,CENPL,-2.7136014,0.127186716551263,-2.0272937,SKAP2,-0.26524267,3.248395320337079e-05,-4.5456166,TMCC2,-2.4053156,1.0,-0.0768658,PDZD11,-0.47043705,0.20025065690418115,-1.9562674,DIMT1,-1.4322152,0.00030778534557960463,-4.0611334,HNRNPL,-0.120237835,0.0001223983868147011,-4.2663016,BMF,-1.5092887,0.3933440444708992,-1.6488587,C16orf70,-2.100052,1.4607993711965423e-18,-8.99906,INPP4A,-0.29454595,1.0,-0.58615226,SLC35B1,-0.6269016,1.0,-1.0264764,MIB2,-1.3325541,0.9196429966061048,-1.1693056,HPS1,-0.5526938,0.4344197162322758,-1.7725497,TACO1,-26.537968,1.0,-0.98996544
NEURL1B,-19.202103,1.0,-0.055020474,FSD1L,-0.21035132,0.21046124453518855,-1.9286573,BAG3,-0.36511654,0.6580513408436315,-1.5957986,MS4A4E,-22.936869,1.0,-0.49420074,CHCHD2,-0.13916792,0.1266771340945828,-2.029243,SUCLG2,-0.7862929,3.239130833994053e-05,-4.546287,CARD17,-0.22920929,1.0,-0.07700592,TUBG1,-0.9793178,0.19996150804480692,-1.9569803,BAG5,-0.5614676,0.00030778534557960463,-4.061195,BCAT1,-0.39462873,0.00012147790439707148,-4.2680626,RLF,-0.39471802,0.39306688954482694,-1.6494272,CSNK2B,-0.60794413,1.3740533128366826e-18,-9.005818,CMAS,-0.6888141,1.0,-0.58684117,VDAC2,-0.29313114,1.0,-1.0265402,NR1H3,-0.4717062,0.9196429966061048,-1.1694046,MED28,-0.618472,0.4329194431940193,-1.7742858,FUT11,-1.4165514,1.0,-0.99022716
PI3,-19.98424,1.0,-0.055020474,RABEPK,-0.51315075,0.21046124453518855,-1.9287175,MMP14,-0.3473592,0.6553754425437995,-1.5981821,SAMD13,-22.68359,1.0,-0.49420074,ZNF654,-0.21714573,0.12653685609562654,-2.0297735,TMEM134,-0.5826803,3.226739604888726e-05,-4.547232,TMEM198,-0.22404821,1.0,-0.07700592,SCML1,-0.4855753,0.199266166020403,-1.9586596,NRBF2,-0.21444252,0.00030660327396268464,-4.0621943,CHID1,-0.5190831,0.00012123196136298461,-4.2685905,MARC1,-25.05101,0.39276681968398613,-1.6499028,SMCO4,-3.5888815,1.346003480603907e-18,-9.00812,MUS81,-0.111168355,1.0,-0.58905554,ST3GAL2,-0.925351,1.0,-1.0266253,CHMP1A,-0.31850347,0.9189552268808832,-1.1700983,AP1M1,-0.33834785,0.4328540136659453,-1.7745001,FOXP4,-26.49715,1.0,-0.9905413
SIX4,-18.41559,1.0,-0.055020474,HDAC2,-0.097571805,0.20982683890488293,-1.9301511,UTY,-1.4079218,0.6553266422357981,-1.5985448,NOM1,-0.4550842,1.0,-0.4942798,CRELD1,-0.3737999,0.12647127471574365,-2.0300584,NSUN4,-1.0724387,3.220499463798585e-05,-4.547709,ARHGAP42,-0.6494365,1.0,-0.077033944,NEDD4L,-1.6325079,0.19866645941495542,-1.9600433,SLC25A44,-0.8422164,0.00030640236597172997,-4.0624285,BIRC2,-0.46397087,0.00011976608924720056,-4.27138,TOM1L2,-0.35532406,0.3917331763566935,-1.6512835,MIA2,-1.7989583,1.320744424875526e-18,-9.010236,SNX33,-3.3478498,1.0,-0.5896215,MPHOSPH6,-1.7644975,1.0,-1.0266253,GNAI3,-0.113251396,0.9187358502346711,-1.1706209,SNRNP40,-0.6502485,0.4328540136659453,-1.7746073,APEX1,-2.1832025,1.0,-0.99080306
GLRA3,-19.48556,1.0,-0.055020474,NYNRIN,-5.433746,0.20971572156058477,-1.9304739,RNF14,-0.67846173,0.6552221858595122,-1.5987866,NOP2,-0.39914572,1.0,-0.4942864,HDAC9,-4.597764,0.12638369502831615,-2.0304158,FPR2,-2.5687933,3.220499463798585e-05,-4.547725,AC011195.2,-0.9710312,1.0,-0.077033944,TUFT1,-1.160755,0.19692874523924855,-1.9642681,TRIM26,-0.71841073,0.00030479639698367675,-4.063736,STK39,-0.59143734,0.00011956815944473995,-4.271825,WWP2,-0.18895808,0.3916890069056991,-1.6515503,RNASEH1,-0.43354848,1.3160772496873856e-18,-9.010663,SFT2D1,-0.46397462,1.0,-0.58967066,UAP1,-0.1920824,1.0,-1.0270082,ARPIN,-0.20150442,0.9167280271562873,-1.1723146,TMEM167B,-0.7092782,0.4328540136659453,-1.7746502,APOL4,-26.517645,1.0,-0.9911172
KCTD14,-18.80426,1.0,-0.055020474,FBXW2,-0.0967953,0.20734502213552333,-1.9354806,CHUK,-0.33712348,0.6545227598096435,-1.5994775,NDUFB7,-0.21671888,1.0,-0.4947608,AHI1,-0.43885466,0.12573274334580445,-2.0328343,CRTAP,-0.24882041,3.219896417038709e-05,-4.547887,SLC4A4,-1.7908763,1.0,-0.07704329,EMC8,-0.43522754,0.19680164301932956,-1.9646378,TANK,-0.2309344,0.00030448391310702194,-4.064057,JPT2,-0.51901305,0.00011830823142379639,-4.274262,SESN1,-0.6684833,0.39073394760720476,-1.6529425,WAS,-1.0788383,1.3154739160787386e-18,-9.010753,CPT2,-0.14566655,1.0,-0.58976907,ZBTB21,-1.3655177,1.0,-1.0270933,ATP5F1B,-0.07175373,0.9167280271562873,-1.1723236,DMAC1,-2.652805,0.4328540136659453,-1.7747145,ZNF518A,-26.529932,1.0,-0.9911172
KLHL10,-19.009579,1.0,-0.055020474,HIBCH,-0.7690335,0.20716426359153065,-1.9360442,EDC4,-0.44020715,0.6545227598096435,-1.599633,OSGEPL1,-0.58238053,1.0,-0.494886,ALG12,-0.09694877,0.12568996206792593,-2.033052,UNC13B,-2.3533897,3.2077541944785026e-05,-4.5487514,EDA2R,-1.691333,1.0,-0.07705263,WWOX,-0.5783393,0.19669650435806443,-1.9649599,ROCK1,-0.16515587,0.00030341660689141737,-4.064957,MACO1,-0.44588575,0.0001179751243267431,-4.2749662,UCK1,-0.6349158,0.3885353495910019,-1.6557734,TMEM115,-1.0211221,1.3147181268091907e-18,-9.010855,PIGS,-0.3894388,1.0,-0.590212,USP38,-1.8118798,1.0,-1.0282847,PKD2L1,-0.58899754,0.9167280271562873,-1.1725488,FBXW5,-0.51094323,0.4324514558900222,-1.7755075,TFCP2,-2.2243223,1.0,-0.99143136
FAAH2,-18.151897,1.0,-0.055020474,GPX7,-5.734612,0.20714614054331656,-1.9361755,YAF2,-1.7332102,0.6543141898294225,-1.599961,C17orf53,-2.0454273,1.0,-0.49603257,ZNF432,-0.95965356,0.12541974116547072,-2.0340853,CREB3,-0.88865197,3.192467503033914e-05,-4.5498257,TENM4,-3.901486,1.0,-0.077089995,NDST2,-1.912279,0.19669650435806443,-1.9650179,APPL2,-2.2586155,0.00030333003600711297,-4.0651054,EWSR1,-0.22613068,0.0001178388203265468,-4.2752995,CC2D1B,-0.40943605,0.3868248033982856,-1.6583258,TTC37,-0.7910158,1.262427460281895e-18,-9.015343,PTGR2,-24.253796,1.0,-0.5905072,SLC45A4,-4.4533777,1.0,-1.0283697,HNRNPU,-0.13052213,0.914681884907429,-1.1741614,MARCH7,-0.35895678,0.4311775905668042,-1.7770078,MED8,-1.4022104,1.0,-0.9915884
PRRT2,-19.174824,1.0,-0.055020474,MYCBP2,-0.35326955,0.20675805100072533,-1.9370784,KRI1,-1.723717,0.6539355515207281,-1.6004101,C16orf46,-1.224087,1.0,-0.49655312,CD63,-0.04618353,0.1253445358978794,-2.0344038,THUMPD3,-0.6138772,3.189474017151188e-05,-4.550092,TFAP2C,-2.3002906,1.0,-0.077089995,ALDH9A1,-0.33069018,0.19669650435806443,-1.9650391,CREM,-0.3181632,0.00030268261303275116,-4.0656853,CXorf21,-1.8679173,0.00011717988502805785,-4.2766247,LONP2,-0.111763984,0.38667718201629553,-1.6586158,DCTN3,-0.39897773,1.198931351726842e-18,-9.021037,PDK4,-24.575207,1.0,-0.5905072,ZFP36,-0.47859138,1.0,-1.0303268,MAEA,-0.14025743,0.914421614634805,-1.1745849,IPO11,-2.1610756,0.43032838842291476,-1.7780579,TALDO1,-0.6331563,1.0,-0.9915884
ADGRG7,-19.47174,1.0,-0.055020474,RGS18,-2.5352626,0.20672684913344283,-1.937237,TMEM179B,-0.33580264,0.6531686130045852,-1.6011529,CDC7,-4.1804457,1.0,-0.4972318,LSM14A,-0.15753578,0.1251538948323175,-2.0351744,ZFC3H1,-0.26113695,3.1874624251360355e-05,-4.5502944,ZDHHC15,-2.7747757,1.0,-0.077108674,DNM1,-1.8654203,0.19585466619847858,-1.9670722,LCORL,-0.60019565,0.0003015893929826753,-4.0666103,PTRHD1,-1.6163156,0.00011620963141695019,-4.278552,KANSL3,-0.5413539,0.3856836315467356,-1.6599617,CERS6,-1.3159219,1.1962208081182958e-18,-9.021323,TEP1,-0.7751743,1.0,-0.59075326,ZMAT1,-25.431364,1.0,-1.0304971,SMAP1,-0.34270546,0.9142846528299339,-1.1748011,SOCS4,-1.5411135,0.42911476420733663,-1.779644,MAML2,-26.59727,1.0,-0.9916931
AGT,-18.91515,1.0,-0.055020474,AGBL5,-0.45867124,0.20591906038680616,-1.9393,ZPR1,-0.3367561,0.6524708189142339,-1.6018437,POU6F1,-3.8827064,1.0,-0.49740314,MCCC2,-0.28659457,0.12424062635710288,-2.038425,ZRANB1,-0.7067297,3.119933385478134e-05,-4.554867,SYNPO,-4.4103603,1.0,-0.077108674,APOO,-0.73833865,0.1953426384346337,-1.9683766,IPO8,-0.09464892,0.0002977763769743685,-4.0696573,DUSP16,-0.8009253,0.0001138300590051366,-4.2832317,ALPK1,-1.3601252,0.3847754848989796,-1.6612031,MYBBP1A,-1.4626521,1.1664516722759262e-18,-9.024122,SARNP,-0.64924204,1.0,-0.5910239,RNMT,-2.204237,1.0,-1.0311352,CHCHD1,-0.5540605,0.9142846528299339,-1.1748731,AZI2,-0.47456214,0.42911476420733663,-1.7797297,BCL2L1,-0.26805568,1.0,-0.9917978
MYCBPAP,-19.424368,1.0,-0.055020474,TBC1D13,-0.5195676,0.20490472249909278,-1.9415214,IPO8,-0.08967979,0.6521716749372365,-1.6023964,SMG7,-2.0405748,1.0,-0.4974822,MKRN2,-0.31838512,0.12410256400671026,-2.0389557,WDSUB1,-1.1174227,3.119933385478134e-05,-4.554875,PHYHIP,-3.9108465,1.0,-0.07711802,RERE,-0.33837095,0.19528891896758513,-1.9685879,TIPRL,-0.40616572,0.000297596803800025,-4.0698795,POLR2F,-0.4984623,0.00011333405219247962,-4.284279,CDCA7L,-0.6211771,0.3821623479361721,-1.6647997,WASF2,-0.35604617,1.153155445255403e-18,-9.025416,ZNF148,-0.50181353,1.0,-0.59104854,POP4,-1.1284318,1.0,-1.0314331,SAMD8,-0.49052855,0.9142846528299339,-1.1749002,ALG8,-3.0391486,0.42911476420733663,-1.7798154,SLC25A11,-0.36081046,1.0,-0.9923737
RAI2,-18.584211,1.0,-0.055020474,RFX2,-0.52123135,0.2048425012432606,-1.9417458,MAD1L1,-0.27625656,0.6520450183354484,-1.6026555,RNFT2,-0.8085567,1.0,-0.49901754,SFI1,-0.8985167,0.12395128906323943,-2.039531,ZNF622,-0.59912115,3.094389635891389e-05,-4.556733,GJA5,-3.8586447,1.0,-0.07712736,BRD7,-0.25967735,0.19528891896758513,-1.9686513,UQCC2,-1.1745484,0.000297596803800025,-4.0699286,AP3S2,-0.50728446,0.00011292950510952954,-4.28515,RDX,-0.1191065,0.381499979812045,-1.6657395,SIK3,-1.216346,1.1523578654180304e-18,-9.025532,NMNAT1,-1.7128352,1.0,-0.59144217,MVK,-1.381857,1.0,-1.0317309,PARP12,-0.12091709,0.9142846528299339,-1.1749452,UQCRC1,-0.5542486,0.42847944061795207,-1.7807585,SNRPB,-26.514978,1.0,-0.9928449
CACNG8,-19.420301,1.0,-0.055020474,IL27RA,-0.14721742,0.20478550295719236,-1.9419591,PHF19,-1.9424826,0.6520450183354484,-1.6027937,CD244,-23.561888,1.0,-0.49914274,IGF2BP2,-0.9675979,0.12369911790119678,-2.040514,SARS,-1.8979887,2.9722637668762148e-05,-4.5652566,LEAP2,-4.460702,1.0,-0.0771367,GNL1,-0.31538934,0.19462798555325475,-1.9703147,TRIM22,-0.23996632,0.00029690159395740016,-4.0706687,NFIA,-2.0643692,0.00011292950510952954,-4.2852244,HBP1,-0.29980066,0.38143668405193587,-1.6659251,KIFC3,-1.1931705,1.1495508801691125e-18,-9.025838,CETN2,-0.35922116,1.0,-0.5916144,DELE1,-1.0213778,1.0,-1.0319011,TP53INP1,-0.76891255,0.9142846528299339,-1.1752335,SLC35A5,-3.044897,0.4275143917483088,-1.7819372,NDFIP2,-27.861347,1.0,-0.9934208
SEMA3B,-19.202078,1.0,-0.055020474,GTDC1,-0.07522435,0.20478055289878255,-1.9420631,ECE1,-3.9045577,0.6520450183354484,-1.6028973,IL18RAP,-22.90696,1.0,-0.49914274,SCNM1,-0.16307728,0.12369911790119678,-2.0405586,PKN1,-0.31679794,2.958278997080788e-05,-4.5663147,TDRP,-19.105211,1.0,-0.077300176,WDR77,-0.6350255,0.1938683471940436,-1.9721789,FASN,-0.6350502,0.00029670691578113803,-4.0709033,BLVRB,-0.8635687,0.00011109115425947398,-4.2889495,ZBED3,-24.47347,0.3796476908952614,-1.6685008,PIAS2,-0.90418446,1.1215256255614407e-18,-9.028617,LIN7B,-24.34614,1.0,-0.59173745,ANKS1A,-1.1535113,1.0,-1.0319861,AP1B1,-0.09513967,0.9139988549675292,-1.175747,DCTN4,-0.517689,0.4275096887840842,-1.7820873,ACP2,-1.5773431,1.0,-0.9937349
EMX2,-17.77825,1.0,-0.055020474,LRP4,-5.9909625,0.20330853842358948,-1.9457293,MBIP,-0.8837257,0.6509232340747734,-1.6041582,CYB5D2,-0.46223068,1.0,-0.5002036,ID1,-1.1680115,0.12354543785811421,-2.0411673,EXOC1,-0.6961299,2.958278997080788e-05,-4.5663147,NHLH1,-19.876965,1.0,-0.077300176,MAIP1,-0.28308704,0.19377359247031511,-1.9725645,ERCC5,-0.4190916,0.00029536805674392364,-4.072038,CRKL,-0.90684795,0.0001105557436269313,-4.2900987,YTHDF1,-1.7064215,0.37827445671649085,-1.6703454,INTS6,-0.5523465,1.117946158973563e-18,-9.029006,RAB12,-0.30722302,1.0,-0.59225416,ATF2,-0.46863496,1.0,-1.0341561,TSC2,-0.8291339,0.9131619542494666,-1.1764227,RBM22,-1.579299,0.4273651012927007,-1.7823874,PIK3CA,-26.6185,1.0,-0.9939967
VSTM2L,-18.80035,1.0,-0.055020474,GNG5,-0.35389075,0.20324671899108462,-1.9460247,ARHGEF11,-1.1984586,0.6501133617033508,-1.6049354,CYB5D1,-0.75204885,1.0,-0.5002366,SLC2A5,-5.3299155,0.12315737663883387,-2.0425413,GPS2,-0.2329904,2.9453282678975385e-05,-4.5673733,STEAP2,-18.962873,1.0,-0.077300176,MAML3,-0.5047643,0.19300896806293466,-1.974529,MPC2,-0.71579736,0.00029536805674392364,-4.0720754,NFYB,-1.1056257,0.00010893596236414208,-4.293527,KAT7,-0.36363807,0.377498473136606,-1.6714361,CCDC115,-0.8392383,1.0259774718786113e-18,-9.038436,NHLRC3,-0.6915038,1.0,-0.5926478,ZNF708,-2.3382409,1.0,-1.0346665,LYN,-0.07470158,0.9124078154861388,-1.1770444,TMEM179B,-0.782201,0.4273651012927007,-1.7824088,TOR3A,-26.430788,1.0,-0.9939967
EBF3,-18.681517,1.0,-0.055020474,CPOX,-0.61999893,0.20324671899108462,-1.9461013,TSPYL2,-26.146994,0.6501133617033508,-1.6049354,UBE2M,-0.52179015,1.0,-0.5009548,TBC1D23,-0.302043,0.12313467177278724,-2.0426865,FBXO42,-0.7765959,2.921652090477613e-05,-4.569134,TENM3,-18.478893,1.0,-0.077300176,IL12RB1,-3.2611191,0.1926015094732201,-1.9755218,CAND1,-1.5192363,0.00029091308776287147,-4.075739,NCK1,-0.18998301,0.00010892325093713517,-4.293629,MT-CO2,-2.2209346,0.37729969995579665,-1.6719002,ZXDC,-0.9374424,1.0179983859197852e-18,-9.039329,SIGLEC8,-25.472229,1.0,-0.5929677,KLHDC3,-0.7699876,1.0,-1.0347304,ABHD6,-0.79784644,0.9116819270969975,-1.1777741,BAG6,-0.33561206,0.4273651012927007,-1.7825375,NUMB,-0.51788086,1.0,-0.99472964
LRRC73,-18.393972,1.0,-0.055020474,ATXN1L,-0.017247885,0.2021716239284826,-1.9486073,HS2ST1,-0.15127735,0.6501133617033508,-1.6052463,SP4,-0.8613994,1.0,-0.5019168,MAIP1,-0.15576774,0.1228165188715293,-2.0439656,INTS11,-0.5321079,2.8979344223665327e-05,-4.570912,MARK1,-19.57956,1.0,-0.077300176,XPO4,-0.50229806,0.1924049633858733,-1.9760499,FAM168B,-0.44024876,0.0002893840274533072,-4.0770464,TRIM22,-0.17260455,0.00010835703985010963,-4.294862,C1orf52,-0.3622424,0.37611513859227724,-1.6735128,SCNM1,-1.1541823,1.0118496516730521e-18,-9.04003,DAPK2,-2.2412593,1.0,-0.5933613,JTB,-0.7114177,1.0,-1.0354111,WIZ,-0.5678688,0.9116549901306963,-1.1779182,YIPF4,-0.8000745,0.426891743916888,-1.7833304,HDAC2,-26.480583,1.0,-0.9951485
PANO1,-18.366846,1.0,-0.055020474,CISD1,-0.58105314,0.201426472441018,-1.9503802,WDR70,-1.7432203,0.6496438719883526,-1.6057817,CDC42BPA,-0.4505384,1.0,-0.5027471,DEGS1,-0.1208251,0.12276625935023938,-2.0442727,ASNSD1,-0.96832615,2.8899625611742982e-05,-4.571558,LAD1,-19.426786,1.0,-0.077300176,YTHDF3,-0.25366986,0.19235428734589785,-1.976277,ACAT1,-2.0509157,0.00028829045418779606,-4.0780087,FYCO1,-2.3152535,0.00010762261921408351,-4.2964463,TK2,-0.30079713,0.3759613599227977,-1.6738144,WBP2,-0.108351916,1.0016978876285677e-18,-9.041171,SDCCAG8,-0.27493763,1.0,-0.59350896,TRIM26,-0.98398846,1.0,-1.0356665,USP11,-0.45929557,0.9116549901306963,-1.1779453,SMAP2,-0.48262146,0.42688718390045877,-1.7834804,PI4K2B,-26.580671,1.0,-0.9951485
