C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score,C21_names,C21_logfold,C21_pvals_adj,C21_z_score,C22_names,C22_logfold,C22_pvals_adj,C22_z_score,C23_names,C23_logfold,C23_pvals_adj,C23_z_score
JDP2,2.0733056,0.0,55.705795,NCF2,1.4885929,0.0,46.908886,KIF22,2.3890247,7.764997940903774e-142,25.572977,CENPM,2.8402517,0.0,43.278095,FOS,1.0216497,7.465527690574585e-67,17.457747,TNFRSF1B,2.3333275,0.0,41.42248,DDHD1,1.6116223,9.171565043995903e-218,31.665321,DLGAP5,2.9221704,0.0,37.915836,ACSL4,2.062938,1.614134010915654e-156,26.852224,TIMP1,2.5339332,0.0,58.022316,FST,3.9800522,1.408013074730194e-108,22.380093,FXYD5,0.84323305,4.5617285420553843e-73,18.322998,GM2A,1.5687684,3.668238555032977e-121,23.616697,TIMP2,1.827579,0.0,54.046677,LAMP1,0.710814,1.0705879083120269e-15,8.422396,PNRC1,1.3183898,5.513141808724032e-173,28.238844,IL1B,2.6371584,0.0,58.579136,TCF19,2.5558076,2.1267303962529277e-59,16.592623,SDC2,5.9101624,1.8253555989125654e-07,6.1434283,PDGFB,6.9213223,2.8648460864545154e-28,11.506745,CBFA2T3,4.1822443,4.8278180969425095e-12,7.6098886,PLS3,9.140633,4.027498900058776e-195,29.98506,LTBP3,2.856945,6.152875697076224e-26,10.846042,PRRC2C,2.1137576,0.00010780009473358802,4.629445
NOLC1,2.4764814,0.0,55.247814,FOS,1.8634322,0.0,46.79986,CLEC5A,1.8980635,2.3909393049062036e-140,25.438265,UGCG,1.8327643,0.0,43.068535,NCF4,0.9773865,5.342064076390432e-65,17.209791,MAP2K3,1.6143622,0.0,41.38979,IL1R1,1.6770276,3.1134058930222686e-211,31.18661,SMC4,1.821581,0.0,37.781384,TIMP1,2.056014,8.403993793761393e-156,26.790379,NDFIP2,3.6317828,0.0,57.59006,ZNRF1,3.2925775,2.08158471588356e-108,22.362091,CXCR4,1.4785331,6.195207403397185e-71,18.050787,ARF1,1.3533301,1.7005526948832777e-120,23.55112,MMP2,2.662228,0.0,54.0167,CTSC,0.8515207,1.549401373732794e-15,8.37693,SOCS3,1.7520872,7.9898930339907115e-168,27.814808,INHBA,2.9680862,0.0,58.574455,REEP3,1.8025621,2.4994653410312992e-58,16.443094,JAML,1.7722597,2.0500663547745342e-07,6.1229916,EMD,2.44298,4.467653250982333e-28,11.467235,LXN,3.4654524,4.8278180969425095e-12,7.609572,LAMA4,9.775347,1.3625181128403408e-193,29.867043,SLC43A2,2.3079937,1.520829205379393e-25,10.760317,IL2RG,1.3331299,0.00012358399026908288,4.595716
ITGA4,2.2916186,0.0,55.069923,ACTG1,1.4466722,0.0,46.22097,BIRC5,2.7834692,2.713809418890597e-139,25.342194,LMNB2,2.131102,0.0,42.774876,PFN1,0.4142604,7.419144259882995e-65,17.1906,BCL6,2.532258,0.0,41.35114,KDM6B,1.2111018,4.5529193816103214e-210,31.10022,KIF22,2.2782438,3.6245251379809346e-308,37.673233,CALM3,1.6960723,1.183100148944489e-155,26.777216,DDIT4,3.083895,0.0,57.32857,ABCC4,2.7664022,2.6674808904313154e-107,22.24686,IL10RA,1.9844472,1.6202287390099638e-70,17.996645,LY96,1.8111432,8.099008251451843e-120,23.484549,MRC1,2.6736681,0.0,53.84873,HSD17B4,1.1377274,2.0461787268622725e-15,8.34338,CD83,1.6515115,2.4461499691525565e-167,27.774054,MAN2B1,1.8185498,0.0,58.54277,CENPF,3.0720947,3.4139515795114815e-58,16.423304,IL2RG,1.2003375,2.115429423960946e-07,6.1141014,ECE1,3.904102,6.197840721081593e-28,11.437761,FN3K,4.6063876,4.938388857894214e-12,7.605395,CAVIN1,4.298649,1.0380364942433124e-192,29.798578,PLPP3,1.482464,2.193709633402616e-25,10.725921,TRBC1,12.382583,0.00013394687707847625,4.575609
MCM3,2.6937175,0.0,55.053345,GTPBP1,2.050174,0.0,46.11516,AFF2,2.0657291,2.9219094977520405e-139,25.338745,SERPINB10,2.117794,0.0,42.763515,P2RY2,1.8278298,5.358935209197979e-63,16.937878,NOP10,1.5926946,0.0,41.340195,PPARG,1.3094712,1.43753272443612e-209,31.062931,CDA,1.7762915,3.258470053949318e-306,37.553326,GPR65,2.68548,2.099869625733191e-155,26.755402,GRAP2,4.5113683,0.0,56.025417,HSPG2,4.359707,6.41136264334456e-106,22.103222,LGALS1,1.2811028,5.258414192775987e-67,17.53747,NUS1,1.5585444,1.5728775625557063e-119,23.455996,SOAT1,2.5300827,0.0,53.37501,RHOA,0.81881833,2.452277586570139e-15,8.321583,CCL4L2,2.138263,3.0554240200942086e-167,27.765358,LY96,2.2419817,0.0,58.48067,ZWINT,2.2413955,2.7085787319469756e-57,16.296297,SLC15A3,1.5787958,2.173066514798678e-07,6.107901,ASAP2,7.4273334,8.075587204921878e-28,11.41368,NFIA,3.5935235,4.961730111168087e-12,7.6035476,PLOD2,7.39388,4.089392998502507e-191,29.673786,STX4,2.0806184,2.384048343909696e-25,10.717645,LTB,3.230498,0.00018912278008471165,4.490929
DKC1,2.0605173,0.0,54.342144,SLA,1.8208811,0.0,46.018955,CD24,2.1049926,1.3122588110389733e-138,25.278957,SMC4,1.9659503,0.0,42.71624,SLC29A1,1.363007,3.361508496101018e-62,16.828396,CEBPB,1.8576248,0.0,41.309208,LRPAP1,0.7737188,1.306098039063252e-208,30.990892,CKAP2,2.1744766,3.112584985286711e-303,37.3699,CTSG,3.0634327,3.2902157625950964e-155,26.738232,SLC7A5,2.644112,0.0,55.947224,KREMEN1,3.59312,1.1740953752838832e-105,22.075348,LPCAT2,1.3640746,8.288239446929194e-66,17.377829,SEC31A,1.7288347,6.5355246083054e-119,23.39466,LGALS3BP,3.6341002,0.0,53.34401,CYP27A1,1.5610493,1.0993680305624334e-14,8.1324415,ANXA5,1.5350654,3.0554240200942086e-167,27.764982,APOE,2.685892,0.0,58.449745,KIF23,2.9893675,5.953527096397853e-57,16.247208,CRIP1,2.4299853,2.54299228185386e-07,6.0808578,MAST4,4.410179,8.944017377753707e-28,11.403714,TPM1,2.4789867,4.986732054115327e-12,7.6004558,NNMT,6.2610164,4.169114413498319e-190,29.595072,TTC39B,2.780256,2.7396549766183845e-25,10.704196,RCAN3,4.150917,0.0002451239181659764,4.4262104
CDT1,3.0143604,0.0,54.336094,PLAC8,1.9633349,0.0,45.98436,VAMP8,1.3796961,4.093824691152684e-138,25.233458,BASP1,1.6024736,0.0,42.696884,RIN3,0.8862265,3.5240063045651933e-59,16.40717,TPP1,1.142904,0.0,41.286594,TRIM25,1.193679,6.754793665911892e-203,30.562904,LBR,1.5868278,1.4043964837793603e-302,37.329205,TACC3,2.3659043,2.4190296168520913e-154,26.66322,AHNAK,2.474269,0.0,55.876564,ITK,3.8650606,1.596545164198954e-105,22.060915,MYO1G,1.6394476,2.5916941532287318e-65,17.311028,JAKMIP2,2.075903,2.7600531250944454e-118,23.332796,CAPG,1.880364,0.0,53.23417,B2M,0.38540468,1.2982208280991878e-14,8.111744,IFI30,1.8550495,7.292598565712303e-167,27.733147,IGSF6,2.295555,0.0,58.142403,FXYD6,2.2280421,6.927795210061893e-57,16.237055,ATP1B1,2.9988286,2.5589942474577385e-07,6.0779767,MPP1,1.9536031,1.017297506449927e-27,11.391434,NAE1,2.7116342,6.078937798721816e-12,7.573578,BGN,8.492961,2.955652089935754e-187,29.372253,FABP3,2.200184,7.69138671463431e-25,10.604867,HNRNPC,1.3597295,0.0002451239181659764,4.426041
TRA2B,1.5792891,0.0,54.30811,INPP5A,1.9355888,0.0,45.7181,H1FX,1.6746168,5.933552691052049e-138,25.21825,CENPP,2.3271964,0.0,42.637066,IPO11,2.3975646,6.895927013271019e-59,16.366005,LTB,3.201651,0.0,41.230343,TNFRSF14,1.8994102,7.652782425361937e-202,30.483143,LMNB1,1.7214322,1.5593625791008083e-301,37.264336,RASSF5,1.6028128,2.4046841738477136e-151,26.402674,SH3BGRL3,1.4424118,0.0,54.40518,CTTNBP2,3.1510558,9.063673210569787e-105,21.981693,IFITM2,1.7804759,7.762029567083806e-65,17.24733,TULP4,2.3744102,6.783667841263033e-118,23.293978,FBP1,3.0107455,0.0,53.1133,NUCB1,0.74430597,1.3177791930346776e-14,8.109753,CCL4,2.1849556,1.3717826531841525e-166,27.709866,MARCO,3.0668287,0.0,57.721157,GRN,1.382575,1.6440690839168296e-56,16.183094,UCP2,1.3652041,2.6940532822664624e-07,6.0678644,CNST,3.4322379,1.1418330376182187e-27,11.380311,ATP5IF1,2.337172,7.780991138648078e-12,7.5390663,CCND1,6.5272174,3.109740955860372e-185,29.213045,STK10,1.6405247,2.101115803419836e-24,10.507883,SMAP2,2.5909405,0.00028720106271609144,4.3850713
FBL,2.28038,0.0,54.169365,PADI2,1.4884559,0.0,45.43843,LRG1,1.8849281,2.3377953567244368e-135,24.979494,FBXO5,3.2186487,0.0,42.613472,LPGAT1,1.5866863,1.3003814581415338e-58,16.32693,EVI2A,1.8758525,0.0,41.21301,JAML,1.5244063,2.2916774570847927e-201,30.44655,CD177,2.8140674,2.7775207840832752e-297,37.00057,NUSAP1,2.4683523,1.5643937581517728e-147,26.068085,ENPP3,4.2149024,0.0,54.3719,GOLIM4,2.020949,1.5200909050155103e-104,21.957682,CCNI,0.9677018,3.113398526962933e-64,17.165613,EMP3,1.2196648,1.4828866670303012e-113,22.859003,TXNRD1,1.9536667,0.0,52.95493,SPI1,0.6399886,2.4983197034222124e-14,8.02767,CYP1B1,2.0132353,1.5840172597984577e-166,27.704168,SORT1,2.088564,0.0,57.6401,AGPS,1.3255022,2.3481193490176025e-56,16.160297,TIMP2,1.2449673,2.7609485092483234e-07,6.0620856,RGS6,11.563468,1.5474299572545397e-27,11.352726,ST8SIA6,5.065046,7.78332462615598e-12,7.5378466,RCN3,5.837585,4.7012063368062224e-185,29.19847,TXNRD1,1.2455015,4.489243440313591e-24,10.434347,CAMK4,10.928095,0.0003287204458776583,4.348789
YWHAH,1.7470129,0.0,54.05318,THEMIS2,1.5127363,0.0,45.305004,CDC20,3.9742403,2.1118729892614402e-134,24.890366,GSTP1,1.8096062,0.0,42.147602,HVCN1,1.8420259,1.3086098847713147e-58,16.326475,AKIRIN2,1.5847706,0.0,40.925686,HSD17B4,1.0492698,1.1088539811753926e-195,30.01309,TRGC2,1.6595374,3.9263641994796416e-297,36.99085,CENPE,2.8486054,2.7716054863958856e-147,26.045774,PRDX6,2.353411,0.0,54.31355,CAVIN2,4.4190087,7.501935721550334e-104,21.884487,B2M,0.56003094,6.704963409435656e-64,17.120186,AKR1B1,2.1258435,3.837894660535272e-112,22.715603,MMP14,2.8782365,0.0,52.804695,C1QC,2.5481362,1.0816111192033833e-13,7.8377213,GLIPR1,1.8744725,4.719473788342385e-164,27.49753,CTSL,2.255662,0.0,57.59896,TK1,2.37192,5.171103362195381e-56,16.110727,PLD3,1.5137522,2.989425946261658e-07,6.047321,PDE5A,8.789499,2.7244862549326975e-27,11.302131,MBOAT2,2.2625458,1.1686796403653995e-11,7.4811397,PFN2,6.819616,7.582902545831133e-185,29.181675,EHBP1L1,1.1666015,7.281387920941989e-24,10.386412,ITK,3.3367643,0.0003533657910159626,4.3300014
PA2G4,2.133485,0.0,53.843716,IL18RAP,2.6605916,0.0,45.2697,DEFA4,3.0756733,1.1438028298299421e-133,24.822018,POLE,2.302504,0.0,42.141327,MBOAT1,2.8995757,3.513161067822498e-58,16.265617,MGAT1,1.617195,0.0,40.89783,GLUL,0.7708764,5.505233402809213e-195,29.959406,KIFC1,2.4869485,4.776072114423114e-297,36.985195,C11orf24,2.4709988,3.4553391705707686e-147,26.03693,PTGS2,3.2452357,0.0,53.98315,BMP2K,2.6548831,1.095774437575711e-103,21.866177,ANXA1,0.90740436,2.395635169635399e-62,16.908098,GRN,1.1041492,5.554988273264847e-111,22.596994,GPRIN3,3.0406287,0.0,52.753662,NPC2,0.57774234,1.294968670601547e-13,7.813444,ATP13A3,1.8124559,8.734711130074702e-163,27.390837,RAB10,1.4329928,0.0,57.35,DLGAP5,3.294076,1.1444977764354409e-55,16.060707,SCIMP,3.7087328,3.080179563586163e-07,6.0390606,CA2,5.2799425,4.621441229603491e-27,11.254608,DRAP1,1.4352155,1.2782974219142927e-11,7.468201,IFI27,4.4475946,1.4654238478593367e-183,29.079702,ATP2B1,1.5018094,1.1070053085528399e-23,10.345694,ISG20,3.0257595,0.00036616474441569785,4.3204317
NOP16,2.6251261,0.0,53.571793,MAPK14,1.6124558,0.0,44.97124,ATP8A1,2.071371,5.628198376002353e-133,24.757355,USP1,1.918146,0.0,42.118782,GATA1,2.444811,1.5927227595934592e-56,16.026922,CTSA,1.255722,0.0,40.34196,TNFAIP3,1.2576112,6.953340894542864e-194,29.87412,CCND3,1.5211519,9.347848176125296e-291,36.59133,KIF23,3.22112,7.077972160974571e-145,25.831627,GALNT6,4.031818,0.0,53.860924,ADAM12,3.1317625,1.461925395050009e-103,21.852512,NDFIP2,2.538606,2.4609856339925813e-62,16.906313,TIMP2,1.0886079,1.3743216944392263e-109,22.454256,FUCA1,2.4891202,0.0,52.70465,VASP,0.6675233,1.7808016975982252e-13,7.7715893,AIF1,1.4903464,3.8468697693145667e-162,27.336231,VIM,1.6787953,0.0,57.015514,TIMP2,1.3231487,1.6693222959740463e-55,16.036467,SERPING1,3.1867323,4.0288411215070903e-07,5.99031,PARVB,3.6850784,9.982433456515797e-27,11.18548,UBE2V1,1.9644084,1.341673927323736e-11,7.4606886,CAV2,7.980564,2.5265873588254144e-182,28.981312,KIF1B,1.6882517,4.5196189138167727e-23,10.205962,P2RY10,5.120772,0.0003790124463412539,4.3115335
GFI1,2.6567838,0.0,53.373447,MEGF9,1.9834616,0.0,44.929596,PRTN3,2.407101,6.469558446304307e-133,24.751253,SPN,1.552305,0.0,41.961357,ADGRG5,3.7325594,2.2681738866551535e-55,15.8591385,LCP1,0.8599063,0.0,40.011772,CEBPB,1.3389714,6.33017288286199e-193,29.799284,CEACAM1,2.1168427,1.9895386001538716e-287,36.381104,NSMCE1,2.0737472,9.538543580960118e-145,25.819326,CALB2,5.1829348,0.0,53.75477,GCSAML,2.9080865,6.590449351119635e-103,21.783136,MMP25,3.50144,5.739688509139568e-62,16.855728,SQSTM1,1.1260558,2.7244322393191685e-109,22.422956,PLA2G7,2.5645425,0.0,52.70002,ECH1,1.1435368,1.8704939570266437e-13,7.7648816,MMP19,3.7721713,6.244151748938998e-160,27.149168,TXNRD1,1.7284024,0.0,56.73526,TCN2,2.028866,1.684035399918867e-55,16.03512,CYP1B1,1.739219,6.109575159442343e-07,5.920488,CLU,2.7323737,1.0436616233904667e-26,11.180519,SLC25A37,2.6538823,1.402954705444704e-11,7.4536705,EHD2,6.9911404,7.632219596996259e-182,28.942345,MS4A7,1.9663167,4.741578170964076e-23,10.201048,SARAF,1.82888,0.00039173346597574086,4.302369
GYPC,2.737583,0.0,53.292427,EIF4E3,2.0983055,0.0,44.77093,SMC4,1.8236656,8.252956228909298e-133,24.740868,SRPK1,1.6058826,0.0,41.827126,RNASE3,2.6083932,9.337670984694256e-55,15.768786,CSF2RB,1.3521464,0.0,39.859375,CLCN7,1.0174556,2.4607567705356113e-192,29.753445,HJURP,2.4511254,2.2731588915082714e-287,36.377087,AKAP12,2.9401803,4.4904291282480243e-144,25.758966,TNFSF10,2.812208,0.0,53.495537,RGS10,2.4730513,9.508239917026418e-103,21.765842,EGR3,1.8111064,5.957237409615463e-62,16.853333,PGRMC2,1.720673,8.308657915699953e-108,22.26919,TGM2,3.017572,0.0,52.640343,CYB5R3,1.0513238,2.409751316340537e-13,7.730632,CDKN1A,1.8830607,2.665943515901222e-159,27.095236,ADAM10,1.692502,0.0,56.70902,TUBB,1.8679154,2.0280283131059036e-55,16.022776,PLXNB2,2.9469583,6.503595890400238e-07,5.9067693,KIF2A,3.6088905,3.0552950746739275e-26,11.083782,MT1X,2.7537909,1.4772715565791802e-11,7.445738,DSTN,3.35927,5.133131164540181e-180,28.795916,TCTEX1D2,3.1329381,6.040912428787729e-23,10.176337,RASGRF2,7.6630387,0.00041329704525153215,4.288783
DDX21,1.7287399,0.0,53.279133,TMEM45B,2.2534428,0.0,44.68364,PDE4D,1.7138003,8.252956228909298e-133,24.740482,CSTA,1.5609424,0.0,41.759815,ITGA4,1.7821615,1.0564063872071559e-54,15.760925,IL3RA,1.7812415,0.0,39.77244,FCGRT,1.4231144,4.642192915245916e-186,29.263725,BIRC5,2.5164297,1.2201572708348055e-283,36.139366,LIF,2.7903063,1.4258418699239055e-143,25.713766,TDRD3,2.6924725,0.0,53.334618,STRIP2,3.8726661,2.0329929977393448e-102,21.730482,BTK,2.2406285,7.875358596363985e-62,16.836233,DDHD1,1.666263,2.3850191817563797e-107,22.221601,FMNL2,2.809311,0.0,52.567463,BRI3,0.8132235,2.452649113380785e-13,7.728069,MS4A6A,3.55804,2.547142830739981e-158,27.011438,AQP9,2.2120786,0.0,56.684784,RCAN1,2.314133,2.5020383349820357e-55,16.00893,PLEKHO1,2.9991438,6.832270427788762e-07,5.8969455,STOM,2.7798376,3.5556364749300983e-26,11.069199,SPTB,4.711797,1.505041286196607e-11,7.4421644,SYNPO,10.044319,2.20542864995817e-179,28.744902,ZEB2,0.9789644,6.292300842674342e-23,10.172239,RNF125,3.2659953,0.0004483512765478061,4.2675633
C19orf48,2.7052932,0.0,53.097885,LBR,1.5787842,0.0,44.305763,FAM107B,1.2826612,2.7392201380163634e-131,24.597355,HMGB2,1.729605,0.0,41.426125,RNF168,1.422592,1.0689809536060777e-51,15.312269,CSF2RA,1.4222126,0.0,39.678875,CD69,1.2912858,1.3430532980936277e-185,29.227152,PDE4D,1.5948038,1.1288403532398357e-281,36.01363,NFATC3,2.1996336,1.7446709878029242e-143,25.705557,ZNF331,3.372051,0.0,52.95468,RAPGEF2,2.4082558,6.7486802339945575e-102,21.674828,GLO1,2.6624954,1.0112500822983308e-60,16.682344,PXDC1,2.8805823,2.4346850580290804e-107,22.220398,ADA2,2.8013232,0.0,52.50908,ITGB2,1.0664356,3.923837606236897e-13,7.664239,LPXN,1.5948757,4.985025455333805e-156,26.81517,ATP6V1B2,1.7509587,0.0,56.54621,ADTRP,2.132865,4.6579925886819356e-55,15.969438,NCSTN,1.2981514,7.544598287571848e-07,5.8788724,SEPTIN5,3.1936994,3.872617098067507e-26,11.060552,U2SURP,2.0711577,1.7414790626553542e-11,7.4217625,CCN2,8.391369,2.0205895408371296e-178,28.667429,DDX5,0.50294185,6.835352395990586e-23,10.16379,ARHGAP15,1.356342,0.0004800768569226016,4.2497673
FAH,1.8052126,0.0,53.078598,ITGB2,1.4220394,0.0,44.254326,HDGF,1.6549178,1.0125094435782898e-128,24.355742,JDP2,1.937363,0.0,41.41749,ACSM3,3.53832,9.518928748436409e-51,15.167478,CTSD,1.5615648,0.0,38.78958,P2RX4,1.1752185,2.396223267191604e-184,29.128222,ANLN,2.5047045,4.314736882825807e-280,35.91206,SFXN1,2.1396205,2.989835470820088e-143,25.684256,FOXP1,2.4359143,0.0,52.330395,OXCT1,3.2950215,1.0729449994467434e-101,21.652988,CD52,1.1493256,6.029227759626399e-59,16.432997,P2RX7,3.264987,1.414393974737085e-105,22.036375,ANXA5,1.9577818,0.0,52.43355,APOC1,3.2520206,6.867328166895196e-13,7.587913,NFKB2,1.6294194,6.298985274232998e-156,26.80598,LGALS3,1.9894507,0.0,56.536335,C1QB,3.5852818,5.441368964943976e-55,15.958973,WARS,1.7086762,8.121162142323991e-07,5.8600945,CTR9,3.6338634,5.452855236596482e-26,11.028144,CENPU,2.9529908,2.1137178519992643e-11,7.3938723,EXT1,4.275289,2.224520632275181e-178,28.663681,IL1A,1.5438079,1.9423083260293399e-22,10.058317,SLC38A1,2.406696,0.00048753530143430974,4.2446494
MCM4,2.5452213,0.0,53.015408,PSTPIP1,1.8033589,0.0,43.434784,S100A8,2.746376,2.355299646043437e-128,24.32066,GMNN,2.2942936,0.0,41.329254,KLF10,0.89199436,4.673827892675411e-50,15.061645,SIGLEC5,1.8673387,0.0,38.748974,GLIPR1,1.5716374,3.6115930282618315e-183,29.034191,RFLNB,1.5992143,2.0242081424644572e-279,35.86869,CEP55,2.5608377,9.97878356130243e-139,25.273935,S100A4,2.1382005,0.0,51.97429,FAM102A,2.9346108,5.4707474047995225e-101,21.577307,GNAQ,1.1103882,1.6983957236495302e-58,16.369177,TTC3,1.9561217,1.5412956874205639e-105,22.032211,ACE,2.4203594,0.0,52.036037,NUPR1,1.8467257,1.0135461833045212e-12,7.535631,ZNF267,1.7178344,2.382165165870477e-155,26.75591,B2M,0.92145634,0.0,56.49032,COLGALT1,1.439691,6.783589299160185e-55,15.9444475,FAM20C,2.4659667,8.466843103511427e-07,5.851562,NFIB,6.7864184,5.452855236596482e-26,11.027862,BRIX1,2.4370801,2.998638487166707e-11,7.34508,UCHL1,6.3978333,3.6945253797686367e-177,28.565208,FBP1,1.6069468,3.537111919646641e-22,9.997003,CIRBP,1.571835,0.0005015542685951717,4.2377357
SRPK1,1.6023315,0.0,52.810875,NADK,1.6684155,0.0,43.250557,ROGDI,1.8829254,2.055077332803738e-126,24.136076,TPX2,2.127305,0.0,41.31178,FNDC3B,0.5541526,3.706262078916581e-47,14.60853,NFIL3,1.523558,0.0,38.71559,CTSD,1.0267661,8.584271000000686e-183,29.003832,MSRB1,1.683176,2.2710315283091483e-275,35.607628,TOP2A,3.0643988,1.1238010008592311e-138,25.268888,AKAP13,1.9371219,0.0,51.961254,S100A10,2.2318246,3.3002205124423257e-100,21.493559,MYH9,0.98628664,2.0182313980480378e-58,16.358135,SCYL1,2.0978196,4.896768345163684e-105,21.979517,ATP6V0D2,4.032866,0.0,52.019363,EIF4A1,1.0234476,2.7244717583206152e-12,7.3988066,ETS2,1.8375093,1.2196398256736491e-154,26.694424,TMBIM1,1.5882556,0.0,56.183342,CTSA,1.2430122,1.9157711726646803e-54,15.878705,LCP1,0.7201116,9.726676380137435e-07,5.8221498,LRRC8B,4.04307,5.959405528584857e-26,11.017953,GSTM3,3.5642247,3.372569809733135e-11,7.328269,TM4SF1,7.1879597,5.59498097308291e-177,28.550303,DDHD1,1.6584247,4.303531165494557e-22,9.976941,PDE4D,1.8398427,0.0005638367266608107,4.207793
CLEC5A,1.8741997,0.0,52.790943,AGTPBP1,1.5841632,0.0,43.229996,TENT5A,2.1470633,2.988855586274471e-126,24.12013,CKAP2L,2.2671611,0.0,41.04723,HNRNPLL,1.5405743,9.17455072108762e-47,14.545406,CCL3L1,2.800734,0.0,38.290466,CSF3R,1.1549253,2.035411216419094e-182,28.973808,CENPF,2.5031624,1.7512478611947728e-273,35.485153,KIF11,2.8728755,1.6225680728890498e-138,25.25368,TRIB2,3.6716084,0.0,51.81541,YWHAZ,1.335614,8.969126572413255e-100,21.446619,SLC44A1,1.6121911,4.1563257143028205e-57,16.170376,SOAT1,1.9263337,1.5832634841652916e-104,21.925362,SCARB1,2.3907735,0.0,51.780685,USF2,1.0378357,4.1416318161673854e-12,7.3392177,PLBD2,1.8393319,4.020869927211524e-154,26.648846,UBL3,2.2363389,0.0,56.167786,NCAPG,2.5938447,2.0260259549614128e-54,15.874452,CD68,1.431096,1.0260414104194728e-06,5.811675,TRIM58,6.860837,9.930565591046377e-26,10.970938,NMNAT3,6.4731984,3.797486546550789e-11,7.3112755,MMP14,3.4851313,6.695346423632936e-177,28.543634,SPI1,0.47730762,1.1161424323286077e-21,9.878492,BICDL1,7.44392,0.0009101733536988956,4.0799656
SRSF7,2.0135741,0.0,52.72613,TRIB3,1.7145281,0.0,43.134827,MBOAT2,1.795687,1.476741896368071e-125,24.053476,MCM2,2.199576,0.0,40.940914,CSF2RB,0.9089227,7.56163691288059e-46,14.3988,ITGAX,1.7540815,0.0,38.282894,PPP1R15B,0.8943925,2.2633600563780658e-182,28.969873,SHCBP1,2.246825,4.565335792196228e-272,35.392567,LEO1,2.4200497,1.0622170685825453e-137,25.17894,MFAP3L,4.645245,0.0,51.726715,DUSP4,2.9752405,1.1395540749336664e-99,21.435009,ADAM8,2.326406,1.1966580859052204e-56,16.104574,BCL2A1,1.1338855,2.445975034477792e-104,21.905289,LYZ,2.5968573,0.0,51.721985,RAB5C,1.2924727,5.571407457608765e-12,7.297707,PILRA,1.8086182,1.8564319344452806e-152,26.5044,TRPV2,2.3434846,0.0,56.141552,SPAG5,2.6203198,3.414374900603069e-54,15.840934,PLBD1,3.8381996,1.4064738159038983e-06,5.757119,TMBIM1,1.9390516,2.608321388401528e-25,10.882341,TUBB,2.1472707,4.063294071129275e-11,7.3010497,NT5E,5.8226614,3.7595195017658124e-176,28.482811,THBD,1.5768445,1.6164389519928928e-21,9.839636,CNOT6L,2.6690886,0.000974109751369376,4.0622964
LRG1,1.9115316,0.0,52.38222,TRGC2,1.6615853,0.0,43.131245,KNSTRN,2.7922423,3.3997784170748493e-125,24.018404,CORO1A,1.7154427,0.0,40.866104,ENTPD7,1.8770868,9.273169195662093e-46,14.384525,TNFRSF14,2.174741,0.0,38.03543,STEAP4,2.0195549,1.4480936287398485e-181,28.90554,RRM2,1.810328,2.045080882785056e-269,35.21948,LGALS8,1.8820211,3.189510174132981e-135,24.951365,LIF,3.334456,0.0,51.4769,SH3BGRL3,1.5350013,1.0319249468276436e-97,21.223286,SH3BGRL3,0.84351134,5.984411604662187e-56,16.002815,UFM1,1.6212311,4.611072643228595e-103,21.769516,THBD,2.6364698,0.0,51.586964,PSMA7,0.9400967,7.077215510008289e-12,7.2637434,SERPINA1,1.4554993,2.390650908629511e-152,26.494423,HEXB,1.794222,0.0,56.139095,NDC80,2.8160627,4.7744171699021497e-54,15.81911,SNX2,1.5849087,1.426586694973677e-06,5.753192,PBX1,4.511456,2.8468938556616675e-25,10.873426,S100A6,1.5982131,4.063294071129275e-11,7.300062,HYAL2,4.47084,4.271333918554394e-176,28.477955,APLP2,1.1199422,2.3788206947493988e-21,9.799152,DGKA,2.9061904,0.0010362768935613885,4.0455103
