C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score
BPIFB6,0.0,1.0,0.0,CRB3,-18.92855,1.0,-0.05014876,RDM1,-20.886372,1.0,-0.062191423,FGF21,0.0,1.0,0.0,GFRA4,0.0,1.0,0.0,PRLR,-20.623335,1.0,-0.021129148,ST6GALNAC1,-19.954762,1.0,-0.0296482,BLK,-22.136166,1.0,-0.055601787,EFL1,0.09086136,2.3045848316630863e-54,15.5919485,UNC13A,-20.972754,1.0,-0.16526657,KLHL10,-19.18761,1.0,-0.06997045,ADAM20,-20.413218,1.0,-0.07219074,ODF3L2,-19.277351,1.0,-0.03644936,NEFL,-20.304039,1.0,-0.013132052
KIR3DL3,0.0,1.0,0.0,EPO,-18.936062,1.0,-0.05014876,UCN2,-20.162756,1.0,-0.062191423,PGLYRP3,0.0,1.0,0.0,KRTAP5-1,0.0,1.0,0.0,CELF5,-18.950584,1.0,-0.021129148,NLRP6,-20.07927,1.0,-0.0296482,TIFAB,-21.740576,1.0,-0.055601787,ZNF420,1.7903118,2.31303956151247e-54,15.591704,KCNRG,0.42669508,1.0,-0.16579024,TAS1R1,-19.384846,1.0,-0.06997045,ANKRD7,-19.670143,1.0,-0.07219074,PAQR6,1.4653716,1.0,-0.03679545,SCN3A,-20.593779,1.0,-0.013132052
DCAF4L2,0.0,1.0,0.0,DAB1,-18.9311,1.0,-0.05014876,TTC39A,-20.975153,1.0,-0.062191423,SMIM31,0.0,1.0,0.0,GPR33,0.0,1.0,0.0,OR8A1,-20.481369,1.0,-0.021129148,SH2D5,2.0435867,1.0,-0.030725447,RYR3,-21.53426,1.0,-0.055601787,CHCHD7,-0.2282575,2.3144639861886272e-54,15.591656,DAW1,-20.172863,1.0,-0.16652815,CATSPER3,-19.649794,1.0,-0.06997045,TAS2R4,-2.1797316,1.0,-0.07273802,GHRL,-20.366272,1.0,-0.037259348,BRICD5,-19.881577,1.0,-0.013132052
CD164L2,0.0,1.0,0.0,THSD8,-19.437216,1.0,-0.05014876,NIPAL1,-20.133106,1.0,-0.062191423,SPACA4,0.0,1.0,0.0,MUC5B,0.0,1.0,0.0,CLCA2,-20.269909,1.0,-0.021129148,PDZK1,1.5661108,1.0,-0.030751184,UBASH3A,-21.93608,1.0,-0.055601787,CEP250,0.39974216,2.633965933502356e-54,15.583384,ADAMTS15,-20.647896,1.0,-0.16652815,TCTE3,1.0546046,1.0,-0.069977395,C16orf86,0.7677883,1.0,-0.072958186,LIPH,-19.696348,1.0,-0.037259348,FAM166B,-18.233711,1.0,-0.013132052
TRHR,0.0,1.0,0.0,KCNK13,0.85135496,1.0,-0.050352734,GZMM,-22.24686,1.0,-0.062191423,GPR149,0.0,1.0,0.0,MUC2,0.0,1.0,0.0,IGSF3,-20.315714,1.0,-0.021578705,DUOXA2,0.41443837,1.0,-0.03078795,UBE2QL1,-2.5867546,1.0,-0.05632396,IPPK,0.8653192,2.745568741022002e-54,15.580721,C11orf21,-22.779427,1.0,-0.16652815,TLR9,0.519438,1.0,-0.07040776,TMEM132B,-19.502512,1.0,-0.073140614,GPR4,-19.737167,1.0,-0.037259348,OR10A6,-18.517736,1.0,-0.013132052
GNAT1,0.0,1.0,0.0,INAVA,0.6814907,1.0,-0.050397705,ITM2A,0.32264096,1.0,-0.062221702,SSU72P8,0.0,1.0,0.0,PRAMEF12,0.0,1.0,0.0,UNC5CL,-20.556545,1.0,-0.021578705,PALM3,0.71564186,1.0,-0.03078795,INHBE,-2.6756976,1.0,-0.05661507,SDSL,0.25745663,2.798504427857063e-54,15.579491,NOXA1,-21.566387,1.0,-0.16652815,CCDC142,2.3224573,1.0,-0.0704633,HEYL,-20.483337,1.0,-0.073140614,POU3F3,-19.048418,1.0,-0.037259348,GPT,-20.130814,1.0,-0.013132052
SOX14,0.0,1.0,0.0,TMEM61,1.6117553,1.0,-0.051619943,DNHD1,1.2770076,1.0,-0.06225804,SPINK5,0.0,1.0,0.0,DEFB128,0.0,1.0,0.0,MESP1,-19.845491,1.0,-0.021578705,FBXL22,-0.3770384,1.0,-0.030883541,PROX1,-19.409435,1.0,-0.056671053,FASTKD2,-0.14559448,3.5606237687325207e-54,15.564076,LMNTD2,-21.552769,1.0,-0.16652815,UTS2,1.1541721,1.0,-0.07161212,KLK1,-21.319248,1.0,-0.073140614,LONRF2,-20.406843,1.0,-0.037259348,CTLA4,-21.024225,1.0,-0.013132052
CLDN18,0.0,1.0,0.0,C4BPB,1.3178619,1.0,-0.05162316,ARHGEF26,-20.56082,1.0,-0.063178584,MAGEA1,0.0,1.0,0.0,C17orf98,0.0,1.0,0.0,SHC3,-19.260107,1.0,-0.021578705,PLEKHA7,1.0786698,1.0,-0.031008547,ENDOU,-20.5321,1.0,-0.056671053,EIF4E,0.034422964,3.6878759550549195e-54,15.56182,PHEX,-21.138401,1.0,-0.16652815,P2RX5,1.8252784,1.0,-0.071691945,CCDC173,-20.719902,1.0,-0.073140614,EDDM13,-20.257313,1.0,-0.037259348,CACNA1F,-19.331387,1.0,-0.013132052
KBTBD13,0.0,1.0,0.0,IDO1,-0.36608082,1.0,-0.05162958,OR2AE1,-20.559261,1.0,-0.063178584,NPY5R,0.0,1.0,0.0,DEFB129,0.0,1.0,0.0,CHRNA6,-20.79193,1.0,-0.021578705,IL1RAPL1,-18.885366,1.0,-0.031295322,GPR171,-21.938679,1.0,-0.056671053,REV1,-0.20897564,3.9379473045050713e-54,15.5576105,HRH2,-22.8165,1.0,-0.16778973,ACSM5,-18.624287,1.0,-0.07171971,PRSS35,-19.589367,1.0,-0.073140614,PPM1N,-20.233349,1.0,-0.037259348,GLP2R,-18.147953,1.0,-0.013132052
MUC2,0.0,1.0,0.0,SELE,-2.2042372,1.0,-0.05164564,CNTNAP2,-19.216888,1.0,-0.063178584,SYCN,0.0,1.0,0.0,BOD1L2,0.0,1.0,0.0,GPR143,-20.607931,1.0,-0.021578705,TEX45,-20.176634,1.0,-0.031295322,IGLL1,-21.757643,1.0,-0.056671053,SETDB1,-0.07088305,4.199919696278238e-54,15.553477,LAMP3,-22.008268,1.0,-0.16778973,MMP3,-19.545021,1.0,-0.07171971,SPINK2,-22.45171,1.0,-0.073140614,NKX3-2,-18.855326,1.0,-0.037259348,GUCY2F,-19.084063,1.0,-0.013132052
SLC51B,0.0,1.0,0.0,CNTD1,0.40177026,1.0,-0.053087916,CCNB3,-20.259127,1.0,-0.063178584,AC236972.4,0.0,1.0,0.0,ODF3,0.0,1.0,0.0,EFNA1,-20.5462,1.0,-0.021578705,PCDHA4,-17.413769,1.0,-0.031295322,FREM1,-21.053753,1.0,-0.056671053,PRMT3,0.16515796,4.5963971467431456e-54,15.54768,TMEM232,-21.059805,1.0,-0.16778973,LRRTM2,-19.386179,1.0,-0.07171971,CDH26,-21.35189,1.0,-0.073140614,MRO,-19.525272,1.0,-0.037259348,ZNF787,0.8963277,1.0,-0.013144728
MUC5B,0.0,1.0,0.0,SLC9B1,-0.5145061,1.0,-0.053110402,TPH1,-21.364056,1.0,-0.063178584,PNMA6F,0.0,1.0,0.0,ST8SIA3,0.0,1.0,0.0,FAAH2,-20.500101,1.0,-0.021578705,SULT1C4,-20.247517,1.0,-0.031295322,TEX12,-20.358389,1.0,-0.056671053,TRMT61A,0.68470335,5.354694528807198e-54,15.537876,NIBAN3,-23.535799,1.0,-0.16778973,CALML6,-19.370932,1.0,-0.07171971,NKAIN2,-21.193098,1.0,-0.073140614,MYO1A,-20.094587,1.0,-0.037259348,TIGD3,-19.990856,1.0,-0.0136010535
NME9,0.0,1.0,0.0,USP44,-0.493513,1.0,-0.05312325,SALL1,-19.15409,1.0,-0.063178584,CABP5,0.0,1.0,0.0,OR5H15,0.0,1.0,0.0,CITED1,-19.7763,1.0,-0.021578705,BCL2L10,-18.877388,1.0,-0.031295322,GNAO1,-19.573557,1.0,-0.056671053,EIF2B5,-0.06925497,5.5693745466895e-54,15.535346,MS4A4E,-22.694359,1.0,-0.1690513,CLEC20A,-20.612728,1.0,-0.07171971,CHGB,-20.746702,1.0,-0.073140614,C19orf33,-20.313955,1.0,-0.037259348,C2orf66,-18.286188,1.0,-0.0136010535
KRTAP5-1,0.0,1.0,0.0,MPL,-1.7872779,1.0,-0.053821903,CARMIL3,-20.898443,1.0,-0.063178584,IFNL2,0.0,1.0,0.0,RAX2,0.0,1.0,0.0,RCOR2,-19.10483,1.0,-0.021578705,EDAR,-20.695444,1.0,-0.031295322,ADARB2,-19.95267,1.0,-0.056671053,DVL2,0.0602532,5.591409988656982e-54,15.535084,DNAH7,-21.646505,1.0,-0.1690513,ATP8A2,-19.240881,1.0,-0.07171971,GNB3,-1.3369213,1.0,-0.07322869,SSMEM1,-19.90824,1.0,-0.037259348,OMD,-18.888369,1.0,-0.0136010535
KRTAP5-2,0.0,1.0,0.0,HPCAL4,-20.196524,1.0,-0.054327823,C19orf57,-20.839376,1.0,-0.063178584,ZP2,0.0,1.0,0.0,TBC1D3E,0.0,1.0,0.0,COL4A3,-19.642136,1.0,-0.021578705,RDH16,-18.05549,1.0,-0.031295322,KCNN3,-20.232178,1.0,-0.056671053,SAP130,-0.16744402,5.6442290077112e-54,15.534471,SAMD10,-21.352953,1.0,-0.1690513,RTL9,-18.495562,1.0,-0.07171971,SIRT4,2.573443,1.0,-0.07371935,MAGEL2,-18.566374,1.0,-0.037259348,CLTRN,-19.262484,1.0,-0.0136010535
OR1G1,0.0,1.0,0.0,CACNG7,-17.120975,1.0,-0.054327823,LCN1,-18.94592,1.0,-0.063178584,TPD52L3,0.0,1.0,0.0,AC005551.1,0.0,1.0,0.0,PPP1R9A,-21.371145,1.0,-0.021578705,LARGE2,-20.653177,1.0,-0.031295322,HPN,-20.456478,1.0,-0.056671053,UXS1,-0.08042425,6.52294707151144e-54,15.525182,LRRC56,-21.16997,1.0,-0.1690513,RASA4B,-19.232412,1.0,-0.07171971,FAM78B,1.0348809,1.0,-0.07384516,CCDC120,2.587187,1.0,-0.037524436,GOLGA8R,-19.842094,1.0,-0.0136010535
KRTAP5-5,0.0,1.0,0.0,DPEP1,-19.693722,1.0,-0.054327823,KLHL33,-20.36726,1.0,-0.063178584,FAM237A,0.0,1.0,0.0,C20orf141,0.0,1.0,0.0,MGAT5B,-19.212002,1.0,-0.021578705,TPSD1,-19.250414,1.0,-0.031295322,GJA9,-19.449364,1.0,-0.056671053,C8orf48,2.7536442,6.55714804703506e-54,15.524837,MYCL,-21.891779,1.0,-0.1690513,AMH,-20.107168,1.0,-0.07171971,SLC13A4,-20.028542,1.0,-0.074090496,RAD51B,1.6264904,1.0,-0.0379147,CPN2,-18.792925,1.0,-0.0136010535
KRTAP5-6,0.0,1.0,0.0,EFCAB9,-17.638784,1.0,-0.054327823,MYH3,-20.562601,1.0,-0.063178584,PDILT,0.0,1.0,0.0,MOS,0.0,1.0,0.0,KCNJ6,-19.514389,1.0,-0.021578705,RAD21L1,-18.409918,1.0,-0.031295322,GFRA2,-21.011915,1.0,-0.056671053,ZBTB1,-0.18431613,6.943425811531486e-54,15.521154,ZNF648,-22.288706,1.0,-0.1690513,ZNF385D,-20.242544,1.0,-0.07171971,EGF,-19.544098,1.0,-0.074090496,RGS9BP,-20.337,1.0,-0.038069334,FAT3,-18.361559,1.0,-0.0136010535
FEV,0.0,1.0,0.0,PF4V1,-18.083132,1.0,-0.054327823,RXFP1,-20.599695,1.0,-0.063178584,GPR78,0.0,1.0,0.0,GK2,0.0,1.0,0.0,ZNF488,-19.232595,1.0,-0.021578705,CSF3,-19.382002,1.0,-0.031295322,GABRB2,-19.188585,1.0,-0.056671053,SH3RF3,0.86470443,8.603597857300879e-54,15.507382,EPB41L4A,-0.49945563,1.0,-0.16970351,MSTN,-19.10592,1.0,-0.07171971,FAM131C,-19.66668,1.0,-0.074090496,LRIT3,-19.597002,1.0,-0.038069334,NR1I2,-20.117373,1.0,-0.0136010535
RBP2,0.0,1.0,0.0,CATSPERZ,-17.671972,1.0,-0.054327823,S1PR5,-20.772709,1.0,-0.063178584,ALDOB,0.0,1.0,0.0,SCEL,0.0,1.0,0.0,SBK1,-21.994394,1.0,-0.02202826,PCDHA6,-17.422016,1.0,-0.031295322,PRKG1,-0.081466034,1.0,-0.05730925,HMGN3,-0.14155729,9.088947589867128e-54,15.503848,CD177,-22.44489,1.0,-0.17031288,FAM30A,-1.5631695,1.0,-0.07253534,CLEC10A,-22.83638,1.0,-0.074090496,P2RY12,-20.255291,1.0,-0.038069334,PPL,-18.90423,1.0,-0.0136010535
SBK2,0.0,1.0,0.0,IL17C,-18.463114,1.0,-0.054327823,FCRL5,-22.444756,1.0,-0.063178584,CSAG1,0.0,1.0,0.0,C12orf71,0.0,1.0,0.0,MSANTD1,-20.151941,1.0,-0.02202826,TTC16,-20.472197,1.0,-0.031295322,DLX4,-20.14639,1.0,-0.057740316,FABP5,-0.38389388,1.0444362434046422e-53,15.494906,CATSPERE,-20.906338,1.0,-0.17031288,WFDC13,-20.086796,1.0,-0.073468976,CAPSL,-20.224522,1.0,-0.074090496,CELF5,-18.955479,1.0,-0.038069334,MORC1,-20.04037,1.0,-0.0136010535
PRR23A,0.0,1.0,0.0,SLURP2,-17.027071,1.0,-0.054327823,FOXL2,-19.784164,1.0,-0.063178584,GPR139,0.0,1.0,0.0,CXCL17,0.0,1.0,0.0,C1orf226,-20.026869,1.0,-0.02202826,KCNS1,-17.921486,1.0,-0.031295322,DND1,-20.565432,1.0,-0.057740316,CASC3,-0.05259686,1.1479838181646949e-53,15.48882,GIMAP1,-22.738298,1.0,-0.17031288,TMEM178A,-20.011084,1.0,-0.073468976,PYGM,-21.487085,1.0,-0.074090496,CLCA2,-20.274805,1.0,-0.038069334,DNAH12,-19.286982,1.0,-0.0136010535
OR3A3,0.0,1.0,0.0,FER1L6,-18.539455,1.0,-0.054327823,PKNOX2,-19.495909,1.0,-0.063178584,GP2,0.0,1.0,0.0,WNT3A,0.0,1.0,0.0,MB,-19.24153,1.0,-0.02202826,IL34,-18.58137,1.0,-0.031295322,NOS1AP,-19.874514,1.0,-0.057740316,TMA16,0.55242705,1.291927700628383e-53,15.481214,ACVR1C,-21.023108,1.0,-0.17031288,EVPL,-21.188896,1.0,-0.073468976,NPTX1,-20.876917,1.0,-0.074090496,OR8A1,-20.486265,1.0,-0.038069334,IGSF9B,-20.949507,1.0,-0.0136010535
PRR33,0.0,1.0,0.0,SOX30,-18.000525,1.0,-0.054327823,ELF5,-21.105398,1.0,-0.063178584,UMOD,0.0,1.0,0.0,SLC2A7,0.0,1.0,0.0,ERFL,-19.843996,1.0,-0.02202826,KCNH3,-19.778984,1.0,-0.031295322,SLC22A1,-20.128412,1.0,-0.057740316,SIMC1,0.5672586,1.3562281349690048e-53,15.478078,PPFIA4,-20.606485,1.0,-0.17031288,SYN2,-19.864943,1.0,-0.073468976,FRMPD3,-20.132439,1.0,-0.074090496,DNAAF3,-18.662973,1.0,-0.038069334,PNMA6A,-18.457561,1.0,-0.0136010535
CRYBB2,0.0,1.0,0.0,NETO1,-20.434692,1.0,-0.054327823,ETV7,-19.590609,1.0,-0.063178584,SLC15A1,0.0,1.0,0.0,DCAF12L1,0.0,1.0,0.0,ANKRD55,-20.96688,1.0,-0.02202826,DLK2,-18.063938,1.0,-0.031295322,RAB26,-19.860495,1.0,-0.057740316,SEMA4B,0.8148317,1.3597426513733371e-53,15.477901,SYCP3,-21.853758,1.0,-0.17031288,SGCG,-19.30003,1.0,-0.073468976,SH3GL3,-19.854542,1.0,-0.074090496,PRLR,-20.628233,1.0,-0.038069334,HUS1B,-19.338568,1.0,-0.0136010535
COX4I2,0.0,1.0,0.0,PNCK,-17.358702,1.0,-0.054327823,SPTBN5,-20.719957,1.0,-0.063178584,MAGEA6,0.0,1.0,0.0,HIST3H3,0.0,1.0,0.0,MYZAP,-21.058552,1.0,-0.02202826,GPR37,-18.215199,1.0,-0.031295322,PRRT4,-20.970852,1.0,-0.057740316,PGGT1B,-0.03690185,1.5661510074715366e-53,15.468786,AVIL,-21.056192,1.0,-0.17031288,CACNA1H,-19.273853,1.0,-0.073468976,LPAR2,0.5034945,1.0,-0.074524544,PDGFRL,-19.983227,1.0,-0.038069334,IQCJ,-19.073042,1.0,-0.0136010535
PRR23B,0.0,1.0,0.0,SLIT1,-19.03555,1.0,-0.054327823,C9,-20.091314,1.0,-0.063178584,CACNG2,0.0,1.0,0.0,ASZ1,0.0,1.0,0.0,CYP3A7,-20.121592,1.0,-0.02202826,ALOX15,-20.266314,1.0,-0.031295322,MMEL1,-20.480795,1.0,-0.057740316,SNX12,-0.036340944,1.581328484234148e-53,15.468156,ZBTB46,-21.817719,1.0,-0.17031288,SYPL2,-19.090176,1.0,-0.073468976,PPP1R3G,-19.624216,1.0,-0.07504037,ARMC4,-19.41582,1.0,-0.038069334,NRAP,-19.336895,1.0,-0.0136010535
AC132217.2,0.0,1.0,0.0,OR52H1,-18.803555,1.0,-0.054327823,HTR2A,-20.004559,1.0,-0.063178584,ACSM2B,0.0,1.0,0.0,PSG6,0.0,1.0,0.0,NAT2,-19.220816,1.0,-0.02202826,PSG3,-17.644234,1.0,-0.031295322,DHRS2,-20.668814,1.0,-0.057740316,MTERF2,0.50467044,1.600023205633799e-53,15.467389,HOXD4,-20.59277,1.0,-0.17031288,TUBB1,-21.31982,1.0,-0.073468976,EPHX4,-19.844812,1.0,-0.07504037,C17orf113,-20.459782,1.0,-0.038069334,GPR146,-19.606173,1.0,-0.0136010535
PLPPR1,0.0,1.0,0.0,SBK3,-17.586897,1.0,-0.054327823,F2RL3,-21.158289,1.0,-0.063178584,PAX4,0.0,1.0,0.0,AC236972.4,0.0,1.0,0.0,PCYT1B,-21.10925,1.0,-0.02202826,PLEKHS1,-18.62778,1.0,-0.031295322,NYAP1,-19.928381,1.0,-0.057740316,OGFOD2,0.22255048,1.6957731822546568e-53,15.463627,KRT86,-20.79856,1.0,-0.17031288,NR0B1,-0.021521715,1.0,-0.07387158,KCNS2,-20.172174,1.0,-0.07504037,OVCH2,-18.865479,1.0,-0.038069334,CA3,-20.297832,1.0,-0.0136010535
ESRP1,0.0,1.0,0.0,ZYG11A,-18.544798,1.0,-0.054327823,C2orf15,-20.182997,1.0,-0.063178584,RNF113B,0.0,1.0,0.0,CCDC192,0.0,1.0,0.0,KL,-20.258541,1.0,-0.02202826,SLC30A3,-18.669384,1.0,-0.031295322,ZBTB32,-21.072933,1.0,-0.057740316,UBFD1,1.6633439,1.7100141731302248e-53,15.4630785,ABCA13,-21.362358,1.0,-0.17157446,PHEX,1.5291239,1.0,-0.074065946,SULT1B1,-21.815205,1.0,-0.07504037,TRPC6,-20.92677,1.0,-0.038069334,TMEM63C,-19.700594,1.0,-0.0136010535
ALDOB,0.0,1.0,0.0,CYP17A1,-20.07714,1.0,-0.054327823,FGFR3,-19.751785,1.0,-0.063178584,LGALS7,0.0,1.0,0.0,PSG11,0.0,1.0,0.0,FCGBP,-21.38146,1.0,-0.02202826,RIIAD1,-17.956808,1.0,-0.031295322,KCNAB3,-20.1586,1.0,-0.057740316,WDR36,-0.075709514,1.816925209620812e-53,15.459156,C11orf91,-21.4068,1.0,-0.17157446,DDX39B,2.2406337,1.0,-0.07432625,RGL3,-20.894995,1.0,-0.07504037,DDX39B,2.0303078,1.0,-0.03812088,TIGD4,-18.625933,1.0,-0.0136010535
CDH17,0.0,1.0,0.0,MYOM3,-16.844389,1.0,-0.054327823,LRRC39,0.7312577,1.0,-0.06320887,OR13D1,0.0,1.0,0.0,RGS21,0.0,1.0,0.0,CYP27B1,-20.552397,1.0,-0.02202826,STARD6,-17.729187,1.0,-0.031295322,GALR2,-20.439472,1.0,-0.057740316,ZNF444,0.59682995,1.816925209620812e-53,15.459152,FUT7,-23.00468,1.0,-0.17157446,TULP2,-19.823542,1.0,-0.07521824,ACSL6,-22.56382,1.0,-0.07504037,ZXDB,2.1262188,1.0,-0.038430147,FNDC11,-19.676249,1.0,-0.0136010535
TBC1D21,0.0,1.0,0.0,EXD1,-18.21234,1.0,-0.054327823,ZBP1,0.51448697,1.0,-0.063778155,STRIT1,0.0,1.0,0.0,FGF19,0.0,1.0,0.0,BCL6B,-20.857798,1.0,-0.02202826,MC4R,-18.282854,1.0,-0.031295322,PRSS41,-20.491581,1.0,-0.057740316,ZNF181,1.4215529,2.182453493858139e-53,15.4473295,IL18RAP,-22.73876,1.0,-0.17157446,NPTX2,-19.953573,1.0,-0.07521824,SMIM10L2B,-19.939466,1.0,-0.07504037,PGBD2,2.005885,1.0,-0.038599506,KLHL30,-18.163124,1.0,-0.014070055
AL603764.2,0.0,1.0,0.0,CST2,-18.225794,1.0,-0.054327823,PRG3,-22.423622,1.0,-0.06416575,GJB4,0.0,1.0,0.0,AL109810.2,0.0,1.0,0.0,ERICH5,-19.44653,1.0,-0.02202826,ZNF324B,-19.05446,1.0,-0.031295322,SNTG2,-19.510458,1.0,-0.057740316,RNF185,0.038891308,2.307570077246899e-53,15.443726,MYOZ1,-20.576677,1.0,-0.17157446,KRT78,-20.143736,1.0,-0.07521824,C1QL2,-21.145966,1.0,-0.07504037,SHC3,-19.265001,1.0,-0.03887932,SLC9B1,-19.248154,1.0,-0.014070055
OR51T1,0.0,1.0,0.0,KCNA4,-17.81167,1.0,-0.054327823,FGF18,-20.025429,1.0,-0.06416575,CHP2,0.0,1.0,0.0,FZD10,0.0,1.0,0.0,PCP2,-20.86466,1.0,-0.02202826,OR2L13,-19.850729,1.0,-0.031295322,HLF,-21.52141,1.0,-0.057740316,USP19,-0.056417685,2.610954658966536e-53,15.435748,CXCR3,-22.783895,1.0,-0.17157446,ENO4,-18.695675,1.0,-0.07521824,SOX18,-20.109041,1.0,-0.07599025,KCNJ6,-19.519283,1.0,-0.03887932,OR52N4,-20.385984,1.0,-0.014070055
LRIT1,0.0,1.0,0.0,LIX1,-18.477533,1.0,-0.054327823,CORIN,-19.329117,1.0,-0.06416575,OPN1LW,0.0,1.0,0.0,PIWIL1,0.0,1.0,0.0,C9orf153,-20.014431,1.0,-0.02202826,TYW1B,-18.830189,1.0,-0.031295322,ASMT,-20.112587,1.0,-0.057740316,XRRA1,0.9179006,2.754582550265611e-53,15.432283,RAB39B,0.45205176,1.0,-0.17209338,HMSD,-19.984789,1.0,-0.07521824,TCL1A,-23.006262,1.0,-0.07599025,ZNF488,-19.23749,1.0,-0.03887932,GJA3,-19.820862,1.0,-0.014070055
TPD52L3,0.0,1.0,0.0,BEST3,-18.231228,1.0,-0.054327823,SYCE3,-20.459219,1.0,-0.06416575,GRIA2,0.0,1.0,0.0,PHOX2A,0.0,1.0,0.0,PCSK1N,-20.727066,1.0,-0.02202826,TMEM74,-18.007359,1.0,-0.031295322,ABCG4,-19.268915,1.0,-0.057740316,RANBP10,-0.184519,2.7861948225440837e-53,15.431537,CFAP206,-20.976664,1.0,-0.17283604,BSN,-19.16578,1.0,-0.07521824,ASPN,-19.749979,1.0,-0.07599025,UNC5CL,-20.561441,1.0,-0.03887932,TMEM89,-19.325565,1.0,-0.014070055
C20orf141,0.0,1.0,0.0,KBTBD12,-19.693766,1.0,-0.054327823,FRMPD1,-20.928957,1.0,-0.06416575,GLRA1,0.0,1.0,0.0,PNMA6F,0.0,1.0,0.0,CDKN1C,-20.507603,1.0,-0.02202826,LRFN5,-18.58869,1.0,-0.031295322,ADIRF,1.4411595,1.0,-0.057807498,HOXB4,0.4956942,2.9721232195040137e-53,15.427358,LRRC4C,-21.080679,1.0,-0.17283604,TLCD3B,-19.999437,1.0,-0.07521824,TNFRSF4,-21.45561,1.0,-0.07599025,RCOR2,-19.109724,1.0,-0.03887932,CALN1,-20.564629,1.0,-0.014070055
OR5K4,0.0,1.0,0.0,FAM184A,-1.586952,1.0,-0.05469401,FCRL6,-22.149996,1.0,-0.06416575,NODAL,0.0,1.0,0.0,MNX1,0.0,1.0,0.0,SH2D1A,-22.08915,1.0,-0.02202826,CFAP52,-18.200434,1.0,-0.031295322,SULT2B1,-19.785393,1.0,-0.058809582,MADD,-0.297325,3.091344164588888e-53,15.4248085,TRPC5OS,-21.469006,1.0,-0.17283604,PFKFB1,-19.67275,1.0,-0.07521824,ROS1,-19.515877,1.0,-0.07599025,CHRNA6,-20.796825,1.0,-0.03887932,TMEM249,-18.85142,1.0,-0.014070055
UPP2,0.0,1.0,0.0,TAS1R3,-1.3818929,1.0,-0.055819888,PRKG2,-21.811419,1.0,-0.06416575,HIF3A,0.0,1.0,0.0,PRSS37,0.0,1.0,0.0,GAS6,-0.0002615287,1.0,-0.022279484,CCDC114,-18.830687,1.0,-0.031295322,RASAL1,-21.227863,1.0,-0.058809582,SPATC1L,0.80111533,3.3459913309900015e-53,15.419687,AQP8,-22.140253,1.0,-0.17283604,SLC22A13,1.3448517,1.0,-0.075603485,EYA4,-19.907915,1.0,-0.07599025,IGSF3,-20.32061,1.0,-0.03887932,KCNK7,-20.212568,1.0,-0.014070055
LIPK,0.0,1.0,0.0,NTSR1,-0.88746804,1.0,-0.055819888,SHANK1,-19.940077,1.0,-0.06416575,IGFL1,0.0,1.0,0.0,PATE3,0.0,1.0,0.0,TSSK4,-19.89204,1.0,-0.022477817,ZNF114,-19.143616,1.0,-0.031295322,TMEM114,-20.21541,1.0,-0.058809582,SMAD2,0.09675185,3.4223871535684825e-53,15.41822,GALNT15,-20.425604,1.0,-0.17409761,ABCA9,1.4953129,1.0,-0.07561043,FAM47E,-20.56718,1.0,-0.07599025,MESP1,-19.850386,1.0,-0.03887932,WNT10A,-21.32889,1.0,-0.014070055
PRAMEF13,0.0,1.0,0.0,CXCL10,-2.5339868,1.0,-0.055832736,EDA,-21.028008,1.0,-0.06416575,PVRIG,0.0,1.0,0.0,NMUR2,0.0,1.0,0.0,SLC10A5,-19.727259,1.0,-0.022477817,OR2T8,-20.00861,1.0,-0.031295322,SYN3,-20.375929,1.0,-0.058809582,ALDH4A1,0.23828891,3.4961191879945688e-53,15.416833,LIME1,-22.678823,1.0,-0.17409761,NAT8L,0.8211017,1.0,-0.07564514,ARMH1,-21.536806,1.0,-0.07599025,FAAH2,-20.504997,1.0,-0.03887932,PTH1R,-18.382248,1.0,-0.014070055
OR5K1,0.0,1.0,0.0,SLC2A14,0.06632469,1.0,-0.056438234,PGLYRP1,-21.626642,1.0,-0.06416575,ASIC5,0.0,1.0,0.0,PNMA6E,0.0,1.0,0.0,TRHDE,-19.591135,1.0,-0.022477817,RAB25,-18.89729,1.0,-0.031295322,PKD2L2,-19.934155,1.0,-0.058809582,TGFBR2,0.3167625,3.8119827990469435e-53,15.411235,HIST1H3G,-22.47283,1.0,-0.17409761,LAMP3,1.1564041,1.0,-0.07571108,GRTP1,-22.153341,1.0,-0.07599025,CITED1,-19.781195,1.0,-0.03887932,ABCD2,-21.106588,1.0,-0.014070055
