C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score
SELP,-2.766032,1.0,-0.0031361657,ZNF431,-2.1297598,0.787557175407554,-0.7013103,CEACAM6,0.06369243,1.0,-0.31165674,ANKRD49,0.48150453,0.6190864506429954,-0.8787716,ANKRD33B,-2.3215318,0.3983216288518537,-1.1564096,GSTA2,-12.67853,1.0,-0.008788298,WDR78,-2.7804236,0.4509515429042531,-1.1290082,USP27X,-22.649155,0.8990824692591584,-0.6348638,BATF3,-1.6928523,0.8971523253931303,-0.66783166,PSEN2,-0.14254646,1.2148000351589893e-05,4.516592,DIO2,0.42504776,0.9029227452084136,0.5813293,PTER,-0.6661942,0.0301114725167751,2.4041579,VSX2,0.0,1.0,0.0,C2orf42,-1.4947406,0.21557007639821338,-1.5621512,KEL,-24.93327,0.34352264122519993,-1.2944534,SPIN2B,-23.338188,0.7699022294996456,-0.8015063,C3orf62,-23.939533,1.0,-0.5499804,MT1F,-23.86221,1.0,-0.20776781
PSMA8,0.27455792,1.0,-0.0033083388,MCMBP,0.41586706,0.7868889697544418,-0.70203716,CXCR3,-0.6076174,1.0,-0.31199405,TMEM163,-2.9097574,0.6188686035532518,-0.879081,DDX41,0.231731,0.3980080510810996,-1.1569941,OCA2,-17.043919,1.0,-0.008788298,BMP4,-23.402464,0.44919302374885656,-1.1314638,CCL5,-1.018226,0.899032293466906,-0.634985,PLCE1,-0.52225906,0.8968830234901418,-0.66821796,DFFB,0.13224585,1.217708540928487e-05,4.5160627,PEG10,0.89792997,0.9038800048598947,0.5802986,LRRC45,-0.3872825,0.03047295341657751,2.399755,CNTN4,0.0,1.0,0.0,DLG3,-23.91582,0.2146469776833441,-1.5643554,NOP58,1.5389794,0.3434381359599519,-1.2946477,TRIM6,-23.555536,0.7699022294996456,-0.8015063,COL18A1,1.4179016,1.0,-0.550054,COL15A1,-22.973,1.0,-0.20776781
PSD,-1.984694,1.0,-0.003369362,PGRMC2,-0.0015253002,0.7866263288039984,-0.7023653,FXYD2,-1.015716,1.0,-0.31242353,CLDN7,-1.8809229,0.617870195947579,-0.88027346,ASB5,-21.702085,0.3967453983507592,-1.1589701,IL17A,-17.250692,1.0,-0.008788298,EFNA4,-0.496425,0.4478932020565106,-1.1332983,HOXC9,1.0353403,0.897526713486238,-0.6364871,CD101,-24.130264,0.8968830234901418,-0.66829073,LIN52,-0.13756609,1.2214659081108834e-05,4.515387,CLEC14A,2.6141064,0.9049971702273183,0.5791208,ZNF786,-0.19643492,0.030558424106464917,2.398692,GALP,0.0,1.0,0.0,RHBDF2,-24.758928,0.21412925182492779,-1.565617,ANK1,-1.20296,0.34313481899450515,-1.295203,DDIT3,1.0991569,0.769829183256677,-0.8018574,C2orf42,1.3354733,1.0,-0.5505179,CEP152,-0.59637344,1.0,-0.20817344
SMPDL3B,-1.357157,1.0,-0.003373721,ZNF658,0.002298894,0.7856042540083441,-0.7034408,KBTBD6,0.6252757,1.0,-0.31256545,STX7,0.12593512,0.6174690132531496,-0.88079065,EPPK1,-22.529549,0.3967453983507592,-1.1589701,TFAP2D,-16.057714,1.0,-0.008788298,USP54,-1.4386514,0.44766752689265077,-1.1336659,CDH1,-23.908875,0.897526713486238,-0.6365128,ANG,-1.0092975,0.8967607189218276,-0.66848105,EHHADH,0.4562207,1.241165611725451e-05,4.511973,KRT15,1.4822408,0.9062348954598212,0.57760984,TOLLIP,-0.6562849,0.030679588771191903,2.397167,HSFX3,0.0,1.0,0.0,ZNF813,-24.487822,0.21412925182492779,-1.565617,SETMAR,0.6197673,0.34313481899450515,-1.2952238,ZIC1,-23.873663,0.7692725408899184,-0.8024593,BDP1,1.5338197,1.0,-0.55069464,LYSMD1,-22.23527,1.0,-0.20823681
TIFAB,-3.2082627,1.0,-0.003829217,ZNF10,-0.38853136,0.7846383414662885,-0.70446163,GK3P,-21.050797,1.0,-0.3131682,ADPRHL1,-21.788395,0.6170599896031732,-0.8813169,KCNJ8,-3.8046963,0.396645469617656,-1.1592301,KRTAP13-1,-16.963068,1.0,-0.008788298,PTPN18,0.30769238,0.4470429203316044,-1.1345795,KIF27,0.6237566,0.8972666061396176,-0.6368727,HECW2,0.005761689,0.8958572729681015,-0.6693544,GNB1L,0.31960377,1.2805470676415052e-05,4.505322,ZNF793,0.49129146,0.9065765085673894,0.5772211,INCA1,1.1958653,0.03087102708993828,2.3948116,UGT1A3,0.0,1.0,0.0,DOK3,-2.654815,0.21380661341711146,-1.5664738,TSPYL4,1.7883452,0.34135157311360004,-1.2982608,CITED4,-0.6063516,0.7692725408899184,-0.8025032,PTCH1,0.61149555,1.0,-0.55108494,MTMR11,-22.37813,1.0,-0.20823681
ZNF835,-0.96328014,1.0,-0.0041386927,ZNF789,-22.21356,0.7845032183067133,-0.7046644,SPAG1,-0.17795648,1.0,-0.31414142,NTRK3,-22.302286,0.6170599896031732,-0.8813169,RBMX,0.6715442,0.39663285382344854,-1.1593031,SLC1A6,-16.225477,1.0,-0.008788298,CSAD,-0.22277859,0.4470429203316044,-1.1345903,LCA5L,0.4061305,0.8960865292622145,-0.6380076,KEL,-5.7466593,0.8958437810828418,-0.66944396,SMC1A,-0.54673827,1.2873247789196995e-05,4.5041556,HSPA14,-0.21089779,0.9071168991915474,0.57664937,FAXC,1.8622258,0.031024826194441708,2.3929513,APOB,0.0,1.0,0.0,ZNF433,-24.294699,0.21365557903278323,-1.5668786,CHTF8,-0.4843722,0.34023345256439114,-1.3001697,BIRC7,-24.866413,0.7684238490285453,-0.8034124,VMAC,-0.6243189,1.0,-0.5515341,RBKS,-22.62547,1.0,-0.20823681
ERCC1,-0.059234455,1.0,-0.004334839,AOAH,-0.38679662,0.7845032183067133,-0.7047305,SLC1A2,-1.903145,1.0,-0.31474233,CPLANE2,-1.4101017,0.6160907601586222,-0.88260424,FAM53A,-2.3633518,0.39609098252050556,-1.1601832,HMX1,-16.503292,1.0,-0.008788298,CTTNBP2,-0.6983006,0.44547023770180266,-1.1368531,CAMK2N2,-0.44753438,0.8960485894049638,-0.63811773,ACOX2,0.20260477,0.8954362752553561,-0.6698806,CWF19L2,-0.7678416,1.2980842157478239e-05,4.502365,FBXO5,-0.5538973,0.9081723049910119,0.5754553,LPIN3,0.7963558,0.03127131699516736,2.389933,UGT1A4,0.0,1.0,0.0,ZDHHC24,-24.217955,0.2131396724368591,-1.56814,CHAF1B,-0.95069754,0.34022471714812036,-1.3002391,ZNF212,-23.956413,0.7684238490285453,-0.8034124,SLFN12,-23.310385,1.0,-0.55160034,TMEM52B,-23.24599,1.0,-0.20870583
EDF1,-0.103624895,1.0,-0.004677006,CLEC4A,-0.21171956,0.784066460152696,-0.7052341,ATP6V1G2,-3.537998,1.0,-0.31481606,RNFT2,-1.1458012,0.616010890384027,-0.8827578,ZBTB12,-2.127564,0.3960549806544141,-1.160292,WNT8B,-15.828214,1.0,-0.008788298,PYCR3,-22.911507,0.4445320291411216,-1.1382593,PCDHB2,0.1269548,0.8960485894049638,-0.63815814,NCKAP5,-2.2670197,0.8954291297297707,-0.6699646,TOP3A,-0.36088163,1.301139361732194e-05,4.501843,IQCC,-0.07003689,0.9081963170305678,0.5753589,CIPC,-0.2928587,0.031346049663327824,2.3890188,OR4D2,0.0,1.0,0.0,ZNF439,-24.327948,0.212624724071726,-1.5694016,DENND2C,-1.6296878,0.33968106899953887,-1.301197,F2R,-23.705751,0.7646477872676604,-0.8072245,SUOX,-23.296078,1.0,-0.55160034,CPNE7,-22.378088,1.0,-0.20870583
C11orf16,-17.561153,1.0,-0.005788503,SOCS3,0.2141581,0.7833777658436383,-0.7060521,MEPCE,0.31199485,1.0,-0.31489164,TMPPE,0.712941,0.61599477876523,-0.88283914,VSIR,0.43590838,0.3954309187952194,-1.1613522,TPTE,-16.746153,1.0,-0.008788298,TAS2R14,-0.59110874,0.442901754786827,-1.1405615,FBXL2,1.7401868,0.8958908611970038,-0.6384116,HBD,-3.425064,0.8953830749191274,-0.67016053,SNX1,-0.12687929,1.305647754045121e-05,4.501085,MSLN,0.30396825,0.9085576521561508,0.5749522,FAM13C,2.9570594,0.031421834470864184,2.3880937,ZAR1,0.0,1.0,0.0,LRRC45,-24.414795,0.2121107329798668,-1.5706632,TMEM130,-23.191404,0.3395908967864289,-1.3014504,FOXF1,-25.646963,0.7646477872676604,-0.8072245,LANCL3,-23.205076,1.0,-0.55241036,SEMA3A,-22.490343,1.0,-0.20917483
LRRC31,-17.191763,1.0,-0.005788503,SALL2,-22.06816,0.7820642153848063,-0.707417,UPK3B,0.13543247,1.0,-0.3160547,RFX3,0.41940925,0.6156280650941615,-0.8833179,HSD17B1,-1.8040042,0.3942798600328879,-1.1632195,ARL14,-15.299908,1.0,-0.008788298,MMP12,-2.2132854,0.4428446798980619,-1.1407577,CMTM8,-22.894403,0.8944169965103921,-0.6398108,NEMP2,-3.5983486,0.894480074878493,-0.67103386,SYNCRIP,-0.1567801,1.3535984420188962e-05,4.493391,PLAC8L1,0.71611357,0.9092315916875495,0.5742579,XYLB,0.24311559,0.03144418267162595,2.3877947,UGT1A5,0.0,1.0,0.0,ARAP2,-25.18147,0.21159769820247074,-1.5719248,ZNF783,1.4075217,0.33882237050335295,-1.30279,DEPP1,0.4061249,0.7637621083910584,-0.80821514,PTGDS,-23.741892,1.0,-0.55241036,NDRG2,-24.287897,1.0,-0.20917483
HTR3D,-16.16372,1.0,-0.005788503,ZNF214,-2.2550693,0.78162437087003,-0.7079206,TPRG1,-21.274635,1.0,-0.31668693,NEFH,-2.2583666,0.6138170034936453,-0.88543636,ZNF74,-1.9460135,0.39370420409189805,-1.1642083,FGFBP1,-14.438813,1.0,-0.008788298,MTBP,-1.6620495,0.44234355874515463,-1.1415073,RBM48,0.28334427,0.8942236363193767,-0.64006054,KLHL11,-23.180094,0.8941290918595711,-0.6714985,LMAN2,0.23945001,1.3654051119164964e-05,4.4915195,SYCP2,-0.011491201,0.9097058403199418,0.5736731,ZNF34,0.10326465,0.031462802534373176,2.3875394,DDC,0.0,1.0,0.0,AREG,-26.21791,0.21159769820247074,-1.5719248,KHDC1,-23.218449,0.3386093905809009,-1.3031996,TRIM11,0.5827796,0.7635562324670373,-0.8084848,ZNF684,-23.3988,1.0,-0.55241036,KLHL17,-22.53247,1.0,-0.20917483
ARMC3,-16.68181,1.0,-0.005788503,DUS3L,0.3378244,0.7814108869779754,-0.7082009,MPP4,-0.07971848,1.0,-0.31709984,RNF122,-1.2464827,0.6137770008817345,-0.8855448,APOL1,0.3320253,0.39195727092776267,-1.1669421,CPN1,-16.582888,1.0,-0.008788298,CTXN1,-22.985554,0.44227750244745784,-1.1416571,SCAMP5,-22.694695,0.8927509787627564,-0.6414598,C20orf96,-2.917951,0.8931948510329005,-0.6723998,APH1B,-0.66312665,1.366952556911131e-05,4.4912553,NAF1,-0.31354874,0.911176277199827,0.5722471,PIR,-0.5390445,0.031625693211207596,2.3855653,OR14J1,0.0,1.0,0.0,ZSCAN20,-24.089973,0.21159769820247074,-1.5719248,ZNF100,-0.8088004,0.3384985673002452,-1.3034391,GPANK1,0.097496964,0.7613261812765876,-0.8106856,ACAN,-24.199215,1.0,-0.55241036,CDC14A,-0.29358312,1.0,-0.20949171
SMOC2,-17.222166,1.0,-0.005788503,PWWP2B,0.56570405,0.7802880870317287,-0.70937896,FDXACB1,0.6473307,1.0,-0.31829426,FAM53A,-1.8847532,0.6114889639162348,-0.88820976,ERI1,0.6234554,0.39193912566004885,-1.1670237,C4orf19,-14.811047,1.0,-0.008788298,PCDHGA11,-23.080898,0.44227750244745784,-1.1416571,EIF1AX,-1.8080866,0.8925577178275368,-0.64170957,ASTE1,-23.517727,0.8930924192198998,-0.6725678,TEX9,0.33481842,1.382999998829976e-05,4.488724,SH3RF3,0.045155056,0.9129936035020734,0.570429,SNRNP35,-0.6288719,0.03164260018389008,2.385331,CXCL17,0.0,1.0,0.0,KRT17,-24.27639,0.21059574887141144,-1.574448,NPB,-23.292494,0.3376261009051955,-1.3049489,ACTRT3,-23.29332,0.7610352263458204,-0.81103665,GPR84,-24.36735,1.0,-0.55241036,ZKSCAN2,-22.551498,1.0,-0.20964383
CALHM3,-15.4960575,1.0,-0.005788503,ANO5,-1.3995105,0.7801485623754582,-0.7095863,DUSP28,0.35845423,1.0,-0.31854677,ADCYAP1,-24.586296,0.6103285115990538,-0.88965744,PI16,-4.3525467,0.3919331456436682,-1.1670866,GAS2L2,-15.756104,1.0,-0.008788298,EPM2A,-1.1037523,0.44172370718994347,-1.1425387,FTCDNL1,-0.307061,0.8918947309801384,-0.6423816,LRRK2,-24.157225,0.8930924192198998,-0.6725678,DDX46,-0.30645534,1.4150249563522219e-05,4.4837985,ZNF582,-0.026304781,0.9145416874048923,0.5688593,RTN4IP1,-0.0856544,0.03171861746954053,2.3843727,SERPINA12,0.0,1.0,0.0,ZNF416,-24.212765,0.21059574887141144,-1.574448,CCN3,-23.550823,0.3376261009051955,-1.3049489,TMEM150B,-24.26421,0.7610352263458204,-0.81103665,ZNF821,0.7922084,1.0,-0.55283743,SORBS1,-23.842852,1.0,-0.21011283
ADGB,-16.329596,1.0,-0.005788503,CARD9,-0.03952639,0.7799329158683759,-0.70986885,NELL2,-2.1128142,1.0,-0.31901497,XRN2,0.31415144,0.6102984436514542,-0.88975453,CDCA5,-0.29450366,0.39133698500701936,-1.1680567,EXOC3L4,-15.834734,1.0,-0.008788298,PCNX4,-0.7344763,0.44068849714964947,-1.1441448,TMEM67,1.0608326,0.8915585889287845,-0.6427599,NEK3,-3.3506734,0.8930924192198998,-0.67260695,PARP1,-0.5642235,1.4183894407824082e-05,4.483269,MAT2A,-0.21676636,0.9159108018783245,0.56745446,SEC62,-0.055373944,0.03173224965262807,2.3841767,UGT1A8,0.0,1.0,0.0,NDST2,-24.718555,0.21010673796437343,-1.5757096,ELMOD3,0.91878563,0.33760863055398466,-1.3050877,BCAM,-23.296282,0.7601909492987619,-0.8119897,ZFPL1,-23.282543,1.0,-0.55322033,DAZAP1,0.551005,1.0,-0.21013819
KRTAP21-2,-13.887119,1.0,-0.005788503,EBF2,-21.805515,0.7796988352845814,-0.7101696,CD2,-1.1053689,1.0,-0.32067388,PLEKHM1,0.79748344,0.6099513936565573,-0.890213,PRRT2,-3.84059,0.38904468403870224,-1.1716435,SOX21,-15.799429,1.0,-0.008788298,PKN3,-0.3620448,0.44016054919573017,-1.1449336,U2AF1L4,1.131212,0.8915585889287845,-0.64276356,ADRA1B,-23.004347,0.8922320885808613,-0.67363703,CHTF8,0.41404188,1.4202963702760468e-05,4.4829597,C1orf159,-0.20043634,0.9159494536535202,0.5672813,SLC25A33,-0.5248656,0.03183332905093339,2.3829687,OR2J2,0.0,1.0,0.0,JADE2,-24.954557,0.21010673796437343,-1.5757096,NEK8,0.51268274,0.3363871497971277,-1.3071841,KBTBD7,-0.5785917,0.7600182798965293,-0.81222796,PANX2,-23.228859,1.0,-0.55322033,CDH24,-22.54106,1.0,-0.21105084
CLEC18C,-15.39894,1.0,-0.005788503,PTPN23,0.672396,0.7796146925870066,-0.7103223,AARD,-1.919563,1.0,-0.32082132,VAMP2,0.41298175,0.6098060922047388,-0.89050436,PLS1,-1.6754473,0.3886108857026878,-1.1723672,HPSE2,-16.73454,1.0,-0.008788298,TLL1,-23.547007,0.4401153031478415,-1.1450549,ZKSCAN1,1.440587,0.8908088592030414,-0.6435862,KLHL25,-4.8561068,0.8920979414086191,-0.67383295,CCN4,0.794677,1.4233035450207867e-05,4.4824862,ARHGAP10,-0.34925896,0.9159494536535202,0.56726986,POLR3K,-0.63043654,0.03186416300882587,2.3825455,HELT,0.0,1.0,0.0,RCE1,-24.372011,0.2096185853257395,-1.5769712,DET1,0.6209629,0.3363871497971277,-1.3071876,TTYH2,-5.2425294,0.7587373347761094,-0.81352586,ZNF211,1.2457145,1.0,-0.5537431,FZD3,-22.862099,1.0,-0.21105084
P3R3URF,-16.750355,1.0,-0.005788503,H2AFY,0.40625057,0.7794037014779925,-0.7106003,ARHGAP28,-0.18659191,1.0,-0.32083607,ZNF74,-3.0208957,0.6093383967343121,-0.8911006,CNOT1,0.23683323,0.3886108857026878,-1.1724148,SPATS1,-12.968857,1.0,-0.008788298,IGF2BP1,-23.51045,0.4401153031478415,-1.1450549,ZNF430,0.33422118,0.889852571267532,-0.6445228,ZNF563,-0.27440813,0.8920526356099843,-0.67395055,GDF15,-0.70949686,1.4298689212875442e-05,4.4814816,APOBEC3C,-0.40588623,0.9163758700763994,0.56680435,ATG7,-0.534144,0.03186416300882587,2.3825366,GALNT13,0.0,1.0,0.0,RNF212,-24.112911,0.2096185853257395,-1.5769712,DIP2A,1.7247152,0.3354435807496924,-1.3088744,BPHL,-23.461113,0.7584271581959562,-0.81389576,KIF15,-24.194334,1.0,-0.5540303,ZNF71,1.211582,1.0,-0.21121562
FAM221B,-17.3221,1.0,-0.005788503,OBSCN,-2.1217918,0.778959839576329,-0.71110845,CASP5,-3.120609,1.0,-0.3209319,IKBKE,0.5360582,0.6077870395365929,-0.8929345,NEU1,0.16508321,0.3875982885191503,-1.1740408,CCDC187,-17.427319,1.0,-0.008788298,INHBB,-1.6599182,0.4398803662785728,-1.1454974,BMPR1B,0.18212503,0.8885758980264556,-0.6459,C12orf66,-2.9193811,0.8920009855500125,-0.6740737,HSPA1B,-0.63070285,1.4552322739790826e-05,4.4777055,HSF2BP,0.62409645,0.9165118899061028,0.56660503,RNF34,0.28534448,0.03222033786841636,2.3783278,SERPINA7,0.0,1.0,0.0,ENKD1,-24.331339,0.2096185853257395,-1.5769712,FAM107B,0.37701237,0.33494458296974106,-1.3097663,P2RY1,-24.690973,0.7584271581959562,-0.81389576,EXOSC5,0.63492304,1.0,-0.5540745,HNRNPC,0.3477926,1.0,-0.21127899
NPFFR1,-15.44662,1.0,-0.005788503,ADAMTS14,-2.7604964,0.778361655972149,-0.7117692,TM6SF2,-4.032206,1.0,-0.32100198,MAPK10,-2.1636763,0.6071972824168365,-0.893734,FIGNL1,0.5192214,0.38721490458743935,-1.1746882,ATP13A5,-15.951233,1.0,-0.008788298,SSH2,0.6580877,0.4394973584001098,-1.1460863,CCDC152,-23.163334,0.8880974845005688,-0.6464068,DERPC,-3.9224262,0.8918541499987043,-0.6742808,WBP2,-0.71911526,1.4595604554163358e-05,4.4770484,IZUMO4,-0.13422082,0.9178831211608413,0.56527376,PKIB,0.33706543,0.032445094200246036,2.375726,XAGE5,0.0,1.0,0.0,CHST10,-24.182487,0.20915241459421113,-1.5782326,COL13A1,-23.481361,0.3347208729242967,-1.3101966,LIAS,-0.25436246,0.7582066497151901,-0.81425315,KLHL24,1.6440789,1.0,-0.55438375,IQGAP2,0.08218539,1.0,-0.2113297
OR2M5,-17.40465,1.0,-0.005788503,ZNF875,-0.10223893,0.778361655972149,-0.7118057,GJB6,-1.9202083,1.0,-0.3215144,C10orf143,-0.6693336,0.6065964088329827,-0.8944838,ATG16L2,0.043221768,0.3870202852517804,-1.1750432,GSTA5,-17.331905,1.0,-0.008788298,DIO2,-23.461796,0.4378328839865751,-1.1484528,GBF1,1.3214258,0.8876189921958273,-0.64714134,FKBPL,-5.700218,0.8915994507428044,-0.67458314,EPC1,-0.7690404,1.4764488370566021e-05,4.474568,ZNF695,0.90172,0.9183133928615522,0.5648049,ANKRD13D,-0.84644234,0.032527955602184605,2.3747468,POM121L12,0.0,1.0,0.0,PDK3,-24.919344,0.20915241459421113,-1.5782326,SERPINB2,-3.4467554,0.3343774773651441,-1.3108283,SKAP1,-0.5805654,0.7578834509255662,-0.81463563,REXO1,1.6879274,1.0,-0.55539995,YTHDC1,1.404637,1.0,-0.21144378
LCE5A,-14.909436,1.0,-0.005788503,FUT4,-0.048939046,0.7778201129021782,-0.7124437,HYAL3,0.12107649,1.0,-0.32177612,ERAP2,-0.7426881,0.6049919228924528,-0.89638317,BAIAP2L2,-2.6215138,0.3868279185027542,-1.175395,PYDC2,-16.398947,1.0,-0.008788298,CLHC1,-0.2963599,0.436950185079149,-1.1497376,ERMN,0.8416032,0.8874871446416185,-0.64733595,SEPTIN2,0.5017152,0.8913638040585422,-0.67486864,LRRC8C,-0.6458671,1.4789112253445426e-05,4.4741893,FANCE,-0.37334156,0.9186509782100257,0.56442106,PLEKHN1,0.6286907,0.032616405874551994,2.3737063,SERPINA10,0.0,1.0,0.0,ZSWIM9,-2.1019094,0.2089072275983064,-1.5789182,ZNF471,0.071081765,0.3338238977472932,-1.3118141,CCDC24,-23.62713,0.7577371855855974,-0.81484884,RHOF,0.7854567,1.0,-0.55545145,RAD52,-22.764353,1.0,-0.21151984
RFPL4A,-15.567497,1.0,-0.005788503,FBXO48,0.16916339,0.7778200991764272,-0.7125827,WDR31,0.63000876,1.0,-0.32253,SFR1,0.11596969,0.6048672345248851,-0.8965887,EME2,-0.33826616,0.3850221337045482,-1.1782528,TMEM272,-17.410238,1.0,-0.008788298,PTK2B,0.7120119,0.4369179223032334,-1.1498411,ZNF862,0.8062814,0.8873349196455939,-0.647549,GPSM1,-0.76633906,0.8906144079725393,-0.6756076,PCED1A,-0.8134112,1.4998997171051751e-05,4.471131,GPR137C,1.4397757,0.9193637054671263,0.563619,CPNE7,0.9693406,0.03307523759801923,2.3684676,TDRD15,0.0,1.0,0.0,HAAO,-1.2715284,0.20880266209544687,-1.5792181,GLT1D1,-24.378172,0.33377803129145633,-1.3119459,MS4A14,-24.7023,0.7577371855855974,-0.81484884,HMGB3,-23.451138,1.0,-0.5556503,CRACR2B,-23.369717,1.0,-0.21151984
SLC25A31,-13.673552,1.0,-0.005788503,FAM228A,-22.101938,0.77754705809965,-0.7129222,ARHGEF33,0.017634612,1.0,-0.32261664,RRNAD1,0.14078423,0.6040746176222682,-0.8975598,PDLIM3,-21.63911,0.38495162588401854,-1.1784159,SI,-16.971243,1.0,-0.008788298,LURAP1,-1.1861625,0.43661871277345893,-1.1503158,LYSMD1,-0.9767153,0.886897421037501,-0.6480191,PDE6G,-24.082558,0.8905120121645824,-0.6757756,EIF2AK3,-0.973173,1.5085024678964249e-05,4.4698853,ERMAP,-0.29756132,0.9196871142225055,0.5632482,PLA2G15,-0.5007201,0.033463279424744495,2.364112,CNTN6,0.0,1.0,0.0,SHOX2,-24.562159,0.2087081031848058,-1.5794942,JPH4,-24.516535,0.3327721884352381,-1.3136952,GDNF,-0.37933964,0.7574970866245582,-0.815225,TEF,1.0980673,1.0,-0.55593014,DOCK3,-23.349691,1.0,-0.21151984
MYO3A,-16.978096,1.0,-0.005788503,EME1,-22.48204,0.77754705809965,-0.7129222,ZNF763,-0.12736903,1.0,-0.32268116,PCDHGA1,-21.70686,0.6037471798690092,-0.897998,STAP2,-1.9391947,0.3841346783555596,-1.1797411,ZBBX,-15.749863,1.0,-0.008788298,CASTOR1,-0.014629873,0.4364607293487498,-1.1505941,TBC1D32,0.5885801,0.886897421037501,-0.6480301,RBCK1,0.33151382,0.8904223010359015,-0.6759323,RTN4RL1,0.5482989,1.5183502462867942e-05,4.4684706,INA,1.2086612,0.9225929150114646,0.56006616,AMOT,0.72865915,0.03353177989691932,2.3633163,MAGEA11,0.0,1.0,0.0,SLC22A5,-24.546745,0.2087081031848058,-1.5794942,TLR6,-1.1562883,0.3323145295515717,-1.3145767,TRMT10B,-1.2363153,0.7570299261997893,-0.8157454,POLDIP3,1.2444321,1.0,-0.5561805,VTI1A,1.2572811,1.0,-0.21187475
RASSF10,-14.292548,1.0,-0.005788503,ATXN7L1,0.4930649,0.7766464274320795,-0.7139522,KLHL13,0.2721124,1.0,-0.32290605,PHF8,0.6817329,0.6029838034432061,-0.89906174,SCN9A,0.33515954,0.3826402697546513,-1.1821793,CCDC70,-16.045374,1.0,-0.008788298,DSC2,0.50054085,0.43614632648303303,-1.1510903,TNFRSF9,-1.4857954,0.8864626289302985,-0.6485626,CSDE1,0.45339036,0.8904223010359015,-0.6759883,CCS,-0.67770106,1.5381188957997318e-05,4.465679,ZNF519,-0.024280427,0.9233335967797914,0.5591645,FNDC3A,-0.42103553,0.033773931830428795,2.3605728,TLX1,0.0,1.0,0.0,C1QTNF6,-24.20354,0.20822238649169567,-1.5807558,TSC22D4,1.0983493,0.33111795929645355,-1.3167634,PTN,-23.848465,0.7570299261997893,-0.81580186,ZMYND15,-0.4077697,1.0,-0.5561952,ALAS2,-25.679068,1.0,-0.21198884
MYL1,-15.526269,1.0,-0.005788503,AMER1,-0.6812158,0.7755771763107653,-0.7150801,RAB39B,-0.097424425,1.0,-0.32304797,TRIM66,-0.3108917,0.6022849526733638,-0.8999267,TVP23C,-0.40423265,0.3812318725151644,-1.1844357,ZACN,-13.220837,1.0,-0.008788298,PREX1,0.49997985,0.43573210710436755,-1.1517255,BCORL1,1.2270428,0.886408220741497,-0.6486875,COL25A1,-0.45526448,0.8902482999827308,-0.6763186,CPNE8,-0.43500546,1.5413015154727248e-05,4.465191,ESM1,0.75408673,0.9235200985258304,0.5588443,MATN2,0.0493213,0.03387717785294851,2.3593645,LBX1,0.0,1.0,0.0,AURKB,-3.0921104,0.20815985403236453,-1.5809557,XRCC2,-24.377182,0.32883475853763927,-1.3206923,CXorf40A,0.59360516,0.7550297386329914,-0.8178083,C6orf226,-23.484045,1.0,-0.55646026,FAM3B,-23.447372,1.0,-0.21198884
LCE3D,-16.397427,1.0,-0.005788503,HSPA1L,-0.33538815,0.7754724019534568,-0.7152533,TUBD1,0.4623426,1.0,-0.3237281,GZMB,-5.2295322,0.6018636658532424,-0.90047324,ZNF692,-0.86940706,0.38086680295028985,-1.185061,LRRC31,-17.298906,1.0,-0.008788298,POU6F1,-0.5124705,0.43532582523368524,-1.1523502,HEY1,-3.037506,0.8861256565669378,-0.649018,HES1,0.5403727,0.8899040077485498,-0.67677766,DPF3,0.4339042,1.5492682041124753e-05,4.4640646,WBP11,-0.27743012,0.9242105233218275,0.5580635,CRLF3,-0.590227,0.03399570132954487,2.3580303,GALNTL5,0.0,1.0,0.0,RGS20,-24.397486,0.20773752532712295,-1.5820174,ZNF782,0.93515056,0.3287627619842068,-1.3208693,MATN3,-23.29471,0.7542169348267705,-0.818661,OSBP2,-24.956251,1.0,-0.55646026,ATP6V1E2,-22.710335,1.0,-0.21198884
