C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score
NTNG2,-4.4960666,1.1508089562735914e-08,-5.9387507,PPP6R3,-0.24737899,8.056724321964233e-18,-8.808363,WDR3,-0.9105191,5.868528504710226e-17,-8.520286,ZNRF2,-0.2600599,0.08992666814946583,-2.1525195,GRAMD2B,-1.6058803,0.030619197593130382,-2.8519537,ERAL1,-0.800326,7.508814956331803e-48,-14.657406,AIMP1,-0.5625334,3.143977647579482e-27,-10.974409,ZNF664,-2.6297154,1.087101735611118e-21,-9.767581,NMD3,-0.45070586,5.077571182850564e-15,-8.067654,LCLAT1,-1.4811503,8.126367134580499e-07,-5.302908,ILRUN,-0.16064228,0.00013682744409929608,-4.1761556,KLRB1,-22.894684,1.0,-0.24707709,PEBP1,-0.2472041,0.3965067852952692,-1.2319523,CACNA2D2,-22.101498,1.0,-0.33142418,TMEM114,-20.323565,1.0,-0.18742873,APIP,-0.5784705,8.157817023304313e-21,-9.563923,MVD,-28.12913,1.64731175117546e-24,-10.40801,EIF4EBP2,-0.6253841,1.0598671373131354e-27,-11.084857,AAMDC,-4.047823,8.616984979831752e-08,-5.702462,METTL26,-0.68030864,0.1045173666643789,-2.4360337
SRPK2,-0.5128029,1.1474942630376602e-08,-5.9392834,VIPAS39,-1.1317184,7.720985860814631e-18,-8.813173,COL11A1,-25.602352,5.76603989679633e-17,-8.52235,SLC30A1,-0.15720621,0.08933394913714911,-2.15547,ALG8,-1.4986987,0.030572986437881696,-2.8525577,TMEM208,-0.9633058,6.763577968510671e-48,-14.664526,FCF1,-0.7123531,3.0580021707802692e-27,-10.976946,EXOC6B,-1.5218351,1.0697418045646813e-21,-9.769252,ISLR,-2.2817068,5.077571182850564e-15,-8.067679,KRIT1,-1.2560195,7.974932385093487e-07,-5.3064117,FSD1L,-1.0071088,0.00013368746374370702,-4.1816106,ATP5MGL,-2.827844,1.0,-0.24757852,TCN1,-6.3665514,0.3954141102406611,-1.233679,ALOX15B,-5.0414987,1.0,-0.33252645,CD28,-4.8969536,1.0,-0.18775058,GOLGA1,-0.76672685,7.933880804578327e-21,-9.566843,NEXN,-28.505074,1.64731175117546e-24,-10.40801,CCDC9,-1.2196375,1.0519299567429294e-27,-11.085565,SLC35C2,-1.7104981,8.614122269617834e-08,-5.7025876,TGFB1I1,-1.0297757,0.10451044405349907,-2.4361985
CWC27,-0.97377396,1.1124350497567462e-08,-5.9444776,GLG1,-0.37078145,7.466601824748817e-18,-8.817006,SPATA5,-1.1396,5.566108118306805e-17,-8.526483,FAT4,-0.5149356,0.08917350947855118,-2.1562486,LRP3,-27.174116,0.030550302836371678,-2.8529174,SRSF4,-0.5881517,6.019930876643962e-48,-14.672454,DTX3,-4.6825185,2.748357872683101e-27,-10.98662,TMEM41B,-1.0344548,1.057367096669512e-21,-9.77047,RAD23A,-0.669265,4.841749195127175e-15,-8.073603,GTF2E2,-0.48788407,7.973104818602996e-07,-5.306525,TMEM8A,-0.1554476,0.00013254568383594344,-4.183618,MAP3K9,-3.5284753,1.0,-0.24776383,EMID1,-8.140492,0.39537589276529417,-1.2337941,CBX7,-2.6183565,1.0,-0.3336177,MAOA,-2.4076185,1.0,-0.18776195,THUMPD3,-0.6594901,7.782305257846077e-21,-9.568879,AKAP9,-2.6819572,1.6200282425705807e-24,-10.409676,LYPD6B,-5.7148604,1.0301735750283048e-27,-11.08747,FBXL3,-0.9979289,8.597330752321954e-08,-5.7029886,ATG4A,-1.4796149,0.10408674537680214,-2.4378083
SCRN3,-0.879316,1.111866855897334e-08,-5.9445977,ZBTB4,-0.406868,7.187941495144041e-18,-8.821304,RTKN,-5.2238417,5.3718867380200164e-17,-8.530663,PER2,-0.3907686,0.08881532555083387,-2.1579132,PPARG,-29.15112,0.030517761995335475,-2.8533802,NDE1,-0.5074051,5.727511734828377e-48,-14.675855,NUDCD1,-1.7100006,2.6434366023479296e-27,-10.990165,HSPA9,-1.6864684,1.055437065768656e-21,-9.770694,LAPTM5,-1.3448545,4.4640997897810455e-15,-8.083555,TCP1,-0.6578159,7.954142580037112e-07,-5.3070316,UBE2Q1,-0.1597186,0.00013233823305715432,-4.184032,PDGFB,-21.514702,1.0,-0.25065792,DCAF15,-0.5794989,0.394660259711342,-1.2349672,IL13,-22.713858,1.0,-0.33494997,GRTP1,-4.8786836,1.0,-0.18776195,TM2D3,-0.83623505,7.652135582629741e-21,-9.570664,DHX36,-5.080273,1.592396425697404e-24,-10.411351,TTC3,-0.9003703,1.004606312461702e-27,-11.089754,NANS,-1.6359478,8.525798697673334e-08,-5.704481,ATOH8,-27.05026,0.1039740650426182,-2.4383407
FTO,-1.2463608,1.1084154831099215e-08,-5.945143,CEP55,-4.080633,7.169506148136734e-18,-8.821631,CCDC122,-2.1791422,5.272894233062645e-17,-8.532861,HEBP1,-0.18187983,0.08868521619928543,-2.158686,NAA30,-2.3860624,0.030398619853797305,-2.8548708,STON1,-1.6926014,5.662679085123137e-48,-14.67665,TRIM5,-1.1088356,2.438861691393506e-27,-10.997463,CDK5,-2.3953454,1.0171072183681791e-21,-9.77448,MEPCE,-0.49319005,4.4640997897810455e-15,-8.083567,RNF114,-1.2162429,7.925576916425963e-07,-5.30776,TMEM165,-0.18609796,0.0001296261715864868,-4.188908,TBX21,-22.715698,1.0,-0.25065792,MUC20,-1.8087996,0.3942883077236229,-1.2355752,DTNA,-1.2648474,1.0,-0.33497572,SUMO4,-1.4328358,1.0,-0.18831477,PSENEN,-0.841171,7.540231082214793e-21,-9.572228,NANS,-4.07007,1.5614780542030166e-24,-10.413256,CREB1,-0.9032025,1.0011892124008617e-27,-11.090095,FDFT1,-2.4274738,8.485403456709908e-08,-5.705359,MTPN,-0.5346377,0.1038250714419226,-2.4389997
GDNF,-6.278462,1.0796081688273263e-08,-5.9495277,SMARCD1,-0.44349536,7.085469650634289e-18,-8.82299,FNTB,-1.2432185,5.0347684993937596e-17,-8.538227,CHKA,-0.7382478,0.0880177662541009,-2.1619413,ANKRD17,-0.39012936,0.030362542956263273,-2.855372,DLX2,-26.556667,5.2181928643767317e-48,-14.682217,USP11,-1.8238447,2.306808938851381e-27,-11.002514,SENP5,-1.3304769,1.0002910442572235e-21,-9.776208,SNHG32,-1.0307174,4.425537068150977e-15,-8.084709,BAZ1A,-2.1701655,7.896618271051742e-07,-5.308499,LYSMD3,-0.40571448,0.0001287698134274133,-4.1905284,RADX,-8.016934,1.0,-0.25293067,CCNF,-1.2920214,0.3941578403878719,-1.2358807,FRAT1,-4.044688,1.0,-0.3359584,SLC46A2,-3.1645336,1.0,-0.18920268,TRAPPC5,-0.4586224,7.071330243738167e-21,-9.578904,SLC25A33,-28.067822,1.5447738462422698e-24,-10.414317,HTATIP2,-1.1491486,9.623416833446683e-28,-11.093669,SMYD2,-1.77247,8.485403456709908e-08,-5.705384,ITGAM,-28.241905,0.10365080691647903,-2.4397476
MAZ,-2.1210625,1.0663534313890471e-08,-5.9515862,NUDT2,-0.62745214,7.069003119474825e-18,-8.823291,CNST,-0.8019087,4.949595659187811e-17,-8.540246,CARD6,-0.7756847,0.08783955396905209,-2.1628726,HTATSF1,-1.5763993,0.030353519389586636,-2.8555903,TMEM158,-1.4953061,4.9148835921517735e-48,-14.686299,TPMT,-1.1121322,2.2829257536104904e-27,-11.003483,AKT2,-0.862567,9.395262125543267e-22,-9.78259,BICD2,-0.5430927,4.3693532797704305e-15,-8.086314,SMNDC1,-0.91514194,7.888164068803299e-07,-5.3087664,SEMA4A,-2.8508987,0.00012844568247260334,-4.1911736,CHRFAM7A,-2.5145988,1.0,-0.2535411,FOLR1,-4.147496,0.39341554065025197,-1.2370999,COBL,-22.02648,1.0,-0.33847576,BCO2,-2.5755126,1.0,-0.18944691,NPEPL1,-0.7135061,6.938507667564654e-21,-9.580903,PTPN14,-28.515625,1.5250387664119673e-24,-10.415579,FXR1,-0.9249793,9.616765611581574e-28,-11.093766,HIGD1A,-2.1951869,8.452033328271823e-08,-5.7061677,APOL2,-2.614849,0.10351311798113084,-2.4403687
FXR1,-0.6378693,1.0503892598528019e-08,-5.9541264,SSBP1,-1.1452712,7.045760788375794e-18,-8.823698,GAN,-1.8918236,4.89421182900953e-17,-8.54157,BEST1,-2.0423632,0.08770275973929968,-2.1635544,TMEM200A,-27.819235,0.03026722276348313,-2.8566184,UBE2Z,-0.9421091,4.520197529705937e-48,-14.692019,SLC35C1,-1.0601292,2.1377149779174086e-27,-11.009437,PRRX1,-5.6046085,9.38866292686495e-22,-9.782701,TMEM192,-1.6171117,4.3488625414735525e-15,-8.086934,PRKRA,-0.94645435,7.888164068803299e-07,-5.3088346,EDN1,-1.2214127,0.00012741152348764797,-4.1931076,GCNT3,-20.361843,1.0,-0.25423875,XKR3,-23.176907,0.3930088461782504,-1.2377603,NMRK2,-21.94708,1.0,-0.33847576,WDR97,-5.43371,1.0,-0.18971953,CD300A,-2.357964,6.6022088383096464e-21,-9.586074,COL8A1,-28.893454,1.5055536762228094e-24,-10.416841,GLI2,-27.45831,9.615343647366898e-28,-11.093815,HNRNPA3,-1.5570737,8.396814982399376e-08,-5.7073526,IRAK1,-0.66681457,0.1033647065610324,-2.4410279
C12orf29,-1.5786989,1.0495017753468086e-08,-5.954301,RNGTT,-0.60047203,6.92015811218206e-18,-8.82579,TMEM134,-0.62003654,4.691430927467361e-17,-8.546481,ZXDC,-0.25581616,0.0875223546718276,-2.164498,NUP54,-2.5170848,0.030199483418909073,-2.8574536,PDE6D,-0.4056482,4.505902710454499e-48,-14.692257,TIPRL,-0.74675685,2.1317104417504447e-27,-11.009721,TTC9C,-2.5047364,9.323793522950714e-22,-9.783442,ID3,-0.8837714,4.333427780569064e-15,-8.087416,TRIM59,-2.280859,7.873249953238177e-07,-5.3092556,NHLRC3,-1.7594599,0.00012737050605005445,-4.193297,SSX5,-21.707815,1.0,-0.25423875,ACADM,-0.42603275,0.3928919585811755,-1.2380413,MAS1L,-22.049276,1.0,-0.33847576,PANX3,-20.476336,1.0,-0.19083653,WBP4,-0.72700745,6.512166886211721e-21,-9.587533,CEP63,-4.231496,1.5023184239571819e-24,-10.417083,UBE2D2,-0.48354113,9.509637304621272e-28,-11.094839,SFT2D2,-1.894617,8.372419080305427e-08,-5.7079167,NAGPA,-27.072823,0.10323460287355626,-2.4416237
FAM210B,-0.5962666,1.0339260344734736e-08,-5.9567823,MRTFA,-0.67821807,6.443594844137255e-18,-8.833811,SDHAF3,-1.0916997,4.626752237086166e-17,-8.548155,CTH,-0.48004392,0.08749448112743669,-2.1646876,DLG5,-27.263815,0.030158739464128836,-2.8580062,EIF4E,-0.9486203,4.4352156455800906e-48,-14.693352,FUCA2,-0.63780475,2.1317104417504447e-27,-11.00973,DPY19L1,-1.2046465,8.81146151778264e-22,-9.789198,SMAD3,-0.9409822,4.320521343760569e-15,-8.087827,EVI2A,-4.8339868,7.859670836220775e-07,-5.3096423,WWP2,-0.17469476,0.00012539463577779025,-4.197247,PRRT2,-1.015226,1.0,-0.25457302,OVCH1,-23.29343,0.3905105310420107,-1.2418185,CD8A,-23.513525,1.0,-0.33847576,KIAA1257,-20.198816,1.0,-0.19083653,ATP6V0A1,-1.7403282,6.4069287580516666e-21,-9.589255,AP1B1,-3.4097512,1.473945531988177e-24,-10.418935,CLIP3,-5.711508,8.945620504269696e-28,-11.10034,CHPF2,-0.9667584,8.333346765374466e-08,-5.708782,DNAJA2,-0.72940385,0.10315896429592311,-2.4420292
CPA4,-25.286385,1.006543243582197e-08,-5.9612784,DCAF10,-0.38310492,6.175461091223018e-18,-8.838601,TRMT13,-1.6009023,4.415153545382538e-17,-8.553604,DTX3,-0.3848201,0.0873445278440017,-2.1654315,USP10,-0.79064006,0.030142453337462908,-2.8583019,LIMK1,-0.6507047,4.181321091982118e-48,-14.697369,SPRED1,-0.8040666,2.07730229207719e-27,-11.012113,FGD1,-27.148031,8.780801258908461e-22,-9.789589,CCNH,-0.8691288,4.314020994340895e-15,-8.088058,TACO1,-1.011564,7.84146435561252e-07,-5.310137,MED10,-0.17244032,0.00011941571529768096,-4.208767,PIK3CB,-1.2352678,1.0,-0.25478742,PROK2,-23.953156,0.3905105310420107,-1.2418185,ANKRD36,-2.748498,1.0,-0.33856592,MPL,-21.87665,1.0,-0.19083653,ATOH8,-27.086493,6.376164628890077e-21,-9.589793,ATOX1,-5.022211,1.4490748223462952e-24,-10.420591,HNRNPC,-0.6235038,8.76547568678636e-28,-11.102194,SSBP3,-2.5198677,8.307295160639326e-08,-5.709384,SUB1,-0.98394656,0.1030797615877701,-2.4424477
PRELID2,-3.0807116,9.871853874721447e-09,-5.9644866,MALSU1,-0.364723,6.088119691405575e-18,-8.840271,TEX261,-0.5432694,4.296321982078802e-17,-8.556775,SIK3,-0.20239657,0.08724825023695881,-2.1659322,TACO1,-2.268288,0.030142453337462908,-2.8583274,ATG5,-0.6194029,3.9643245675257294e-48,-14.701,PWWP3A,-1.645458,1.989159043105724e-27,-11.016048,IFT52,-2.5738764,8.676884338723438e-22,-9.7908325,ERAL1,-1.1302245,4.147694948651788e-15,-8.092943,TSFM,-1.9579672,7.825008766756882e-07,-5.310592,RC3H1,-0.48583606,0.00011792661614736217,-4.211718,MTMR8,-3.277475,1.0,-0.25616089,SULT1A1,-2.1902544,0.3903461856126911,-1.24218,NR3C2,-3.020673,1.0,-0.3401632,BEND4,-21.757254,1.0,-0.19083653,LMAN1,-0.5232308,6.269290892973314e-21,-9.5915785,GRK2,-28.417463,1.4112028136484508e-24,-10.423148,SURF4,-0.8900983,8.503604506162067e-28,-11.1049385,HSPE1,-2.5858762,8.287427434190938e-08,-5.709861,CTSF,-26.899343,0.1030797615877701,-2.4425616
EXTL2,-0.8813878,9.847033067380162e-09,-5.9649343,ABCF2,-1.1681393,6.008606763300031e-18,-8.841779,PPP1R8,-0.86079836,4.1549003900892056e-17,-8.560658,GBA,-0.06198971,0.08712987918483728,-2.1665337,HCCS,-2.1802337,0.030107474737752476,-2.8589187,LRP6,-6.6838107,3.779074617493311e-48,-14.704264,PUM1,-0.5616828,1.9293877212378434e-27,-11.0188265,PA2G4,-1.2384514,8.66742893700967e-22,-9.790982,PHLDA2,-1.1214243,4.092642928409434e-15,-8.094618,AKAP8L,-1.4998295,7.744257869125589e-07,-5.3125544,ERCC6,-0.50327456,0.00011713440758111408,-4.213298,SMIM5,-4.8445797,1.0,-0.2575416,DOCK3,-2.9743547,0.38891293000612287,-1.2444901,HIST1H2AK,-2.3777606,1.0,-0.34122682,JAG2,-1.9519243,1.0,-0.19088386,GOLGA2,-1.0086405,5.907728796146437e-21,-9.597745,C11orf68,-4.6471186,1.3602055594199598e-24,-10.426685,COQ10B,-0.91817975,8.466090999314796e-28,-11.10537,UBB,-1.478567,8.228403566222591e-08,-5.711146,PJA1,-1.1332227,0.10292153663339454,-2.443284
POLR3A,-1.0368943,9.768886443121421e-09,-5.966344,NEDD1,-1.0118659,5.894201628937248e-18,-8.843966,ULK2,-0.97438353,4.152125017519021e-17,-8.560759,RAP2C,-0.17787822,0.08704177872697251,-2.1670673,SUGT1,-1.3953364,0.03001329590938299,-2.8600366,FRS2,-0.8647416,3.455685523348e-48,-14.710342,ENDOD1,-4.259456,1.7526822907872014e-27,-11.027501,LLPH,-1.1825645,8.267392971822657e-22,-9.795797,ZNF703,-1.5178528,4.0577321536800205e-15,-8.095708,C7orf26,-3.2403464,7.732827790480825e-07,-5.3128953,YWHAZ,-0.36004144,0.00011602210184953386,-4.215626,IGLC1,-23.12268,1.0,-0.25781956,BTBD9,-0.76614875,0.38820905581191745,-1.2457157,KBTBD11,-2.030973,1.0,-0.3414863,NECTIN4,-2.4352317,1.0,-0.1909577,FNTA,-0.32707438,5.8028653890791195e-21,-9.599632,TMEM106C,-6.0829673,1.350566710255058e-24,-10.4274,ADO,-2.7855322,8.194604357720744e-28,-11.108315,PYCR2,-0.9721603,8.20448659407497e-08,-5.7117105,MRC1,-4.78794,0.10291841136585882,-2.4434361
LRFN3,-4.53669,9.422634852042486e-09,-5.9723415,SH2D4A,-3.6030376,5.891166791697894e-18,-8.844063,ZNF292,-1.0657896,4.0011299533044014e-17,-8.565075,GDPD5,-0.972274,0.08658264276057641,-2.16941,RAB11A,-1.4826187,0.030009248537365092,-2.8602936,ABHD10,-1.2590599,3.392108296313232e-48,-14.711622,IDE,-0.7816323,1.6318571377551795e-27,-11.033956,TMEM43,-1.1778078,8.231062832671198e-22,-9.796282,SLC30A7,-1.2916701,3.972082191136748e-15,-8.098352,SNX17,-0.53396964,7.665675762619779e-07,-5.314556,TERF2IP,-0.1801198,0.00011601766379986033,-4.215693,LILRA4,-22.417221,1.0,-0.25781956,R3HCC1L,-0.37975952,0.38810516205543044,-1.2459294,NOXA1,-5.0965695,1.0,-0.34197763,PIK3IP1,-2.4223518,1.0,-0.19188158,API5,-0.5006249,5.6731693044202965e-21,-9.602045,SMAGP,-28.43698,1.3221843835896276e-24,-10.429456,UBA1,-1.184915,7.970699780540888e-28,-11.110826,DUS1L,-1.3584636,8.193008351374567e-08,-5.7120175,IQSEC2,-26.79616,0.10291841136585882,-2.4434996
CKB,-5.1335316,9.07140070992109e-09,-5.9785705,TSPAN5,-25.992556,5.790883632959924e-18,-8.846019,SCRN3,-0.8148809,3.796094484157508e-17,-8.571181,TRMT1,-0.5858443,0.08619105474526917,-2.1712682,ADGRA2,-2.001215,0.029993872580678742,-2.8606148,SLC9A6,-0.8126187,3.07468809069554e-48,-14.718292,MMS19,-1.5023698,1.5968689682322653e-27,-11.035934,LCMT1,-1.6658195,8.1951805612417465e-22,-9.796762,ERF,-0.6264687,3.967297532187415e-15,-8.098547,CCNDBP1,-0.69567776,7.662252396359086e-07,-5.3147097,FAM160A2,-0.91494155,0.0001158531442248222,-4.216071,FAM83F,-21.893862,1.0,-0.25781956,RASGEF1A,-3.8888721,0.3857388829597649,-1.2496458,TRAT1,-23.297363,1.0,-0.34200156,RNFT1,-1.1365111,1.0,-0.19194974,DOCK5,-0.6163504,5.460583197323484e-21,-9.606021,ACAP2,-5.2067327,1.3017432108316784e-24,-10.430975,KLHL7,-1.6402596,7.85877422232334e-28,-11.1121235,KLF12,-2.5224576,8.11756490392636e-08,-5.7136602,PCMT1,-0.29283437,0.10280378838972866,-2.4441206
GAN,-2.4054189,9.025736453897189e-09,-5.979465,ITGA1,-25.820364,5.790883632959924e-18,-8.846019,PDE7B,-25.402117,3.6735057586122487e-17,-8.574984,SULT1C2,-1.3676356,0.08618415927627474,-2.171363,ETV5,-27.367273,0.02994611032952726,-2.8612444,WDR34,-1.8408138,2.7868477383747644e-48,-14.724961,SLC25A38,-1.6682234,1.5935424644849597e-27,-11.036153,STARD3NL,-0.6106634,8.156865751598832e-22,-9.797276,MPP5,-1.0247468,3.958096161926275e-15,-8.098878,KCTD9,-0.8109465,7.535884585277929e-07,-5.3178096,FBXL3,-0.18236955,0.00011441865306898373,-4.218998,TMC4,-20.728724,1.0,-0.25781956,CCL13,-23.557306,0.38558501628161873,-1.249935,LRRC4B,-22.639513,1.0,-0.34200156,PBX1,-1.5719482,1.0,-0.1931349,CMIP,-0.50460744,5.429796221401362e-21,-9.606645,MYO1E,-5.26803,1.2908324617585179e-24,-10.431812,PHLDA3,-27.509485,7.780104372811535e-28,-11.113057,TRAPPC12,-2.424785,8.053182609448167e-08,-5.7150836,TATDN2,-1.6956934,0.10276097488770403,-2.4444122
FANCI,-2.5242927,8.8636454133586e-09,-5.982453,RBX1,-0.35672876,5.565478500592534e-18,-8.85053,DHX33,-0.84108037,3.573675762483905e-17,-8.578178,YARS,-0.19489264,0.08617457499506152,-2.1714785,PDPR,-2.1040316,0.02994611032952726,-2.861283,BET1,-1.264018,2.6940890553903287e-48,-14.727273,THRA,-1.1507741,1.558540643456148e-27,-11.03818,GNAI2,-0.943812,7.929467527394373e-22,-9.800172,TRPT1,-1.3364757,3.944627387063313e-15,-8.09934,CD53,-9.29208,7.485346743967007e-07,-5.319106,HDHD2,-0.27244794,0.00011284265871424416,-4.2222404,RNASE1,-6.1862116,1.0,-0.25882787,TFCP2L1,-23.070118,0.38558501628161873,-1.249935,BMP7,-21.458128,1.0,-0.34200156,UBXN2B,-0.78532207,1.0,-0.19332801,AP1M1,-0.34273612,5.4258852756760856e-21,-9.60676,PLS3,-28.632025,1.2890890083010562e-24,-10.431979,SNRPE,-1.0197675,7.74817140683968e-28,-11.11346,NDUFA3,-0.92708987,8.020293069521639e-08,-5.7158484,MFN2,-1.3293115,0.10222110037505429,-2.446453
LRP11,-0.83466583,8.522374214343097e-09,-5.9890246,DOLK,-0.58933526,5.45070382237234e-18,-8.852895,DUT,-0.8468175,3.53789304569383e-17,-8.579359,TSNARE1,-1.5084496,0.08607338901520602,-2.1720614,ISLR,-27.865349,0.029925929257459318,-2.8617072,SERTAD3,-1.8586391,2.5721651448197828e-48,-14.73045,DNAJA1,-0.6091008,1.5313421017271227e-27,-11.039793,GNG11,-7.5205455,7.640937844074744e-22,-9.803954,ATP6AP1,-0.6922285,3.860398003372186e-15,-8.102015,CHAMP1,-2.9993458,7.374474870964696e-07,-5.321893,PPM1A,-0.17751864,0.00011216930322562822,-4.223647,CYP7A1,-3.7998924,1.0,-0.26000515,PIK3IP1,-2.6936626,0.38554236611096515,-1.2501158,FAM124A,-1.4281478,1.0,-0.34216717,SLC39A12,-20.372967,1.0,-0.19424433,TMTC3,-1.6119457,5.166034750061478e-21,-9.611855,ATRX,-5.2204995,1.2842551960053996e-24,-10.432375,CDC73,-0.4078189,7.450116131863574e-28,-11.116996,RELB,-3.365863,8.01468167825748e-08,-5.716037,ARL2BP,-1.7511562,0.10220724711736642,-2.446643
POLR1A,-0.71087825,8.387946173013039e-09,-5.9916825,PHTF1,-0.637498,5.0430510490014284e-18,-8.861602,ITGA2B,-4.9440584,3.499365035605836e-17,-8.580667,LNPEP,-0.32810915,0.08607233030945116,-2.1721294,LPCAT4,-27.332232,0.029925929257459318,-2.8617072,RUFY2,-1.0176991,2.4983716708785058e-48,-14.73244,NDUFAB1,-0.6359677,1.489299412554129e-27,-11.042326,MANBAL,-1.651781,7.562649655451748e-22,-9.805034,KDM5A,-0.68067455,3.64694567875314e-15,-8.108977,STXBP2,-3.6676548,7.368873276971058e-07,-5.3221035,ADORA2B,-2.0643933,0.00011097531667795335,-4.226115,FGFBP2,-6.8124495,1.0,-0.26009598,TNFRSF10B,-0.39918947,0.3823139679421423,-1.2553816,LIN7A,-0.87648237,1.0,-0.34265113,IL22RA2,-20.47991,1.0,-0.19424433,SYNRG,-0.26377758,4.953484669771326e-21,-9.61622,NTN4,-28.904533,1.2397319344455036e-24,-10.435764,JAG1,-3.5817897,7.308397633091306e-28,-11.118746,IMMT,-1.1205775,7.960777339739186e-08,-5.717253,CDK14,-0.42833936,0.10220724711736642,-2.446732
INPP5E,-1.1511024,8.09453939841335e-09,-5.9975057,FCF1,-0.3340335,4.8887229279066825e-18,-8.865105,HECW2,-4.3894105,3.4145364430088493e-17,-8.583511,ZMAT2,-0.15467511,0.08607233030945116,-2.1721582,FAM189B,-27.185066,0.029862150508919296,-2.8626323,EXOSC10,-0.47651622,2.3401602571994742e-48,-14.736883,PCBP2,-0.73999393,1.4851797387726358e-27,-11.042605,SNX5,-0.88321483,6.571994267816014e-22,-9.819238,GDI2,-2.2822647,3.4434647184583643e-15,-8.115999,FAM120AOS,-1.1947813,7.270126090845099e-07,-5.324629,SOCS6,-0.3052891,0.00010996535469196354,-4.2283473,BAALC,-0.800072,1.0,-0.26116422,OSGIN1,-0.41382182,0.37629904982551265,-1.2649752,MANSC4,-21.097967,1.0,-0.34552732,MPIG6B,-21.784801,1.0,-0.19424433,CCT3,-1.1075069,4.6860191023851e-21,-9.621972,SMG5,-5.5572553,1.2349579441258063e-24,-10.436169,HGS,-0.55965596,6.962083267837709e-28,-11.123112,MICU2,-2.3499072,7.958730191034092e-08,-5.7173657,RING1,-0.4824568,0.10182078126214224,-2.448291
AMIGO2,-0.58002144,8.058716671944952e-09,-5.998335,PHF2,-0.2521303,4.865680667897716e-18,-8.865671,TOP2A,-5.2629843,3.226602859160761e-17,-8.590042,ARID3B,-1.420183,0.08597482844554916,-2.1727042,NR1H2,-0.7736033,0.029814585978890987,-2.863262,HSBP1,-0.80441105,2.1967300732954704e-48,-14.7411785,AACS,-0.79146475,1.3485410087261706e-27,-11.051303,TRIB3,-2.0754068,6.327264167033277e-22,-9.823102,CPT2,-1.1646799,3.4382682457467733e-15,-8.116231,ANAPC16,-0.89022565,7.25937592192586e-07,-5.3249702,COG7,-0.3701394,0.00010880238752569046,-4.2308555,TEX14,-21.426725,1.0,-0.2614004,VPS4B,-0.40950075,0.37608198920391284,-1.2653645,MSR1,-2.0594127,1.0,-0.34643823,PAQR8,-1.433045,1.0,-0.1958157,EHBP1,-0.8105593,4.5946702498443304e-21,-9.624038,TPRKB,-5.6524,1.2336608892109294e-24,-10.436307,PIAS3,-2.3609178,6.9245862598451915e-28,-11.123629,KMT2D,-1.6242163,7.95433716559581e-08,-5.717529,SMIM12,-1.3919533,0.10177834289674921,-2.4485826
TMEM258,-0.48910788,7.897474000499981e-09,-6.0016894,EPN2,-2.7029788,4.851573003479178e-18,-8.866034,KCTD16,-24.979279,2.926439611802776e-17,-8.601301,RSPO3,-1.9268316,0.08597482844554916,-2.1727166,PBX3,-0.6041549,0.02975139635688692,-2.8640587,BMT2,-1.954981,2.0228166864306967e-48,-14.746771,ASF1A,-2.234401,1.3353649554492089e-27,-11.052216,MAT2B,-0.6181263,6.254346703798477e-22,-9.824309,SLC30A4,-2.8262095,3.3131751579542924e-15,-8.120777,HMGN3,-0.6409568,7.25937592192586e-07,-5.3249927,CTR9,-0.27745792,0.00010795085969288166,-4.2326803,TPBGL,-20.33156,1.0,-0.2614004,ADD2,-3.8946474,0.37388309546888676,-1.2687869,CCDC17,-4.462585,1.0,-0.34650448,INHBE,-1.3971086,1.0,-0.19717313,SLC35F5,-0.4012689,4.5365725585185295e-21,-9.625387,TMEM87A,-4.302539,1.2067464631659443e-24,-10.438439,NLK,-0.9857194,6.9245862598451915e-28,-11.123653,SPATA20,-1.0440774,7.940275930667676e-08,-5.717899,LIN7A,-27.282095,0.10166434916462812,-2.4491277
