C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score
CAND1,0.47636178,0.48990421396181055,1.691102,COPS7B,0.5729512,1.0,0.12194529,NOP56,0.39851478,1.0,0.630282,JAG1,0.44037426,0.9722456996162744,1.2572135,BRMS1,0.24782902,0.6848779524635089,1.4899371,RUFY2,1.135463,0.46079666817398424,1.7095009,TOM1,0.4124431,1.0,1.1957834,EDC4,0.45969495,0.5697978802022339,1.5801479,GSC2,0.0,1.0,0.0
RALY,0.45498776,0.4904641246988611,1.6903931,PNPLA4,0.98650235,1.0,0.12136182,GDA,4.690208,1.0,0.630137,NAAA,0.35789278,0.9722456996162744,1.2572135,SNX21,2.1142037,0.6858340422105051,1.48907,GSK3B,0.7277961,0.46079666817398424,1.7095009,AHNAK2,1.0404392,1.0,1.1937107,PAF1,0.19269998,0.5699614560587597,1.5798671,TERB2,0.0,1.0,0.0
CARMIL2,0.8344297,0.4904641246988611,1.690275,CHST13,2.7272239,1.0,0.12107009,DENND3,0.46627676,1.0,0.62883234,ELOA,0.46282974,0.9742851655501038,1.2555596,METTL1,0.61755186,0.6861412151679562,1.48855,EVA1B,2.0095384,0.4626657452832802,1.7071762,CCDC82,0.28956035,1.0,1.1929334,STAMBPL1,2.167476,0.5710889043667693,1.5787446,PCDHB8,0.0,1.0,0.0
KIF1BP,0.5982306,0.4909026684177641,1.6896842,LCAT,0.83370036,1.0,0.12092422,DNAI2,2.2957199,1.0,0.62883234,INAFM2,1.2571949,0.9743447099632998,1.2553757,EFCAB13,1.3896604,0.6870985256311225,1.4876829,NAT10,0.70399857,0.46294487412264357,1.7067535,UBXN7,0.5742207,1.0,1.1926744,ACLY,0.17856382,0.5725400482114101,1.5773414,FAM240B,0.0,1.0,0.0
SMPD4,0.63201696,0.491195288965239,1.6888571,JPH1,2.4322402,1.0,0.12077835,CCDC106,0.47471955,1.0,0.6286874,PHPT1,0.2735859,0.9773791510983848,1.2529867,UAP1,0.45502794,0.6880567855297729,1.486816,MUS81,0.5747116,0.4630892455228412,1.7063309,F11R,0.26256397,1.0,1.1922858,ZNF407,0.76382524,0.5736712911147085,1.5762188,ACMSD,0.0,1.0,0.0
MIB1,0.59326094,0.491195288965239,1.6888571,MT1G,1.8656182,1.0,0.12077835,APOBEC3G,0.5527126,1.0,0.62636805,GOLGA2,0.3121546,0.9778095321594471,1.2524353,SRF,0.3150647,0.6890549636865231,1.4857757,C11orf80,1.4558381,0.4630892455228412,1.7063309,TNRC6A,0.6905852,1.0,1.1921562,B3GAT3,0.5868726,0.5736743065230416,1.5760785,PLA2G4D,0.0,1.0,0.0
SMKR1,0.86659473,0.491195288965239,1.6888571,ZNF627,1.0631595,1.0,0.12077835,SCLY,1.2788322,1.0,0.6257882,SRPX,0.96554667,0.9787198247971465,1.2513326,POLD1,0.2512844,0.6890939699160424,1.4856023,SPTLC1,1.0266236,0.46323374736967377,1.7059082,SLC25A45,1.0841541,1.0,1.1917676,LAMC1,0.0072760885,0.573838652334075,1.5757979,RPRM,0.0,1.0,0.0
MEX3C,0.5747609,0.4914148478739442,1.6885027,LRRC69,1.566787,1.0,0.12077835,ERP27,1.8185471,1.0,0.6250634,CUL2,0.31980026,0.9787198247971465,1.2509651,CIB1,0.37431532,0.6893632134340723,1.4852555,WDR73,1.2333903,0.4635855469655876,1.7052742,KCTD18,1.5758673,1.0,1.1909903,MS4A4A,0.0030687312,0.5770808714590491,1.5725706,GRK1,0.0,1.0,0.0
DBF4B,1.4366246,0.49270900797868655,1.6869667,FAM30A,1.6189103,1.0,0.12048662,RBKS,1.644251,1.0,0.62491846,TENT4B,0.5261415,0.9787198247971465,1.2509651,MAIP1,0.267277,0.6894022903738024,1.4850821,SEPTIN10,1.189002,0.46476743972311674,1.7037948,TIMM8A,0.29996446,1.0,1.1906018,SMUG1,1.3035668,0.5775700108303736,1.5720092,ESPNL,0.0,1.0,0.0
OSGEP,0.82451415,0.4933938459022911,1.6860214,MPP4,2.8870907,1.0,0.12048662,TOMM22,0.3712984,1.0,0.6247735,SBNO2,0.16359344,0.9787198247971465,1.2509651,ACADM,0.5397277,0.6894414049181986,1.4849087,DLGAP5,1.1864502,0.46525534884760256,1.7031609,POLK,0.5438198,1.0,1.1893064,SDHB,0.22578321,0.5779002953915813,1.571448,PCDHA13,0.0,1.0,0.0
SAMD9,0.3017317,0.49373762357861717,1.6851944,SENP6,0.07892064,1.0,0.12048662,CMTR2,0.28516224,1.0,0.6243386,PTPRJ,0.82136416,0.9787198247971465,1.2505976,INPPL1,0.32970774,0.6905195213239009,1.4835216,PRR14,0.5252978,0.46560837471449357,1.7025268,STRBP,0.63887525,1.0,1.1891768,C2CD2L,0.7222132,0.5788768667911018,1.5704657,AL772284.2,0.0,1.0,0.0
TFCP2,0.37865677,0.4943254425058965,1.684131,RAB21,0.028842954,1.0,0.12048662,COX7B,0.49574134,1.0,0.6240487,EFR3A,0.21364017,0.9787198247971465,1.2504138,CCNYL1,0.65406203,0.6917117199082304,1.4824812,UQCC3,0.8653734,0.46568103233126706,1.7023154,NME3,0.60077536,1.0,1.1883996,CLASRP,0.4686681,0.5800202466161045,1.5692028,PCDHA12,0.0,1.0,0.0
ATG16L2,0.49190366,0.4948896013181333,1.6834221,ZNF517,1.2699502,1.0,0.12019488,DCTN1,0.18014738,1.0,0.6225991,CCDC186,0.15230307,0.9787198247971465,1.2504138,STK3,0.32284316,0.6929447071014213,1.4812676,FYN,0.8049614,0.46596166344220996,1.7018929,PRKD2,1.0021845,1.0,1.1878815,LYPLAL1,0.33539665,0.580511201909938,1.5686415,PCDHA11,0.0,1.0,0.0
EXT1,0.1501932,0.4956011298808894,1.6824769,MEIG1,0.9788317,1.0,0.11990315,STAT5B,0.2597486,1.0,0.62245417,ARMCX1,1.2043384,0.9791511944770611,1.2498624,ST6GALNAC4,1.129287,0.6934462052437945,1.4807473,PTPRM,0.7414242,0.4660344006623438,1.7016815,TMA16,0.96898496,1.0,1.186586,PCNX3,0.3522636,0.5806769530273977,1.5683609,KCNH7,0.0,1.0,0.0
EMSY,1.3307636,0.4970526620727834,1.6803502,SRPRA,0.05835701,1.0,0.11975728,NPRL2,0.4855491,1.0,0.62216425,PHLDB2,2.4135094,0.9795225128213475,1.2494949,PDCD6IP,0.35685843,0.6989003542400322,1.4753723,USP9X,0.4767376,0.4662528077297102,1.7012588,UBE2O,0.33809352,1.0,1.1858088,LIMS2,1.0963746,0.5813373350753116,1.5673786,PRRT1B,0.0,1.0,0.0
ATP5MF,0.32602942,0.497397424439331,1.6797594,NUDT13,0.5222429,1.0,0.11931968,ADCK2,0.5149313,1.0,0.6220193,TNK2,0.33787158,0.9802051598045339,1.2489436,FADS1,0.2936665,0.6994048761144193,1.4748521,PPP1R16A,2.5651145,0.4662528077297102,1.7010474,DCAF11,0.40075263,1.0,1.1833476,HADH,0.38318366,0.5816662003214067,1.5669577,IRS4,0.0,1.0,0.0
TAF1D,0.22820295,0.4984569647918572,1.6784598,MFSD4A,3.1314287,1.0,0.11917381,OGFOD1,0.29144204,1.0,0.6212945,DNM2,0.22993873,0.9812598312729403,1.2480247,DIDO1,0.6089295,0.7006078015124095,1.4738117,SPATA18,5.9719224,0.46632567518538676,1.7008362,TMEM127,0.3219434,1.0,1.1824408,TP53I11,1.5093932,0.5818322655656595,1.5666771,SOX1,0.0,1.0,0.0
C1GALT1,0.5289477,0.49951820736650576,1.6771601,GAS2,2.890454,1.0,0.11917381,ATP5F1A,0.26011717,1.0,0.6212945,PSENEN,0.1293423,0.9816920227441799,1.2474734,INTS3,0.35194796,0.7006474605879075,1.4736384,DOK4,4.7013464,0.46786746811610613,1.6987227,PPP6R1,0.20383503,1.0,1.1820521,OXR1,0.22665344,0.5823307736222633,1.5658351,LINC02694,0.0,1.0,0.0
SNRNP70,0.4127366,0.49961742796202246,1.6769238,RDH5,4.3104253,1.0,0.11917381,SARS,0.51982903,1.0,0.62071466,OPLAH,0.81476694,0.9826872890730683,1.2467382,TST,1.7402339,0.7006871572738614,1.473465,CABYR,4.8879213,0.46829555532136635,1.6978774,IL7,0.6338923,1.0,1.1799794,RBX1,0.22093491,0.5823307736222633,1.5658351,PCDHA10,0.0,1.0,0.0
CYREN,0.5626874,0.5004334020760183,1.6758604,THSD7A,3.3490448,1.0,0.11917381,LUC7L3,0.37805685,1.0,0.62071466,DTNB,0.69976544,0.9867956948243143,1.2434303,SATB2,1.853614,0.7016982836001551,1.4724247,OSTC,0.73818934,0.46872409718492863,1.6970321,TIMM22,0.73515075,1.0,1.1771296,NUP205,0.2789302,0.5823307736222633,1.5658351,PCDHA9,0.0,1.0,0.0
CCDC15,2.989673,0.5004334020760183,1.6758604,RNF207,5.017502,1.0,0.11917381,GRAMD2B,0.3515229,1.0,0.6192651,DCUN1D3,0.32430562,0.9899749332870686,1.2406737,PIK3R4,0.5214504,0.7019711234087161,1.472078,PDS5B,0.7933283,0.4692886086935119,1.6961868,SLC16A5,0.61428285,1.0,1.1768706,PDGFC,0.33777773,0.5828231814747685,1.5652739,SPACA7,0.0,1.0,0.0
SNRK,0.44185746,0.500508685168349,1.675506,GPR18,4.2931848,1.0,0.11917381,SLC12A2,0.18283547,1.0,0.6191201,ARFGAP1,0.33759767,0.9907227977258591,1.2399385,TMC6,0.7142568,0.7029437195723097,1.471211,NOSIP,0.89529425,0.4692886086935119,1.6961868,RBM12,0.60308814,1.0,1.1763524,GOLGA5,0.36502844,0.5828297500479954,1.5649933,TMCO5A,0.0,1.0,0.0
TAF5,2.4264128,0.5019204314067887,1.6738518,PPP1R27,3.4327145,1.0,0.11917381,RAB35,0.26819265,1.0,0.61825037,UBR2,0.22517142,0.9919671276022546,1.2388358,AP2M1,0.26194465,0.7029835620121094,1.4710376,HCFC2,1.1049389,0.46998934442365103,1.6953413,TP53INP1,0.3714937,1.0,1.1760933,OSGIN2,0.47159204,0.5829961795793477,1.5647125,F10,0.0,1.0,0.0
R3HCC1,0.5768443,0.5019204314067887,1.6737337,SLC26A8,4.5544314,1.0,0.11917381,NUDT17,0.8263911,1.0,0.61694574,VPS50,0.70572406,0.9924635969854287,1.2377332,TSEN2,1.664,0.703143307243859,1.4703441,PACRGL,1.4557003,0.4702721204388222,1.6949188,ADAM28,0.89418674,1.0,1.1758342,SAP130,0.28533915,0.5857839931001518,1.5619062,PROZ,0.0,1.0,0.0
ADGRL1,1.1406538,0.5020201274684342,1.6734974,ETV2,4.158401,1.0,0.11917381,DNAH14,0.1811678,1.0,0.61549616,CLUH,0.32871145,0.9927081728179445,1.2369981,GK5,0.63107485,0.7031833373059134,1.4701706,SPIRE1,0.6032309,0.47097396624173127,1.6940733,PARP4,0.20454983,1.0,1.1745389,TMEM91,1.3580302,0.5869339838423842,1.5607836,UGT1A4,0.0,1.0,0.0
MPG,0.37581336,0.5045527604479325,1.67078,NGFR,5.6163764,1.0,0.11917381,PNO1,0.77703893,1.0,0.6149163,PCYT2,0.32577816,0.9927081728179445,1.2369981,TMEM45B,0.7973338,0.703690082716037,1.4696505,ROBO3,3.165652,0.4718240612195492,1.6928053,ZNF628,0.979216,1.0,1.1740206,RAB35,0.21209285,0.5889134401342158,1.5586787,PCDHA7,0.0,1.0,0.0
STAM,0.3113614,0.5057725849734348,1.6693621,SGCD,5.2380714,1.0,0.11917381,STK4,0.2141697,1.0,0.61375666,GAS2L1,0.88368607,0.9929427372523575,1.236263,AKT1S1,0.8936402,0.7041970848998163,1.4691303,TMEM87B,0.96275735,0.4718240612195492,1.6928053,FXR1,0.5368579,1.0,1.1722071,CHCHD7,0.3295443,0.589081067108543,1.5583981,IL17REL,0.0,1.0,0.0
CASP6,1.018412,0.5061219417648938,1.6688895,SEMA3B,2.8810384,1.0,0.11917381,EEF1B2,0.18597196,1.0,0.6136117,SLC12A8,0.17099012,0.9929427372523575,1.2357117,IMPACT,0.23164286,0.704470746563484,1.4687835,HYLS1,1.6835706,0.472107699592888,1.6923827,TOMM34,0.23384099,1.0,1.1722071,FZR1,0.26477796,0.5897453931333542,1.5575563,FOXB2,0.0,1.0,0.0
ISYNA1,1.7209551,0.5075455675391941,1.6671172,OR56B1,3.9464583,1.0,0.11917381,ZNF595,0.970341,1.0,0.61317676,ALPK3,0.5425616,0.9929427372523575,1.2351604,DHX40,0.43413535,0.7057598404118935,1.4673964,EHMT1,0.53691137,0.47225537804186013,1.69196,GCNT1,0.4572394,1.0,1.1716889,MAFF,0.32234877,0.589916589632065,1.5571352,RAB17,0.0,1.0,0.0
BRWD3,0.5311556,0.508322698764781,1.6658176,DLGAP3,5.7911487,1.0,0.11917381,CLASP1,0.30783224,1.0,0.6102776,SDHAF4,0.1510402,0.9929427372523575,1.2351604,SLC35B1,0.3033465,0.705800086077455,1.467223,NDUFS5,0.8927411,0.472267203995706,1.6917486,FAM189B,0.5647494,1.0,1.1715593,PITPNM1,0.45054385,0.589916589632065,1.5571352,PRLH,0.0,1.0,0.0
VWA8,1.4723521,0.5083991904440115,1.6654631,KIAA0408,4.566219,1.0,0.11917381,SLC32A1,2.598116,1.0,0.6102776,FBXO9,0.29203787,0.9929427372523575,1.2347928,ABCD1,1.2792532,0.7068568532612393,1.4661827,BRF1,1.0591975,0.472267203995706,1.6915374,SF3B3,0.31939834,1.0,1.1711708,OGFRL1,0.33210388,0.5905782820159604,1.5564337,NANOGP8,0.0,1.0,0.0
SMARCAD1,0.79653287,0.5090767971000634,1.6643997,KRT3,4.3251553,1.0,0.11917381,RNPS1,0.22399947,1.0,0.6102776,PRKCSH,0.19042687,0.9930045574858315,1.234609,PSD4,0.35304278,0.7068568532612393,1.4660093,UBP1,0.61093044,0.472267203995706,1.6915374,FAM124B,0.87102693,1.0,1.1706526,COL1A1,0.7185449,0.5915735184450248,1.5553111,GJD2,0.0,1.0,0.0
ENOPH1,0.39307866,0.5090767971000634,1.6643997,RSPH10B2,5.8020563,1.0,0.11917381,SSR2,0.16221333,1.0,0.6099877,TCF7,1.1816874,0.9930664174715121,1.2344252,HAVCR2,0.35694367,0.7068568532612393,1.4660093,KNOP1,0.76077676,0.4724151780397145,1.6911147,GDPD5,0.48465568,1.0,1.1688391,KCNMA1,2.1769996,0.592741886452961,1.5537676,PCDHA6,0.0,1.0,0.0
RANBP3,0.34685674,0.5093028437086009,1.6640453,UCN2,5.212852,1.0,0.11917381,ZSCAN30,1.0195339,1.0,0.60969776,CD72,1.8842661,0.9938166895752774,1.2336901,DPH7,0.601257,0.7071717348056008,1.4654891,SPTLC2,0.33061853,0.4724151780397145,1.6911147,ZNF569,0.70101964,1.0,1.1688391,RNF5,0.2153906,0.5939085403779791,1.5523643,ATP4B,0.0,1.0,0.0
CYSLTR1,0.9901576,0.5093556686078893,1.6635727,WBP2NL,5.1904354,1.0,0.11917381,CENPC,0.3049863,1.0,0.6095528,SETD4,0.7308238,0.9948807876132103,1.2327713,COA5,1.0257689,0.7090144815420335,1.4634085,BAG1,0.494738,0.47306993098102534,1.6896353,ORAI2,0.27076295,1.0,1.1676732,IKBKG,0.395346,0.5967269585655355,1.5498387,NUTM1,0.0,1.0,0.0
RTKN2,3.6887527,0.5093556686078893,1.6635727,PTGDS,4.2149467,1.0,0.11917381,CRYM,3.3172812,1.0,0.6091179,PDHX,0.4236362,0.9949428050626387,1.2325875,ZNF780A,0.9222821,0.7105038197687875,1.4620214,MORC4,1.9239405,0.47335431810331846,1.6892127,MCM3AP,0.68313015,1.0,1.1675436,HDAC6,0.26452833,0.5979060804072733,1.5481547,PCDHA5,0.0,1.0,0.0
MOV10,0.499259,0.5093556686078893,1.6635727,ZNF112,4.4551067,1.0,0.11917381,ZNF529,0.6234603,1.0,0.6091179,WBP2,0.23746647,0.9956940199554375,1.2318524,ODF3L1,1.4103304,0.7114938910202626,1.4602875,ERLIN1,1.1397951,0.4744805209100556,1.6879447,PDIK1L,0.44415843,1.0,1.1667664,ZNF90,1.851604,0.5979060804072733,1.5481547,VPREB1,0.0,1.0,0.0
MPHOSPH10,0.29860005,0.5098081902668224,1.6628637,DNAH8,4.455532,1.0,0.11917381,POLDIP3,0.30805114,1.0,0.60897297,SIRT2,0.3424197,0.9959427371854034,1.2311172,RNF214,0.56268966,0.7114938910202626,1.4602875,TPRKB,0.4816971,0.47575782017689233,1.6862539,CTDSP1,0.1943695,1.0,1.1666368,ARPC1A,0.6287843,0.5979131263797348,1.5478741,KLHL30,0.0,1.0,0.0
LMF2,1.0044751,0.5104397734873706,1.6618004,OOSP3,6.3539767,1.0,0.11917381,HARS,0.27976525,1.0,0.60795826,KPNB1,0.22116639,0.9965680862495733,1.2301984,SPRY1,0.54595685,0.7122400628377461,1.4595939,OAZ2,0.70206994,0.47661506222990785,1.6849859,BDP1,0.32179293,1.0,1.1659892,N4BP2L1,1.1256889,0.6017526595314645,1.5442258,PCDHB6,0.0,1.0,0.0
STX8,0.36540705,0.5104397734873706,1.6618004,ADAMTS2,2.976399,1.0,0.11917381,PHC1,0.44582844,1.0,0.6078133,ZFYVE1,0.58492166,0.9965680862495733,1.2301984,ENY2,0.32720035,0.7127514538239003,1.4590737,MPDZ,1.1688402,0.47697584046516983,1.6843519,RAP2C,0.19044933,1.0,1.1658596,SRP54,0.1870515,0.601756126770598,1.5440855,PCDHAC1,0.0,1.0,0.0
EIF2S1,0.40707037,0.5104397734873706,1.6616822,KRTAP1-5,5.0426383,1.0,0.11917381,KIAA1109,0.1958175,1.0,0.60766834,CMAS,0.13629667,0.9973203671256428,1.2292795,IFIT2,1.224876,0.7127923994842951,1.4589003,PCDHGC3,4.1382155,0.47698893474789233,1.6839292,SMARCAL1,0.6109923,1.0,1.1657301,MLH1,0.6197176,0.6017596282731636,1.5439452,GALNT13,0.0,1.0,0.0
AUP1,0.54197705,0.5104397734873706,1.6615641,OR2B6,4.432759,1.0,0.11917381,ZNF345,1.1222197,1.0,0.6067986,USP8,0.46737304,0.9973203671256428,1.2292795,SASH1,1.3688298,0.7135395108474902,1.4582068,PLA2R1,3.535658,0.47698893474789233,1.6839292,EIF4A2,0.28219238,1.0,1.165471,DDX5,0.18567118,0.6019300356669404,1.5436646,TRPM3,0.0,1.0,0.0
PRKRA,0.6516795,0.5118250721930984,1.65991,HEATR9,2.1987982,1.0,0.118882075,TP53INP2,0.35373196,1.0,0.60665363,DCAF13,0.77959263,0.9976966485146601,1.228912,RNF220,0.77243733,0.7137861047194151,1.4575132,EVI5,0.86225,0.47698893474789233,1.6839292,TRIM39,0.9379901,1.0,1.1652119,RAPH1,1.0124812,0.6019335964943805,1.5435241,PCDHB4,0.0,1.0,0.0
SRRM2,0.33333674,0.5118250721930984,1.6595556,KRT86,1.7936525,1.0,0.118882075,RNF145,0.20380183,1.0,0.6057839,UNC50,0.41009125,1.0,1.2268904,SLC8B1,1.1752883,0.7137861047194151,1.4571664,PRORP,0.85082436,0.4772751917606219,1.6835065,XK,0.8643,1.0,1.1652119,TUBGCP6,0.3923782,0.6021077011523347,1.5431032,LTK,0.0,1.0,0.0
GORASP2,0.40004998,0.5118250721930984,1.6595556,OR1N2,1.8222713,1.0,0.118882075,EIF3H,0.23859002,1.0,0.6046242,DNPEP,0.24518281,1.0,1.2267066,SEC11C,0.38533014,0.7137861047194151,1.4571664,C12orf43,0.46328968,0.4773501105380452,1.6832952,ARSA,0.3248521,1.0,1.1649529,DNAJB12,0.3363468,0.6024452064312635,1.5426823,ITPKA,0.0,1.0,0.0
C21orf58,3.0118983,0.5130639419306208,1.6579014,TG,2.232253,1.0,0.118882075,STON2,0.3118489,1.0,0.60447925,ALDH7A1,2.3208127,1.0,1.2263391,FAM214A,0.44349545,0.7138273335305422,1.456993,FGF12,3.594808,0.4778481170584633,1.6826612,PI4K2A,0.33417013,1.0,1.1632688,PPP2R2D,0.36215192,0.6027865400796337,1.542121,SLC10A2,0.0,1.0,0.0
RARG,0.4792566,0.5130639419306208,1.6577833,STARD6,1.795812,1.0,0.118882075,ZNF514,1.1585349,1.0,0.6033196,C5orf51,0.17875522,1.0,1.2263391,MAFG,0.48480093,0.71390990223697,1.4566462,ANAPC13,0.4315398,0.4781347853853588,1.6822385,JADE1,0.2349536,1.0,1.1627507,HIBCH,0.9566812,0.6027902603216779,1.5419806,KCNJ3,0.0,1.0,0.0
TERF1,0.55968976,0.5135431780312222,1.6569562,C1GALT1C1L,2.126965,1.0,0.118882075,JADE3,0.90144455,1.0,0.60302967,SLC17A9,0.8334222,1.0,1.2248689,ADGRE5,0.28783682,0.7167805596826926,1.4543922,TTLL12,0.90439117,0.47828493801927097,1.6818159,SPOP,0.82766783,1.0,1.1621029,PI4K2B,0.534757,0.6063125325284148,1.5387533,PCDHB3,0.0,1.0,0.0
PPP1R16B,0.7541329,0.514124880801382,1.6562473,KCTD14,1.1445767,1.0,0.118882075,DIP2A,0.6025135,1.0,0.6028847,AAMDC,0.25211453,1.0,1.2241337,SAC3D1,1.8475881,0.7176132633544702,1.4533519,NGRN,1.3113718,0.47843522003456707,1.6813931,CHKA,0.88321006,1.0,1.1614553,CRELD1,0.55815226,0.6063161632842851,1.538613,ACVR1C,0.0,1.0,0.0
AGO1,0.54323167,0.514124880801382,1.6561291,PKD2L2,1.467947,1.0,0.118882075,NABP2,0.2157026,1.0,0.6025948,CYP51A1,0.17538586,1.0,1.2235824,OCRL,0.3581605,0.71812738893382,1.4528316,RWDD1,0.46171793,0.4798715618899827,1.6792798,HEATR6,0.6795802,1.0,1.1605484,GPBP1L1,0.117469594,0.6076628248109072,1.53735,DAOA,0.0,1.0,0.0
RTF1,0.35540074,0.5149354119058233,1.6549476,CRYBG2,1.6721336,1.0,0.118882075,SLC4A7,0.5698881,1.0,0.6025948,PINX1,0.33781913,1.0,1.2233987,PUS7,0.17861381,0.7181688358672607,1.4526583,NOL10,0.682948,0.4798715618899827,1.6792798,SPINT1,0.6688743,1.0,1.1593826,IFT27,0.29622218,0.6086787694202663,1.5362276,UPP2,0.0,1.0,0.0
MRFAP1L1,0.4608319,0.5151164887814299,1.6543568,OR2L13,2.2934158,1.0,0.118882075,CPT1B,1.3609469,1.0,0.60244983,PPM1B,0.18690832,1.0,1.2228473,SNRNP35,0.06822372,0.7192810287615727,1.4512712,MAP3K3,0.6830166,0.4801592419649936,1.6788571,NTHL1,0.7067959,1.0,1.158994,RSU1,0.17388606,0.6095239084915373,1.5353856,C9orf57,0.0,1.0,0.0
HDAC1,0.4987852,0.5151164887814299,1.6543568,C1QL1,1.6935477,1.0,0.118882075,ITPRIPL1,1.8167329,1.0,0.60129017,CNPY3,0.14151199,1.0,1.2221122,ACOT4,0.8273592,0.7202696114868432,1.4504042,CLDN12,0.64104736,0.48087197552631644,1.6780118,STXBP2,0.21306442,1.0,1.1587349,DENND4C,0.24070871,0.6095311970551945,1.535105,PPP1R14D,0.0,1.0,0.0
TMEM189,0.42510822,0.5158494969981396,1.6535298,NCOR1,0.09770331,1.0,0.11873621,ANXA6,0.082946174,1.0,0.60071033,RNASEK,0.24025573,1.0,1.2219285,MTMR9,0.38983697,0.7205481300417819,1.4500574,POLH,0.98745555,0.48116011055610836,1.677589,FTSJ1,1.2833123,1.0,1.1587349,C1RL,0.87946147,0.609706994666943,1.5346841,CCDC148,0.0,1.0,0.0
SCRN1,0.33705935,0.5178000976000798,1.6512849,ACKR2,0.38113898,1.0,0.117861,GMPS,0.39959994,1.0,0.59955066,ASB8,0.44648966,1.0,1.2210096,NDUFA8,0.17276578,0.7211054289969099,1.4493638,SPAG7,0.44696122,0.48267867850558505,1.6752644,CBLB,1.0278558,1.0,1.1582168,ITPKC,0.89266264,0.6105531072217997,1.5338421,ZNF280A,0.0,1.0,0.0
ARHGAP6,0.32305333,0.5184093057385692,1.650576,TMEM156,-0.108390905,1.0,0.117861,VANGL1,0.7020162,1.0,0.5994057,ARMH3,0.75543535,1.0,1.2200906,DCUN1D3,0.32641357,0.7211471580224811,1.4491905,PINX1,1.171961,0.4831809029577464,1.6746304,NOP16,0.3639845,1.0,1.1576986,PRKCSH,0.23776856,0.610560627803454,1.5335615,ERFE,0.0,1.0,0.0
COPB2,0.27736259,0.5191220543703744,1.6496308,RNASE3,-0.62822556,1.0,0.11727753,C8G,0.803966,1.0,0.59926075,TCEAL1,0.5615105,1.0,1.2191718,ICAM1,0.2300307,0.7217048706919305,1.4484969,CLIP3,4.947574,0.4834848021494748,1.6737851,WDR59,1.0477377,1.0,1.1558851,UFM1,0.20892254,0.610560627803454,1.5335615,MYO16,0.0,1.0,0.0
SLC39A3,0.394473,0.5193518926309746,1.6492764,LRPPRC,0.31133297,1.0,0.116694055,CCDC134,0.58882827,1.0,0.5981011,AMPD2,0.5072752,1.0,1.2186204,GPR85,1.1254404,0.7217048706919305,1.4484969,EIF4EBP1,0.8926284,0.4834848021494748,1.6737851,RNASET2,0.33941534,1.0,1.153942,CAPN1,0.23806375,0.6115762996289913,1.5325792,PCDHB1,0.0,1.0,0.0
EIF1AY,0.26330718,0.5227446367180528,1.6452593,PKD2,0.08120524,1.0,0.11625645,ZNF490,0.5640233,1.0,0.5981011,NHSL1,0.7072302,1.0,1.2178854,FBXL3,0.111171104,0.7220257207802206,1.4479767,UBE2J2,0.65971637,0.4835608576649141,1.6735737,CEP131,0.8392314,1.0,1.1534238,SLC39A7,0.4089116,0.6120902795612891,1.5318776,ITGB6,0.0,1.0,0.0
DCLK2,0.5381694,0.5227446367180528,1.645141,XPR1,0.5648696,1.0,0.115527116,AHRR,1.1031969,1.0,0.5979561,PCCB,0.4463675,1.0,1.2171502,RAB4B,0.15508695,0.7221248345858083,1.4476299,TBC1D12,1.1441824,0.48363694544669245,1.6733624,NOL7,0.5266031,1.0,1.1532942,ATAD3A,1.0442874,0.6124356974248241,1.5313163,TBR1,0.0,1.0,0.0
ENTPD5,1.2722478,0.5237170335134043,1.6439595,GGT7,0.45392802,1.0,0.114943646,PEMT,0.59252983,1.0,0.5978111,SERPINE1,-1.0353878,1.0,1.21568,TYW3,0.4515593,0.7221248345858083,1.4474566,TCTEX1D2,0.2745553,0.4842161179642076,1.6725171,CCL1,0.2947347,1.0,1.152517,PTRH1,0.43178722,0.6129581708854317,1.5303341,BARHL1,0.0,1.0,0.0
MFNG,0.29487464,0.5262257236130298,1.6414783,ZBTB6,0.8129491,1.0,0.11465191,TANGO2,0.52654415,1.0,0.5975212,ZDHHC20,0.19687834,1.0,1.2142098,DUS1L,0.23444353,0.7221248345858083,1.4472831,PPIL1,1.0293806,0.4843685789435441,1.6720943,OTUD7B,1.7409047,1.0,1.150833,SNX9,0.24122015,0.6146575042205956,1.5286503,CFAP77,0.0,1.0,0.0
SLC10A3,0.36645398,0.5262257236130298,1.6413602,TSTA3,0.17815782,1.0,0.11450604,MFSD8,1.3856736,1.0,0.5965065,ELF2,-0.023090253,1.0,1.2140261,SLC35E3,0.41598836,0.7221248345858083,1.4469364,RDH11,0.5725688,0.4845211688517393,1.6716717,DENND6B,1.4171231,1.0,1.1504444,DNAJA3,0.7599624,0.6156858742641858,1.5273874,RORB,0.0,1.0,0.0
