C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score
UBE2T,3.7931345,1.228053410656616e-23,10.577156,PRKCB,1.121951,4.0147151511716865e-09,6.7406864,RASSF5,1.1693918,1.3414860282509833e-11,7.5251145,PDE4B,3.665567,7.672287090578026e-22,10.175693,CTSC,2.0346375,3.2388679334890197e-22,10.250101,TM4SF1,7.7728577,5.863331330993939e-19,9.48605,IL1RL1,1.3205103,1.8099856110057586e-14,8.352607,POR,2.3658187,5.320733294090925e-31,12.039349,GAPT,3.0799332,0.04254823626817684,3.3994029
NCAPG,3.162253,1.8207253114461225e-23,10.53852,RUNX1,1.2877034,5.50325938041199e-09,6.690654,ZNF331,1.4105625,1.6989389213261677e-11,7.4923534,FPR3,5.489296,7.7339810444551655e-22,10.173304,SH3BP5,2.4170294,4.465570812482359e-22,10.216117,ID1,5.8213954,7.190710995544061e-19,9.461958,TESC,1.4340315,1.8099856110057586e-14,8.352089,ITGB2,2.8446066,2.5494007363261904e-30,11.908289,HCLS1,1.2966205,0.04424176686250528,3.383975
HDC,1.8664782,2.8134599292603624e-23,10.495868,PMP22,0.9641867,5.943889900748155e-09,6.67738,JAK3,2.5650218,3.9375921511242844e-11,7.3745017,MMP14,2.7798498,7.946751738762441e-22,10.169076,FRMD4A,2.7926898,7.421731128558982e-22,10.165314,NNMT,5.7358603,8.443569896154438e-19,9.443783,DUSP6,1.3793125,2.291686468816457e-14,8.322424,CRYBG1,3.4975922,4.483675010938004e-30,11.860019,PIK3CB,2.719646,0.04515332175080675,3.376261
SKA1,3.6346107,4.093922942415958e-23,10.458768,CCNI,0.805095,1.2478732969878338e-08,6.556164,CYP1B1,1.3295299,5.52887195376991e-11,7.3269553,LITAF,2.1998653,1.3024021747417341e-21,10.119273,TIMP2,2.579623,1.0234655723505371e-21,10.132543,RGS3,6.793667,1.095540831825677e-18,9.413773,AHNAK,1.0860727,3.200889123410153e-14,8.279287,PDXK,2.0007863,5.3752716598061375e-30,11.843741,NCF4,1.9307109,0.051643359232675504,3.3205101
KIF23,3.1861115,8.495486175492219e-23,10.387759,GPR65,1.4352906,1.3300432061604037e-08,6.5447865,GNAI1,2.3327334,5.804747832828975e-11,7.3186927,LIPA,2.948377,2.9834189863620583e-21,10.034736,B3GNT2,2.5068395,1.3161693615683057e-21,10.106534,STAB1,4.737642,1.515837727961999e-18,9.378268,RTN4RL2,2.5325792,6.759140283235565e-14,8.188091,TFRC,2.6576943,1.5198861898499948e-29,11.755199,HRH4,4.08767,0.051643359232675504,3.3201594
SPAG5,2.7351403,1.0902189971851369e-22,10.362356,ACTG1,1.0215827,1.604958486101209e-08,6.513571,NFATC3,1.4207153,9.257400862166927e-11,7.2473726,ACP5,3.2379863,3.890743227478067e-21,10.006986,SCARB1,3.1377978,6.78093632312668e-21,9.943201,SHC1,2.720458,1.6350605065163517e-18,9.36897,STK17B,1.1620587,9.600499545386287e-14,8.144048,SLC8A1,3.8859074,2.190909339830844e-29,11.7232065,RAB11FIP4,2.9967494,0.05258799022741904,3.3131468
MCM7,2.3403842,2.1378551103444507e-22,10.294656,ARRDC3,1.0926476,2.2394118639293647e-08,6.457412,GZMB,4.1810966,1.0566537990482365e-10,7.227803,SH3PXD2B,3.1749523,3.948244410247064e-21,10.0040455,GNG10,1.9580461,8.254702351185397e-21,9.922221,RAI14,6.14348,1.8728143798667366e-18,9.353331,RAB27B,1.3298115,1.6794101451524017e-13,8.071116,CXCL16,2.0064206,3.854667869949131e-29,11.67213,CXCR4,2.3430681,0.05258799022741904,3.3124456
CDK4,1.7354934,2.175361385125072e-22,10.291466,NR4A1,1.1640766,2.2632649618890707e-08,6.4540567,GRAP2,1.5890282,1.5426525679092847e-10,7.1746035,TMEM176B,2.744801,6.2387665125686434e-21,9.957182,CD68,2.1213202,8.683687112424472e-21,9.915806,PECAM1,3.9209955,2.073382019660612e-18,9.341285,ABHD17B,1.4789568,1.8821468669476324e-13,8.055572,TNFSF13,2.442527,4.521169068511047e-29,11.6575365,CKAP4,1.9771677,0.05433565708694876,3.2963164
ASF1B,4.0875573,2.333950859043081e-22,10.283195,ESYT1,0.9818291,2.384278711856986e-08,6.4444294,PLAT,2.327452,1.9078167934929447e-10,7.1438723,HMOX1,2.5718596,6.559032120460102e-21,9.95075,EPHX1,2.6502254,9.377170772055268e-21,9.90679,ADGRL4,11.013517,2.2546072603483485e-18,9.3311405,AHR,1.246572,3.9406635362758005e-13,7.9630804,SLC7A7,2.7567196,1.0075740990968259e-28,11.5880785,FNDC3B,1.4488876,0.0576873879706414,3.2738757
PHF19,2.0668583,3.9277565366624305e-22,10.231444,CD48,2.067046,2.7860251294911375e-08,6.4190483,RELL1,1.5420883,2.606607219593908e-10,7.0953107,CREG1,1.7056108,7.993414197716507e-21,9.929616,LITAF,2.0562027,1.2860053088896547e-20,9.873845,TSPAN15,4.6035895,2.2774912162317174e-18,9.328815,FN3K,2.7436068,4.983826572889318e-13,7.9323792,AIF1,2.4625833,1.1022644100884692e-28,11.579378,CST7,1.4712685,0.05773004760222914,3.27072
USP1,2.2583282,5.9978746021081295e-22,10.1889105,RAPGEF2,1.1622463,2.8984927662881626e-08,6.4113173,SLC22A17,2.8931005,2.606607219593908e-10,7.094586,C5AR1,2.510532,8.252344480883791e-21,9.925021,CD74,2.7205074,1.3554835975464455e-20,9.867257,LRRC32,10.66512,2.356603567468576e-18,9.323955,TIMP3,2.0565908,6.22023275300437e-13,7.903233,TSPO,1.9028225,1.2278168387840165e-28,11.569135,LFNG,2.5155697,0.0635532453677386,3.2342541
HMMR,2.8563783,7.917343973751952e-22,10.160436,RUNX2,1.4064898,2.924819168483039e-08,6.408254,GCSAML,1.3415793,3.5641437109097656e-10,7.049649,MRC1,3.0510046,1.1519928699607571e-20,9.890287,SLCO2B1,2.7488036,1.4714610483683643e-20,9.85772,CTHRC1,9.232882,2.4841268710099118e-18,9.315924,PDE4A,1.2973452,7.678155370628194e-13,7.875382,SH3BP5,2.2612293,1.443654812600188e-28,11.553279,ATP2A3,1.7262942,0.0647972847459021,3.2212806
CENPM,3.3106668,8.259799044673591e-22,10.154882,TXNIP,1.1165127,3.891427692364307e-08,6.3628893,KIAA1522,1.5581675,4.5712173391573015e-10,7.0134087,PDXK,2.084344,3.1540828913125375e-20,9.787557,SH3PXD2B,2.7889292,3.757309721387032e-20,9.761836,MAP1B,8.584473,2.702394092153868e-18,9.30578,GADD45A,1.5432112,8.821477857603958e-13,7.8549147,CYP27A1,2.857042,3.39418539404147e-28,11.478628,PATJ,5.4995985,0.06538863960369189,3.2163715
CENPF,2.846165,8.260997398179764e-22,10.153464,SLC39A6,1.6679475,4.2287996540163717e-08,6.3484488,TRIB2,1.4323477,5.114978601442028e-10,6.9961586,DDHD1,2.3327453,4.067065160276142e-20,9.759071,THBD,2.59156,8.04901067801e-20,9.68173,CALU,2.102915,3.635359838237065e-18,9.273023,TTYH2,2.5601354,1.002893124103361e-12,7.837297,APLP2,2.4444234,7.733447656726825e-28,11.403417,RIN3,1.3787988,0.0668543729100061,3.2048006
SMC1A,1.7707311,2.5039633705747688e-21,10.041929,METRNL,0.99386173,4.56819954871575e-08,6.333278,UNC13D,1.2243204,5.914415281624358e-10,6.97427,CCL13,5.552196,4.474222925878905e-20,9.748045,RBP4,4.624509,8.56672577877535e-20,9.674101,BPGM,4.401697,3.6528693597009435e-18,9.271332,ADRB2,1.5330483,1.1720925171158869e-12,7.816182,SLCO2B1,2.6780663,1.1798377115676191e-27,11.36567,IKZF1,1.3467169,0.07117805103503955,3.1816587
CST7,1.6396455,3.875789180972762e-21,9.997387,IKZF2,2.8964868,4.880330287655914e-08,6.3198586,TPM4,0.75875276,6.085891793902721e-10,6.9687614,PPT1,2.0979908,5.486069182213456e-20,9.725992,IGSF6,2.6404173,8.637398800922262e-20,9.67202,HECW2,7.752641,3.923022461646048e-18,9.261399,SATB1,1.4141697,1.3292797742280351e-12,7.798824,FCGRT,2.8139594,1.2992686352946155e-27,11.356129,PADI2,1.9940741,0.07962040631454621,3.1374788
RAB27B,1.5416473,5.636488432226121e-21,9.958869,CREM,1.0394152,4.9880114506925195e-08,6.314899,EEF2,0.67011625,9.27563627809367e-10,6.907734,CES1,3.6046643,6.324900107304047e-20,9.710187,SLC7A7,2.751934,1.4052530616423445e-19,9.618443,LOXL2,7.695205,3.974579556255165e-18,9.258863,MYO1D,1.4621347,1.888374120016707e-12,7.749987,CES1,2.9207432,1.2992686352946155e-27,11.355427,GLIPR2,1.3494648,0.08164074559957252,3.124856
HIST1H1D,2.2166634,7.16086337360753e-21,9.933702,SLC18A2,1.2849028,6.107499002843278e-08,6.281933,CPA3,2.292946,9.369453596385313e-10,6.9048347,IRF8,3.329194,6.381411845045171e-20,9.707982,ANXA5,1.6667124,1.4342953857722515e-19,9.615149,SNCA,3.2879431,4.478406441295058e-18,9.243858,DCBLD2,1.3970937,3.169782815164547e-12,7.682497,MS4A7,2.6901073,1.6891231836319848e-27,11.331573,GLRX,1.9040141,0.09496868088152412,3.062443
BUB1,3.1575844,2.34507800041198e-20,9.813425,NDFIP2,1.2902381,6.505231767970768e-08,6.270555,OSBPL8,1.1131153,1.2446465465990727e-09,6.8614917,SOD2,3.025529,1.6658713354653727e-19,9.608375,ITGB5,4.2793937,1.847544186896844e-19,9.586712,RDX,3.1874163,5.762153441706958e-18,9.215751,PLD3,1.1819398,3.6474652656334095e-12,7.663066,FAM107B,1.9222403,2.529233677084159e-27,11.294388,CCND2,3.2053988,0.09651275887550081,3.051924
LIG1,2.424762,3.2338233928722826e-20,9.7796335,RAB37,1.8710363,7.46647755464085e-08,6.247508,OTULINL,1.4192197,2.035578116841764e-09,6.7879977,SQSTM1,1.7401315,2.6464054388293484e-19,9.559307,COL6A2,4.6464305,2.1937703439076718e-19,9.567813,GNG12,4.7684965,6.2667180823938326e-18,9.20455,BMP2K,1.3798571,3.975676919349087e-12,7.64778,HMOX1,2.912902,7.12082007322666e-27,11.202197,TRGJP2,3.5157049,0.09696719090353617,3.0463138
FCER1A,1.6808311,3.9287667416498665e-20,9.758602,ARHGEF6,1.1683991,8.161392145938239e-08,6.232046,PTGS2,1.3865908,2.28262656088317e-09,6.7700224,PILRA,2.1094036,3.459277111313211e-19,9.53027,HS3ST2,3.022887,2.595577486286962e-19,9.54926,ITGAV,4.0883617,8.119112801775682e-18,9.17454,TPSG1,1.8025135,4.062174257074013e-12,7.643635,CLEC7A,2.7485833,8.717060410111454e-27,11.183394,ENTPD7,3.695611,0.10066363575614194,3.030886
PRG2,1.9493251,1.1210978997859146e-19,9.649076,PILRA,1.3252932,1.0140264682959371e-07,6.1933913,TXNIP,1.0246335,3.4802783835513863e-09,6.704936,OLR1,2.7256637,1.653391500561038e-18,9.363953,UBTD2,2.5888214,3.3238390797521503e-19,9.521344,SPHK1,5.9749036,1.288261758092194e-17,9.121494,ELL2,1.1273758,4.15095305373721e-12,7.6394897,FBP1,2.7367537,9.196056551796153e-27,11.177781,C16orf54,4.598503,0.10114094654171231,3.0284314
AURKB,4.8329067,1.8505273425372337e-19,9.596262,ITM2B,1.0507764,1.1118843623809177e-07,6.171511,CMTM3,1.131799,3.4802783835513863e-09,6.704501,NPC2,1.185606,1.839036823558284e-18,9.351456,BSG,1.6414499,4.797729088728986e-19,9.47661,HDGFL3,2.6442754,1.448319168509341e-17,9.107758,TOB1,1.2568011,5.370335035635821e-12,7.6049023,EMP1,2.6417649,1.1306778418079915e-26,11.157716,HK3,2.4202769,0.10114094654171231,3.028081
ADAM12,1.497647,2.7349686528657027e-19,9.553846,METTL9,1.2834167,1.408051041338237e-07,6.129793,TIMP1,1.093233,4.6209388134688066e-09,6.658839,GM2A,1.9567218,1.934957099284062e-18,9.34484,C1QA,2.6781087,5.700925519352436e-19,9.457537,STK25,2.8295283,1.8152921446495077e-17,9.082186,RNF169,1.4202356,8.439917400091802e-12,7.542205,SIRPA,2.8406572,1.629719866293448e-26,11.123477,APOBR,1.4595107,0.10535965083220787,3.0123022
ARHGAP11A,2.860025,2.7349686528657027e-19,9.553373,SLC16A3,1.1095484,1.8782534994908332e-07,6.0768433,BST2,0.8592699,7.361963362161233e-09,6.58462,RNF13,2.0862043,5.110213198758851e-18,9.240271,ACTN1,2.0527825,6.885364286145381e-19,9.43673,WWTR1,5.8953586,2.3373558302642748e-17,9.052599,VPS37B,1.4393493,8.54863341901787e-12,7.5392256,ACSL1,2.6128435,1.7006541872615967e-26,11.118847,ANKRD13D,2.778534,0.10876163618753139,2.9968743
NDE1,1.8065299,8.479644223158366e-19,9.432977,GALC,1.1580092,2.3384183138240544e-07,6.0402303,ELF1,1.0332007,7.361963362161233e-09,6.5833154,APLP2,2.326716,5.765938157012103e-18,9.22612,DAB2,2.153564,1.7740435676450783e-18,9.33391,IL32,5.655841,2.531496755858634e-17,9.042877,CALB2,1.3913833,8.780736304202615e-12,7.534433,LCP1,1.1563826,2.788774427425488e-26,11.073804,VSTM1,10.714267,0.10999183676894236,2.987758
RHEX,1.6001918,8.834067648882657e-19,9.426242,PRNP,1.0195996,2.519088635414534e-07,6.0241847,MSN,0.6968664,7.441111330140778e-09,6.580416,NRP2,2.6880262,6.836477565546434e-18,9.20664,AGPS,1.4923898,3.9064824726730794e-18,9.246869,LAMA4,7.043664,3.0921900622870355e-17,9.018996,ZNF184,1.5621593,1.1518485902796127e-11,7.4976435,ARRDC4,2.3222284,3.7445437910342715e-26,11.04574,IPCEF1,3.6808667,0.1186033776139903,2.9547982
GATA2,1.9189972,2.2327557379070375e-18,9.323687,SOCS1,1.1633098,2.7613011217341984e-07,6.0079937,LY6E,1.3585422,8.25854494339681e-09,6.563601,DOCK4,3.4813535,7.620339652263628e-18,9.193776,EHBP1L1,1.7993006,8.952105719007406e-18,9.1547985,SRPX,6.725047,3.906359552683508e-17,8.992368,EIF4A3,1.2829555,1.3690283043649828e-11,7.4736786,C5AR1,2.2451186,4.9378577849736155e-26,11.0200615,PADI4,6.814809,0.11934391697979872,2.9512918
MELK,2.9823284,3.291504925217172e-18,9.28127,EMP3,0.83856714,2.8420331596639336e-07,6.0011377,FOSL2,1.068644,1.33706421413356e-08,6.4901066,SLC47A1,2.9678035,7.932992045997942e-18,9.188262,LAMP1,1.3592654,1.0216861997211078e-17,9.139541,PGF,6.7006617,4.6102809041963885e-17,8.971234,KREMEN1,2.1425512,1.6299920168944322e-11,7.448159,PLA2G7,2.5788066,7.278461973737365e-26,10.98428,TRERF1,3.1540866,0.14434969233170153,2.8664382
RAC2,1.1004051,3.738991972167134e-18,9.265202,IGFLR1,1.5397166,2.8420331596639336e-07,6.0007005,SEMA7A,1.2595773,1.3474941847970447e-08,6.4876423,AKR1B1,2.579578,8.358503798964844e-18,9.181462,IQSEC1,1.9358817,1.4476768918138256e-17,9.099834,FAM3C,2.5588505,5.493946898597356e-17,8.950946,LCP2,0.8582659,1.657971541059076e-11,7.4446616,GGA2,2.313945,1.3308080492580798e-25,10.928853,TAGAP,1.9991984,0.1597249981204538,2.814895
GRAP2,1.6264015,3.738991972167134e-18,9.2642565,B2M,0.52338636,3.0626517110551056e-07,5.9859676,MAP3K1,1.8584979,1.593864089453613e-08,6.457491,S100A9,2.630345,8.867770721479218e-18,9.173928,TFRC,2.42099,2.209510348174933e-17,9.050939,PEA15,2.7753778,8.531819806281725e-17,8.901282,RAC2,0.96628296,2.149880097258976e-11,7.409038,EGR2,3.0768518,2.6376326881704306e-25,10.865007,GPR160,5.0356097,0.16145328606501366,2.805077
RGS13,1.5472533,7.108587562125483e-18,9.194311,GATA2,1.6764362,3.4359655579104473e-07,5.964671,ADCYAP1,3.654658,1.593864089453613e-08,6.457201,TYMP,2.0040226,9.745374049053256e-18,9.161983,S100A9,2.4707236,3.004387486835343e-17,9.014526,PGRMC2,2.433165,9.831557692442498e-17,8.884586,STK26,1.293067,2.3199644718645904e-11,7.3964725,GPNMB,2.215304,2.671975703973997e-25,10.863043,PLEKHG3,5.278068,0.1628008437693605,2.799467
RRM1,2.3715851,1.3548210388688955e-17,9.122475,AHNAK,0.9022938,4.2993248478408416e-07,5.9254327,PRDX6,0.8811085,1.6369499729620135e-08,6.4514027,MSANTD3,2.1543856,9.745374049053256e-18,9.161247,CYP27A1,2.5540764,3.9964587498688204e-17,8.982276,TPM2,8.452739,1.3032848569483605e-16,8.852252,SEMA7A,1.2746575,3.122849314919794e-11,7.3556676,CTSS,1.985533,7.008206971479995e-25,10.773097,SNTB1,2.3133929,0.163894365891532,2.7942076
KPNA2,1.7355335,1.4777432182489997e-17,9.111959,MAX,0.91867346,6.08113108895872e-07,5.86198,ALOX5AP,1.0607684,1.672604238892397e-08,6.446184,ADTRP,3.0200284,1.1126322365481374e-17,9.143788,MS4A7,2.4333272,5.446173798580834e-17,8.947251,PLXNA2,7.031231,2.0953996968456059e-16,8.795403,LAPTM5,0.98667973,3.620447945633386e-11,7.334682,C1QA,3.2619667,7.364199407474167e-25,10.767765,CYFIP2,2.4533935,0.16432036033301578,2.792805
DHFR,2.837232,2.0114249755464897e-17,9.076278,DUSP6,1.03978,6.57586899382196e-07,5.845351,DRD2,1.6060282,1.790974317221083e-08,6.4345875,PLEKHB2,1.6800232,1.7174568075160123e-17,9.095639,NR1H3,3.3771439,5.5302538201909124e-17,8.944651,GDF15,4.938118,2.182716620249834e-16,8.789907,IRF2BP2,1.1348612,3.9598135804653415e-11,7.321469,CD163,2.5470533,8.014433676801846e-25,10.759206,HSH2D,2.6921027,0.16525545190804838,2.7864935
LMNB2,2.0151222,2.0353957101282547e-17,9.073915,COTL1,1.1280324,6.57586899382196e-07,5.845351,CYTIP,1.1929424,1.812219967048855e-08,6.4315434,GAS7,3.5890334,1.907371054919535e-17,9.083142,OPN3,2.8260994,6.714921996048482e-17,8.922283,YBX3,4.03628,2.227209393229139e-16,8.786737,RAB33A,1.6470588,4.54430573595967e-11,7.301779,CTSL,2.0535097,9.760869549577045e-25,10.740262,LPGAT1,3.0788388,0.1661968121073027,2.782987
GMNN,2.2450116,3.093923986763441e-17,9.027126,STK38L,1.6067904,6.719625272564331e-07,5.8396626,TMEM173,1.1386966,1.8822421077324136e-08,6.4234257,MFSD1,1.4875582,2.768557279853331e-17,9.041425,MNDA,2.4063604,9.018242211539884e-17,8.887778,CKAP4,2.842605,4.287426596235688e-16,8.711925,SH3KBP1,1.149958,5.5326674413124084e-11,7.2728915,MYOF,2.628718,1.365653456098672e-24,10.707708,PIK3CD,1.9986464,0.17155736460953788,2.7637024
DTL,3.08206,3.5177532034627976e-17,9.012003,SPINT2,1.163816,6.719625272564331e-07,5.8393707,ANXA1,0.78572136,2.1866071383593374e-08,6.397913,SCD,2.2574887,3.803859148472895e-17,9.004486,APP,2.2014017,9.200431167673912e-17,8.883791,IL6,3.3024573,4.582929506268502e-16,8.703471,IL9R,1.2369293,5.7213585467297396e-11,7.267192,TMSB4X,0.84840876,5.028959979434597e-24,10.584787,RFLNB,1.6711608,0.18098976715395265,2.7367034
LAPTM5,1.1267344,3.649450235842404e-17,9.006923,SELENOK,0.9317905,7.019608615380978e-07,5.83091,MAPK1,0.7354293,2.7649231044518956e-08,6.3587737,FXYD6,3.4842436,4.1513487657133933e-17,8.993827,MSMO1,1.7575939,9.330009031171738e-17,8.881363,LTBP2,8.215102,7.383488913489439e-16,8.648313,GPR35,2.1694603,5.973677893307938e-11,7.2601967,GLIPR1,2.7679327,5.028959979434597e-24,10.584085,ORAI2,3.1849828,0.18399454735998647,2.7296908
GCSAML,1.4135556,4.8067282926035777e-17,8.975613,ITGB7,2.7383041,8.804368853259907e-07,5.7918177,OAF,2.50958,2.8310512084868795e-08,6.35399,MAP7D1,1.8568186,6.401232247403976e-17,8.944024,LY96,2.2010288,9.476692782064809e-17,8.878762,SYNPO,8.535329,7.435567791942158e-16,8.646622,C5orf22,1.1702104,6.765350928441253e-11,7.2421904,EHBP1L1,1.812286,1.3450228280252913e-23,10.490071,ARHGAP30,1.751577,0.18813894428689287,2.7181199
HIST1H4C,2.6064253,5.306665163239447e-17,8.963679,CMIP,0.83181435,9.685621459567508e-07,5.7746053,DIP2C,2.6145196,3.3423363944194403e-08,6.3249984,CTSK,5.625093,6.588715928349902e-17,8.939796,CNDP2,1.8627177,1.5972216427129883e-16,8.819636,CCN1,8.374603,7.486496572288127e-16,8.644931,ARHGEF6,1.154892,7.45827936541132e-11,7.2278113,ADAM10,1.69324,1.4396562850331282e-23,10.482915,EIF1B,1.8627356,0.19076476418970023,2.710055
ID2,1.2665788,6.471181093236881e-17,8.940758,STAP1,1.1152642,1.041586623880345e-06,5.7611856,SIL1,1.4797302,3.7975863194537814e-08,6.3041244,HCK,2.4031208,7.308679054346483e-17,8.9273,LYZ,2.5400586,1.946980184990985e-16,8.796576,LAMB1,8.601844,7.486496572288127e-16,8.644086,CSRNP1,1.1619658,7.639780176755492e-11,7.2234073,CD14,2.6435132,1.5179879554869317e-23,10.47646,TRIB1,1.9561237,0.20155105975293194,2.6809525
DEPDC1B,3.1129313,7.039911177302742e-17,8.929534,LIF,1.2388061,1.0709128103766117e-06,5.7541842,RAPGEF2,1.1132593,4.667311031030227e-08,6.268754,CYBB,2.3663688,7.816242424398587e-17,8.918846,ATP1B1,2.7559159,2.0776388403127867e-16,8.788426,FOXC2,7.7187023,8.361944651991534e-16,8.629715,RNF144A,1.3137609,8.925875961042382e-11,7.1982765,TYMP,1.7675502,2.738167885284948e-23,10.418508,KIF21B,3.341447,0.2040481910294054,2.6735892
PTTG1,2.4127061,7.039911177302742e-17,8.929416,LCP1,0.681693,1.1408281482480606e-06,5.741202,CCND2,2.3639107,5.2102715783724817e-08,6.250489,DAB2,2.1135259,7.861699472834827e-17,8.917192,MCEMP1,2.748492,2.841814799677977e-16,8.7506275,ICAM2,4.3762307,1.996952724972759e-15,8.52785,TMEM154,1.0718375,8.925875961042382e-11,7.197758,SLC15A3,2.2563744,2.738167885284948e-23,10.4176655,CTSA,0.8262814,0.2040481910294054,2.6714854
ILF3,1.1873611,1.267321238985943e-16,8.863132,FURIN,1.0420934,1.3743578232093903e-06,5.7061934,ARHGDIB,0.7380945,5.676480995801588e-08,6.2359934,UBTD2,2.3792524,8.080392503946548e-17,8.913149,OLR1,2.1449833,2.9403835114793904e-16,8.745946,SAMD4A,2.7988133,2.4315314645274167e-15,8.504181,HPGD,1.5250169,9.84724635980703e-11,7.18325,LRP1,2.4389129,3.4055828760916254e-23,10.396196,TRGC2,2.965619,0.2040481910294054,2.6700828
BIRC5,3.1037402,1.3527197133263396e-16,8.854862,IL10RA,1.2579995,1.3906140928116153e-06,5.702839,ZMIZ1,1.2843546,6.740825208099454e-08,6.2068567,B2M,0.9266233,1.9412068452005783e-16,8.811521,UPP1,2.0922923,3.3925409474820037e-16,8.728953,RHOC,3.13075,3.0134454866731335e-15,8.478397,CNRIP1,1.5002288,1.0389577488280687e-10,7.17483,TREM1,3.1951437,3.4058801280264884e-23,10.395495,SRSF2,1.5130652,0.22208672633104112,2.6280067
WDR76,2.554383,1.3825647797074862e-16,8.851436,NDFIP1,0.96084434,1.442018650707683e-06,5.69467,TESPA1,1.4896914,7.314955791954332e-08,6.192651,MS4A4A,3.8759665,1.9412068452005783e-16,8.811521,SPI1,1.5557088,5.378324337437778e-16,8.67503,MARCKS,4.130604,3.402945253066618e-15,8.463392,FBXO34,1.3466036,1.5604897872911753e-10,7.116796,APOE,2.4427702,6.293553783247691e-23,10.334737,UCP2,1.3114268,0.22443896983791223,2.623098
CPA3,2.433799,2.3840415185791345e-16,8.788697,FST,1.25136,1.6928973083437354e-06,5.662871,BEX4,1.3192106,7.314955791954332e-08,6.191781,PLXNC1,4.2791634,2.586937961371604e-16,8.777339,GRINA,1.5139517,7.427406484488279e-16,8.634976,RHOJ,10.478863,3.49050653010256e-15,8.459589,RASSF5,0.970187,1.6016386997557513e-10,7.1121325,ANXA2,1.6289625,6.733346646907352e-23,10.32758,TSC22D3,2.7326188,0.22974810588228167,2.6087217
CALM3,1.1445401,2.4962702692860834e-16,8.782317,CSF1,1.00638,1.7653052431018349e-06,5.6535354,LCP2,0.8039707,7.503466604624557e-08,6.185693,ABHD12,2.0396667,2.685022086471659e-16,8.772193,SLC47A1,2.9188478,7.591443151740021e-16,8.631682,EXT1,2.9488363,3.679052509972889e-15,8.452615,ZNRF1,1.5400164,1.6209586010943194e-10,7.109412,SOD2,2.4507499,7.193342849260131e-23,10.320564,RNASE3,8.200626,0.23287251592719108,2.6013584
PRC1,3.2472885,2.7925668716077816e-16,8.768729,PRKACB,1.313395,2.0812720234743136e-06,5.6230493,DDIT4,1.1755809,8.021550877359257e-08,6.174096,CXCL16,1.9478997,3.1329110621589356e-16,8.751978,CYB5A,2.3287609,1.3153860212459452e-15,8.567008,EGFL7,3.9880633,4.663336016925358e-15,8.423239,AKAP17A,1.3571937,2.0671125194889156e-10,7.073659,RTN4,1.4867868,8.957500599720116e-23,10.298815,NUP50,1.8819203,0.23675245563435088,2.5925927
