C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score,C20_names,C20_logfold,C20_pvals_adj,C20_z_score
LIN37,-0.8882206,0.006506578941901868,-3.0184813,PSMD14,-0.5908167,1.0212891447221095e-08,-5.95161,ZKSCAN4,-1.6054991,0.00016893381323270835,-3.971521,PET100,-0.55016404,1.026207256663312e-24,-10.393539,STIM1,-0.4167315,1.8823215399761797e-06,-5.0337653,CHEK1,-2.815292,1.621191316465301e-14,-7.8475714,SAP130,-1.2276697,5.81767710125545e-06,-4.826954,PPA2,-0.798057,2.619500424794025e-07,-5.412716,MFAP5,-0.3554175,0.03427999068973638,-2.532314,CHFR,-1.028725,6.209432052568365e-08,-5.665577,BEAN1,-4.090236,0.9717197970244429,-0.62770826,THEM5,-17.961067,1.0,-0.010757411,TMEM132E,-16.338701,1.0,-0.010997421,SULT4A1,-3.6913712,1.0,-0.089829974,PRR35,-16.622437,1.0,-0.00960211,C21orf91,-5.217969,4.467476566734904e-14,-7.734642,HVCN1,-3.3867476,3.667504294696197e-15,-8.044602,CFLAR,-0.6046373,0.00022173490711184879,-4.050263,TRPV4,-26.910847,0.0010277863581806478,-3.669236,TMED1,-26.102316,0.3483213160674615,-1.7315549,TNFRSF21,-1.1748646,0.00044273307118423267,-3.8817842
EHMT2,-0.6811317,0.006453205573571519,-3.021062,GXYLT1,-0.30731952,1.0108858209675589e-08,-5.95332,TMED3,-0.31847805,0.0001679865070085003,-3.9728913,UBAC1,-0.7196378,1.0202426914796709e-24,-10.394115,TERF2,-0.33797172,1.8691022252579414e-06,-5.0351987,PIAS1,-0.24817629,1.6162239164941237e-14,-7.847983,TNPO3,-0.44733188,5.808355392310896e-06,-4.8273196,GPS1,-0.34999096,2.6147620435331997e-07,-5.413082,NDUFC2,0.006786691,0.03418748746904207,-2.53332,DMAP1,0.010274836,6.087555184738662e-08,-5.669015,ADAMTS14,-1.6150136,0.9713070320191596,-0.628216,SMLR1,-16.830359,1.0,-0.010757411,CALCR,-15.90289,1.0,-0.010997421,PLEKHD1,-6.596988,1.0,-0.08986268,KLRF2,-17.716684,1.0,-0.00960211,FGF7,-28.060946,4.465532551343111e-14,-7.734728,VPS28,-0.17887755,3.661820413595427e-15,-8.044822,COP1,-2.665289,0.00022170568652356108,-4.0503497,PQBP1,-0.6887252,0.0010112208986047249,-3.6734478,PDE12,-1.3270173,0.3483213160674615,-1.7315929,IFT20,-0.10176418,0.0004420203960546132,-3.8822334
THNSL2,-0.5293998,0.006433678673791848,-3.0220222,CCDC122,-2.4806333,1.0090394124250607e-08,-5.9536543,TRRAP,-0.33452708,0.00016728102732593828,-3.9739556,ATG16L1,-0.91141385,9.840980317179578e-25,-10.397574,GLI3,-6.3897486,1.84319140724677e-06,-5.037955,STEAP1,-25.918852,1.5728630568593377e-14,-7.8514204,FBXL3,-0.020113684,5.806998487002092e-06,-4.8274126,LARP4B,-0.02545496,2.597207327028321e-07,-5.4143295,CLTB,-0.030542223,0.03416799595358657,-2.5335786,RAMAC,-0.89269197,5.936972652511602e-08,-5.6733456,ABCA2,-0.17341615,0.9709227480021702,-0.6286181,VN1R4,-17.64946,1.0,-0.010757411,ESRRG,-17.875948,1.0,-0.010997421,RLN1,-2.080056,1.0,-0.08990683,GPR20,-17.095716,1.0,-0.00960211,LYPLAL1,-4.430713,4.31977291778032e-14,-7.7389793,OSBPL2,-0.5127132,3.584823655780331e-15,-8.047452,CALHM2,-1.9774543,0.00022170568652356108,-4.050362,TBC1D22B,-0.23772007,0.0010112208986047249,-3.673492,HBEGF,-1.2126908,0.3483213160674615,-1.7315929,TBPL1,-1.2654065,0.0004380237589450239,-3.8844981
C8orf88,-1.5761808,0.006381518077528195,-3.0245285,SCNM1,-0.04229791,9.920424770877615e-09,-5.956467,NOP2,-0.54619575,0.00016651087752016802,-3.975085,TMEM104,-1.566028,9.835399910113431e-25,-10.397649,EPDR1,-1.3970168,1.8422932069003971e-06,-5.0380898,YTHDF1,-1.159342,1.572578575283834e-14,-7.8514695,CXCL3,-1.8736098,5.785948867692293e-06,-4.828182,GXYLT1,-1.7311823,2.567336052573139e-07,-5.416441,SLC2A8,-0.78665966,0.03397931325167619,-2.5355773,TMEM141,-0.11292857,5.919078572659464e-08,-5.6739025,MKLN1,-0.074914224,0.9709227480021702,-0.628672,GALR3,-16.657055,1.0,-0.010757411,CKM,-16.231092,1.0,-0.010997421,AOC2,-1.3580636,1.0,-0.09015538,KRTAP10-10,-17.360016,1.0,-0.00960211,DDIT3,-27.616362,4.293870942414172e-14,-7.739774,TBC1D10B,-0.36185414,3.3913980365140605e-15,-8.054269,MCUR1,-0.43167773,0.0002216590547235528,-4.050511,TENT4B,-1.6975441,0.0010104402887314166,-3.6737645,MYBBP1A,0.18226184,0.34818534529023426,-1.7320619,TNPO1,-0.34223914,0.0004338750768064877,-3.8868673
SLC27A5,-1.3474156,0.006366526148670676,-3.0252826,CD81,-0.17219096,9.79701532799123e-09,-5.9585834,PLEK2,-7.5032945,0.00016511530829003623,-3.9771187,PRPF38B,-0.097717576,9.821781131654146e-25,-10.397801,ASB1,-1.0586005,1.8331563436199815e-06,-5.039083,CPSF3,-0.77098083,1.56426639758802e-14,-7.8521605,CEBPD,-0.72316724,5.7736692025703185e-06,-4.8286514,LCORL,-0.30835962,2.5611420190010155e-07,-5.4169145,SCAMP4,0.10285271,0.03389067693070024,-2.5365505,ENTPD4,-0.17584938,5.8877739675958046e-08,-5.6748505,ECHDC3,-1.6297016,0.9704741196007985,-0.6292378,RFPL4B,-16.182484,1.0,-0.010757411,OR51V1,-17.497559,1.0,-0.010997421,ELMO3,-0.9388225,1.0,-0.09029274,TEX46,-15.379819,1.0,-0.00960211,PDLIM4,-27.42123,4.252487224717361e-14,-7.741036,PRKCA,-0.21171828,3.3655409162441532e-15,-8.055234,RAP2A,-1.1456316,0.0002215945903591497,-4.0506353,ADAMTS6,-2.6226196,0.0010080571451594573,-3.6744273,YAF2,-0.44793868,0.3481809455810617,-1.732176,AHDC1,-2.7545893,0.0004336404515545612,-3.8870559
SPAST,-0.5141096,0.006350737188828313,-3.026105,CHURC1,-0.13450243,9.766965435730554e-09,-5.9591203,SLC22A3,-23.941381,0.0001650592872349423,-3.9772305,TSG101,-0.17547753,9.456969517725247e-25,-10.401429,DDX20,-1.2552146,1.8192681778542075e-06,-5.04058,VEZT,-1.4065256,1.5328809994911723e-14,-7.8547277,TBRG1,-0.20674069,5.7736692025703185e-06,-4.8286734,ACOT8,-1.9137048,2.5530717928776304e-07,-5.417521,SLC35B2,-0.08663767,0.033866494760800496,-2.5369177,PREB,-0.06980373,5.8785053306926584e-08,-5.6751604,GGT7,-0.07983535,0.9704741196007985,-0.6293995,TTYH1,-16.572857,1.0,-0.010757411,MCHR1,-15.582377,1.0,-0.010997421,BAZ1A,-0.45954135,1.0,-0.090392485,PGA5,-17.281883,1.0,-0.00960211,PPIL3,-27.264349,4.1698986312311914e-14,-7.743559,HDAC3,-0.6320931,3.3456648328717167e-15,-8.055986,CC2D1B,-1.1994206,0.00022154779264864342,-4.0507407,EMC6,-0.6439307,0.0010064046453601013,-3.6749058,SEC13,-0.28444648,0.3481671233150067,-1.7323027,LRP8,-2.7762127,0.00043247757647352957,-3.8877654
AHCY,-0.30744913,0.00629805084198928,-3.0287228,PARG,-0.55318415,9.621263409493622e-09,-5.9616804,RAC3,-0.8903243,0.0001647760825458228,-3.9777014,MTERF4,-0.8371029,9.367733360577827e-25,-10.402352,NDUFS8,-0.3432554,1.8095030966509726e-06,-5.0416512,LACC1,-0.77592254,1.4898595662349324e-14,-7.8583217,SERINC5,-0.9346555,5.7693912050867365e-06,-4.8288918,ARHGAP24,-1.0317608,2.540765256744376e-07,-5.418427,SCCPDH,0.0055780015,0.03362493987755191,-2.5394814,TBPL1,-0.33749244,5.8382163489534144e-08,-5.676378,AFTPH,-0.111741096,0.9689673661237462,-0.6308212,LSMEM2,-16.856615,1.0,-0.010757411,NOS2,-17.523254,1.0,-0.010997421,TIAF1,-1.9403503,1.0,-0.09067538,GNG8,-17.3235,1.0,-0.00960211,CYB5A,-3.0282197,4.082458372317161e-14,-7.746282,MTPAP,-0.13595198,3.319491770650178e-15,-8.056976,PSG5,-4.4929595,0.0002202405300999389,-4.0521812,ZSWIM7,-2.3579457,0.0010026476679055954,-3.6760397,ERAL1,-0.11455967,0.3481671233150067,-1.7323407,DHX33,-1.1972803,0.00043197725467235363,-3.8881037
ALS2,-0.7181175,0.006264839814973516,-3.0304484,NDUFAF4,-0.90079343,9.489747711009354e-09,-5.9639635,WDFY1,-0.352889,0.0001646792915470368,-3.9778724,TEX264,-0.27385116,9.317402147361014e-25,-10.402886,THOP1,-0.8851109,1.8087549238698325e-06,-5.0417714,PANX1,-2.5409102,1.4830100275120888e-14,-7.8589253,RIOX2,-3.6128411,5.764251155315621e-06,-4.8291154,RNF169,0.06291578,2.5387360549816076e-07,-5.4186115,FRMD4A,-0.19342804,0.03352836559399157,-2.540546,RIOK2,-0.36398253,5.8079530639088937e-08,-5.677307,SYBU,-5.203381,0.9688642743377315,-0.63098913,NEUROD4,-17.861404,1.0,-0.010757411,GPR61,-17.27934,1.0,-0.010997421,ERI2,-0.3901023,1.0,-0.093417615,SLC18A3,-15.184298,1.0,-0.00960211,BYSL,-3.5582016,4.0701414006923255e-14,-7.7466965,CIAO2A,-1.3659174,3.2867027590878305e-15,-8.058218,FRG1,-1.3939531,0.0002200654378046699,-4.0524235,MROH1,-0.24979869,0.0010015523988862424,-3.6763785,PLEKHA2,-0.16434357,0.34776219042544154,-1.7330632,AGAP1,-1.3437773,0.00043141965202049635,-3.8884747
PHETA2,-1.2131735,0.006251982858990659,-3.0311544,CCNB1,-3.2458987,9.451732549711578e-09,-5.964654,KLF5,-0.61516416,0.00016327690982614345,-3.979968,ABI2,-0.31134644,9.076993272088032e-25,-10.405396,DBNL,-0.35840285,1.7974767912792817e-06,-5.0430098,ZC2HC1A,-0.8398457,1.482080005504326e-14,-7.8590307,FBXO3,-0.90091836,5.656762053667233e-06,-4.832909,PDIA5,-0.37879795,2.472797805656423e-07,-5.423357,CSNK1G3,-0.14177331,0.033471949381210835,-2.5411932,ALG12,-0.43585828,5.804309680573134e-08,-5.677455,PGBD4,-0.19888715,0.9685399015979081,-0.63134146,CELF3,-17.299685,1.0,-0.010757411,MCIDAS,-16.18106,1.0,-0.010997421,RAD9B,-0.17491063,1.0,-0.0935517,SLC24A2,-16.30881,1.0,-0.00960211,COPS9,-27.206896,4.010384617651226e-14,-7.7486053,NOCT,-0.74753743,3.246942099639081e-15,-8.059735,RMDN1,-1.2213322,0.0002198904850788571,-4.0526657,PMVK,-0.88208854,0.0010005737443488454,-3.6766877,MPP6,-26.068861,0.34756928830092737,-1.7334309,HIST1H1B,-4.6755595,0.0004313366425935788,-3.888579
PHRF1,-0.45669287,0.006230339337546102,-3.0322442,KIAA0586,-0.7817172,9.204801588999421e-09,-5.96901,PRPF18,-0.37356052,0.00016299232963297658,-3.9804451,IGSF8,-2.4623883,8.959397087724926e-25,-10.406659,SUMF1,-1.5502275,1.7973000434358471e-06,-5.04307,CERS5,-0.44953805,1.4528633413431697e-14,-7.861551,PPP1R10,-0.14815699,5.613088953067081e-06,-4.8344975,WDR33,0.03339273,2.472074112203733e-07,-5.4234514,GBP1,-0.3844689,0.03346882254977817,-2.5412846,LIF,-27.419065,5.790548398773942e-08,-5.6779013,IL5RA,-23.453396,0.968498966441441,-0.6314575,TEPP,-16.451862,1.0,-0.010757411,KCNJ18,-15.873079,1.0,-0.010997421,MORN3,-0.80299175,1.0,-0.09377082,XCL1,-18.02064,1.0,-0.00960211,ELOA,-4.041355,3.9331622048064645e-14,-7.751105,TMEM87A,0.19159096,3.167102917718279e-15,-8.062807,PARN,-1.012434,0.0002198904850788571,-4.052672,PIH1D1,0.26395798,0.000992896636558338,-3.6787128,TADA2B,-1.4452139,0.3468115540421113,-1.7345589,FOXK2,-0.7808909,0.0004308953648149361,-3.8888848
ZMPSTE24,-0.2701543,0.006206012481545791,-3.0334678,GEMIN7,-1.0593987,9.12742278152575e-09,-5.9704223,BDKRB2,-6.719032,0.0001627007762460693,-3.980933,CCDC9,-0.19142851,8.939988485704462e-25,-10.406885,STPG1,-1.3406185,1.7952578620299265e-06,-5.043329,CCNL2,-0.5278765,1.4184214103903206e-14,-7.864608,CCDC117,-1.5356523,5.564697431481886e-06,-4.836266,ZNF384,-0.14188129,2.466776208537629e-07,-5.4238763,KIF3A,-0.24389078,0.03321505598226459,-2.5442955,GALE,-1.304524,5.7770680471845353e-08,-5.67834,ASIC1,-0.4255819,0.9683411805351118,-0.631671,TERT,-17.23268,1.0,-0.010757411,SLC47A2,-17.283539,1.0,-0.010997421,ACSM5,-0.8012355,1.0,-0.09381987,SLC6A11,-17.449419,1.0,-0.00960211,CDC37L1,-3.3149252,3.8809118213247886e-14,-7.752833,SLC2A1,-0.2510516,3.0686395214226272e-15,-8.066694,SMARCC2,-1.0912025,0.0002198904850788571,-4.052672,RARG,-2.3136668,0.000991467791203757,-3.6791399,ICE2,0.035493623,0.34675074473983614,-1.7347491,ASNSD1,-0.34750265,0.00043076628247799793,-3.889015
SF3B6,-0.4085735,0.006191530524687266,-3.0342155,ZFAND2B,0.016053177,9.111839467532826e-09,-5.9707355,BABAM1,-0.36873636,0.00016259876051068531,-3.9811132,ZBTB44,-0.70846736,8.649430103226945e-25,-10.410052,MYCBP,-0.61736465,1.7914560194504965e-06,-5.043776,DVL1,-1.6185989,1.4111388238177312e-14,-7.8652787,GALK1,-26.509361,5.53673510003914e-06,-4.837314,DPM1,-0.017829277,2.4634104966808714e-07,-5.424162,NSUN4,-0.054941785,0.03311168210842696,-2.5454428,KLC2,-1.1919742,5.746493182411535e-08,-5.679288,NEIL2,0.05238882,0.9683411805351118,-0.6317373,LLCFC1,-16.391197,1.0,-0.010757411,LYPD8,-16.882448,1.0,-0.010997421,CADM4,-0.6073329,1.0,-0.09381987,RTP2,-15.792577,1.0,-0.00960211,PTPRM,-27.249166,3.818729220460581e-14,-7.7549133,CMTM3,-0.07602057,3.020298945322408e-15,-8.068662,NUDT9,-1.5743238,0.00021794945864969572,-4.0549073,CHMP6,-0.63540035,0.0009900408853790311,-3.6795669,XAF1,-26.623806,0.3464975132934815,-1.7353069,CRELD2,-0.91761357,0.0004305102519058973,-3.8892167
SNRNP25,-0.34346572,0.006189349871989806,-3.0343645,POLR3A,-0.3449089,9.108996070494545e-09,-5.9708214,PPP1R35,-0.6371998,0.0001614980122078026,-3.9827895,C18orf21,-0.79747653,8.559933280965322e-25,-10.411062,SOCS4,-0.2802203,1.7817687091937305e-06,-5.044854,MLLT1,-0.36301532,1.3969369605287234e-14,-7.8665714,YIPF6,-0.4127001,5.509361535585638e-06,-4.8383455,ALG13,-0.09291934,2.4586102238476546e-07,-5.4245524,EAPP,0.29785168,0.03306102340311616,-2.5460358,CRYL1,-0.78231233,5.722983146555331e-08,-5.6800294,SIRPD,-1.671324,0.9683411805351118,-0.6317539,CDHR2,-17.331295,1.0,-0.010757411,GDPD2,-15.7892275,1.0,-0.010997421,SEC14L5,-1.4210488,1.0,-0.09386893,THEM5,-17.935059,1.0,-0.00960211,TYW3,-4.348767,3.816490636988317e-14,-7.7550178,WBP1L,-0.40709278,2.9048604061416458e-15,-8.073448,MYBBP1A,-0.65306115,0.0002173830506445058,-4.055572,FAM229B,-26.535757,0.0009863630913807037,-3.6805756,STIM2,-3.266901,0.34626756084295646,-1.7357252,YARS2,-2.042044,0.0004300928790503485,-3.8895097
REXO4,-0.6147816,0.006056982136876384,-3.041008,ASXL2,-0.40380985,9.079746612894827e-09,-5.9713807,ABTB2,-2.438189,0.00016123634319147119,-3.983206,USP30,-1.1624365,8.514381098901925e-25,-10.411591,PREP,-0.56523854,1.778621309504744e-06,-5.0452337,MAP2K1,-0.17825423,1.3755796256699432e-14,-7.868526,TPX2,-2.726759,5.479860094463484e-06,-4.8394594,GMPR2,-0.5729383,2.4562614167594896e-07,-5.4247646,DDR2,-0.34710544,0.033010843503555154,-2.5466247,IKBKG,-0.49506277,5.7224769582014086e-08,-5.6800847,OXNAD1,-0.5926605,0.9676504032944077,-0.6325746,NAT16,-17.607214,1.0,-0.010757411,CLDN3,-16.745358,1.0,-0.010997421,CYP4F3,-1.4052327,1.0,-0.09386893,CYP2B6,-16.948893,1.0,-0.00960211,USP47,-2.9611456,3.7860250376136864e-14,-7.7560654,PPIL4,-0.28781542,2.9011673042541228e-15,-8.073632,ROCK2,-0.7579369,0.00021697940713623012,-4.056062,SLC35F5,0.18203571,0.000983891013194225,-3.6812754,C9orf64,-26.102383,0.34626756084295646,-1.7357758,PIGP,-0.70116013,0.0004300928790503485,-3.8895617
TRERF1,-1.469526,0.006022601384284875,-3.0427644,PURB,-0.15155831,9.07427773083109e-09,-5.9715137,RNF40,-0.38437805,0.0001603256634660878,-3.9846137,DCP1A,-0.29156896,8.235386507934235e-25,-10.414782,PLSCR4,-1.3536364,1.7706101299141449e-06,-5.0461383,SYDE2,-4.2018223,1.3434738682466263e-14,-7.871507,TIMM8A,-1.4326832,5.4766218463737855e-06,-4.839623,VHL,-0.12843314,2.445551801735182e-07,-5.425587,ABHD14B,-0.0363143,0.03295313811693882,-2.5472937,CXCL2,-1.6045932,5.674161842915065e-08,-5.6815753,PLD6,-0.18945397,0.9672677538915735,-0.63305753,C4BPA,-17.199383,1.0,-0.010757411,KLRF2,-17.748404,1.0,-0.010997421,CEL,-0.7997015,1.0,-0.093901634,HTR4,-15.951345,1.0,-0.00960211,TUBG1,-2.257391,3.7693522817353184e-14,-7.7566557,NFIA,-2.120594,2.824403697237914e-15,-8.076933,MARCH6,-0.61305445,0.00021697940713623012,-4.056112,TRIM26,-0.2375726,0.0009832125086829497,-3.681511,FOXJ3,0.047513343,0.34626756084295646,-1.7358519,STK39,-0.33034325,0.0004293053683672321,-3.8900695
TRMT61A,-1.0189586,0.00597827939144446,-3.0450294,TMEM259,-0.03368424,9.00855323840801e-09,-5.9727345,PLK4,-3.2430253,0.0001600909236395362,-3.9849927,TRMT2A,-0.8126988,8.221055346716518e-25,-10.414968,PRRC2C,-0.245466,1.767547376494782e-06,-5.0465107,SDHAF4,-0.8237662,1.3175381590928906e-14,-7.8739715,ERI3,-5.5013604,5.473535995690431e-06,-4.8397813,AGK,-0.7759452,2.43555262650749e-07,-5.4263606,CES4A,-2.858712,0.03274218636315249,-2.549651,GPKOW,-0.5491626,5.5533800354845304e-08,-5.685293,DHX40,-0.07434451,0.9669820525167239,-0.6334596,TMPRSS11D,-16.958805,1.0,-0.010757411,LRRC70,-17.555122,1.0,-0.010997421,ODAPH,-2.8409631,1.0,-0.093908176,SIGLECL1,-15.839636,1.0,-0.00960211,SPOP,-3.1662629,3.7445930501367706e-14,-7.757522,MTMR9,-0.628921,2.814558338304489e-15,-8.077388,NUDT19,-1.522787,0.00021697940713623012,-4.0561495,DCBLD1,-26.525417,0.0009808044989426524,-3.6821957,TAF2,-0.21826209,0.34626756084295646,-1.7359533,RBM22,-3.2672224,0.00042900418639306605,-3.8902972
DGKD,-1.3703532,0.005949619505431018,-3.0465598,TBC1D10B,-0.06700433,8.961127304144892e-09,-5.97363,BRAP,-0.48783055,0.00015978748513307148,-3.9854743,CDK12,-0.40873554,8.181558161722348e-25,-10.415446,TCFL5,-1.2239152,1.7554086592731329e-06,-5.0478697,CDC5L,-0.19958773,1.2948259394916838e-14,-7.876172,ZBTB1,-0.065011345,5.33916992714226e-06,-4.8447647,BSDC1,-0.034284063,2.418691920669692e-07,-5.427643,ACVRL1,-2.7306964,0.032737484662223176,-2.5497596,PNPO,-0.69421,5.50538171642142e-08,-5.6868167,TNFRSF10A,-2.163123,0.9665832365023497,-0.6338741,NCBP2L,-17.083084,1.0,-0.010757411,PPP1R17,-18.240257,1.0,-0.010997421,AK7,-19.367786,1.0,-0.09391145,BBOX1,-16.365763,1.0,-0.00960211,GALNS,-27.31823,3.566150875422566e-14,-7.7637444,TAF12,-0.2205917,2.8069823055151503e-15,-8.0777445,ITSN1,-2.34349,0.00021689384425620212,-4.056323,MTCL1,-2.7071166,0.0009761144817922459,-3.683477,FAM168A,0.10594881,0.34570553328824566,-1.7369167,INVS,-1.1987863,0.0004267869012646772,-3.8916118
HMG20A,-0.41434914,0.005927850100991799,-3.0477042,LNPK,-0.050907068,8.894477498164961e-09,-5.974882,PCDHGA10,-2.983751,0.00015946162887899208,-3.9859903,USP6NL,-1.2271242,7.961006588259814e-25,-10.418067,ZNF83,-0.305541,1.754389282939154e-06,-5.048022,TBC1D2,-0.3598995,1.2916761881146042e-14,-7.8765035,NGF,-26.780983,5.334251108208468e-06,-4.844994,TSC22D2,-0.15922807,2.4132696540880966e-07,-5.4280853,GGCX,-0.16195625,0.032662066047344854,-2.5506806,MAST2,-0.62368834,5.4855535311688556e-08,-5.6874733,BTBD7,-0.11105486,0.9665832365023497,-0.6339446,C7orf77,-14.33672,1.0,-0.010757411,SIX3,-15.5183,1.0,-0.010997421,WNT7A,-21.08004,1.0,-0.09391145,LLCFC1,-16.36519,1.0,-0.00960211,NRG1,-27.811644,3.566150875422566e-14,-7.7637444,PIAS1,-0.082493596,2.804768457419974e-15,-8.077869,DCAF16,-0.8927444,0.0002164968364298613,-4.0568075,ELOA,-0.60445136,0.0009760050181669175,-3.6835654,NDUFA2,0.004667712,0.34570553328824566,-1.7369673,UBA1,-0.5496952,0.0004264759483608462,-3.8918462
SMIM10,-2.4166198,0.005920911769629447,-3.048099,ANAPC16,-0.05323506,8.712611670434658e-09,-5.978284,ZNF880,-1.1032629,0.00015822650036196692,-3.987898,ULK2,-1.1530975,7.688083114979969e-25,-10.421405,APOOL,-0.7831442,1.7090358224393702e-06,-5.0530663,COX16,-0.31834003,1.2837937058059034e-14,-7.877295,SNX29,-1.5462027,5.3235488192401695e-06,-4.845485,SEC61G,-0.9698641,2.376940121326411e-07,-5.4308343,AOAH,-2.6477349,0.03257218379132346,-2.5516996,CIR1,-0.44340512,5.413746872181569e-08,-5.689764,RGS18,-0.797511,0.9663422858852875,-0.6342389,RAB19,-16.638836,1.0,-0.010757411,SLC9C2,-17.088823,1.0,-0.010997421,FOXJ1,-20.662054,1.0,-0.09391145,OR5L1,-18.043034,1.0,-0.00960211,HIGD1A,-1.6473848,3.5366389441997035e-14,-7.7648582,SLC39A11,-2.5373578,2.638501174645889e-15,-8.085349,NDUFA11,-0.92952937,0.0002158594193582177,-4.057553,ZFYVE1,-0.7895407,0.000972182626898398,-3.6846845,NDUFS2,-0.16704045,0.3443198842254605,-1.7392236,NEDD1,-2.2732177,0.00042575374192408295,-3.8923147
AGK,-0.39982995,0.005901649696345403,-3.0491207,HERPUD2,-0.04557432,8.67570802065912e-09,-5.97901,SPEF2,-2.4807649,0.00015731018247172674,-3.9893072,XPO7,-0.2176822,7.672979637979403e-25,-10.421613,SLC31A2,-1.1211426,1.7018959885026558e-06,-5.053907,CLEC11A,-1.667427,1.2766894112038206e-14,-7.878015,MOAP1,-1.3557974,5.293984501844198e-06,-4.8466372,HDAC3,-0.29275766,2.3422383586737752e-07,-5.4335,ACTR3,-0.1123358,0.0324159271501237,-2.5534332,TACC2,-25.925167,5.323490586450337e-08,-5.6926746,FMO5,-0.6654647,0.9656727393354775,-0.63487935,SIAH3,-17.84845,1.0,-0.010757411,DHRS7C,-16.596476,1.0,-0.010997421,ABO,-20.100304,1.0,-0.09391145,IL2,-17.729692,1.0,-0.00960211,TP53I3,-27.229275,3.533368867705272e-14,-7.7650056,SPNS1,-0.7569887,2.6305678422695864e-15,-8.085745,SON,-1.2061439,0.0002153783103970277,-4.0581303,ALG2,-1.4797019,0.0009708098467854009,-3.6851044,TRIM5,-0.64270234,0.3443198842254605,-1.7393124,ANAPC5,-0.17380737,0.000424405760760655,-3.8931413
