C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score,C11_names,C11_logfold,C11_pvals_adj,C11_z_score,C12_names,C12_logfold,C12_pvals_adj,C12_z_score,C13_names,C13_logfold,C13_pvals_adj,C13_z_score,C14_names,C14_logfold,C14_pvals_adj,C14_z_score,C15_names,C15_logfold,C15_pvals_adj,C15_z_score,C16_names,C16_logfold,C16_pvals_adj,C16_z_score,C17_names,C17_logfold,C17_pvals_adj,C17_z_score,C18_names,C18_logfold,C18_pvals_adj,C18_z_score,C19_names,C19_logfold,C19_pvals_adj,C19_z_score
DDIT4,3.2362447,0.0,45.746845,TNFSF10,2.306864,5.276747017564158e-65,17.326344,SERINC2,1.4652365,2.16847128599623e-156,26.844292,MXD1,1.7662967,8.82467388509573e-192,29.723162,INPP5A,2.1338167,3.07270737380664e-218,31.705412,LY96,1.8355227,3.236906570842505e-304,37.429996,OPTN,1.5656829,3.3811168636724406e-94,20.840698,CSTB,2.1175997,0.0,38.92036,PGLYRP1,3.2796755,1.1494702051363946e-178,28.689997,FABP4,4.6664324,2.1361160319617585e-13,8.04501,PAXBP1,2.2598612,1.4156162891360142e-27,11.146251,MYADM,1.6309489,5.063961589670312e-34,12.497811,PDHA1,1.6024181,2.76524361619843e-204,30.674685,PA2G4,2.3480074,4.249113417214849e-254,34.201424,CAV2,7.92811,3.811898771151319e-65,17.355515,SH3BP5,1.5463829,2.5440562361200876e-23,10.2982235,MS4A6A,3.2531054,7.045070296117791e-72,18.234903,GIMAP5,5.8929825,0.09060294334698962,2.846923,TGFB1,3.1923254,1.0308459795413832e-09,6.9050994,MT1X,2.9172354,5.035005652913537e-05,5.1635923
CALB2,6.2385755,0.0,45.64852,KIF11,3.1822097,1.0553328868392425e-64,17.285864,IGSF6,1.3970786,4.364596087967869e-154,26.645773,ETS2,1.6342922,7.467316478787267e-191,29.650883,SLA,1.9246151,3.3805111066063916e-214,31.41042,JAKMIP2,2.1620927,7.272158016879143e-304,37.408005,EMP3,1.2131344,3.3984940011513446e-94,20.839972,TGM2,2.475421,0.0,38.82509,MBOAT2,2.0082986,1.6628510707443458e-176,28.515862,MS4A4A,3.4347858,2.2365592670703234e-13,8.037713,LPCAT2,0.8768057,1.4122028491832455e-26,10.934452,PIM1,1.3016559,6.009175484925346e-34,12.482757,POLE,2.621012,2.1642760143913203e-202,30.531569,FBL,2.4218655,2.2504168717168096e-252,34.084667,ADGRL4,9.452977,8.66207708753054e-65,17.307636,SOD2,1.2605939,2.980139703232251e-23,10.282452,ATP2C1,1.3643568,1.3738196011955906e-71,18.197575,PFKFB3,1.8015028,0.0968414755535706,2.8156705,CLU,2.729712,1.078653526817562e-09,6.897055,CENPU,3.2463236,5.0435732629320065e-05,5.1611357
FOXP1,2.7088695,0.0,45.364716,CENPE,2.9862833,1.6374071001416216e-64,17.25996,PIK3AP1,1.0246726,1.9089411339616334e-152,26.502903,CSRNP1,1.4985619,5.455113988218049e-189,29.505135,IL18RAP,3.0546253,2.2761402699658854e-211,31.202208,RNF13,1.7223672,1.2978714886756426e-299,37.145203,CCL18,2.0066745,1.4564000216819338e-93,20.769709,TXNRD1,1.7538002,0.0,38.695095,CLEC5A,1.9639126,2.9987916348047177e-176,28.49477,ANXA2,1.8397866,2.2585978323023932e-13,8.034865,LIMD2,2.2896652,1.4534536925274886e-26,10.93175,LGALS1,1.1981621,6.243247999926146e-34,12.479429,CLEC5A,2.1021316,5.457913353907826e-202,30.500896,SRPK1,1.7896024,8.655107472012729e-250,33.909157,PLS3,8.888165,1.1538462569164376e-64,17.290451,LTBP3,2.533859,3.3519139480785364e-23,10.270742,IER3,1.4406985,2.2789830532242684e-71,18.169056,JMJD1C,1.400702,0.10705893139257495,2.770116,MAST4,4.357924,1.1203572293465872e-09,6.890073,TUBB2A,4.011396,5.046870250072157e-05,5.158898
SH3BGRL3,1.3840358,0.0,45.0758,NFATC3,2.1383078,3.234910461153597e-64,17.220043,LY96,1.3273512,1.3473372126946577e-151,26.42873,SAT1,1.3597698,1.7328960688610955e-188,29.465569,MAPK14,1.7123079,6.7560951542358345e-208,30.944754,ACSL3,1.8322972,3.353907276021871e-299,37.11929,SEC13,1.744034,3.6531581495527075e-93,20.725012,PLBD1,4.6213636,0.0,38.49369,PLAC8,2.1411567,4.0019178145022257e-174,28.321873,SERPINA1,1.6488277,2.8056753256714167e-13,8.006598,ITGA4,1.9265788,3.1934883982629053e-26,10.858133,SLC18A2,2.2208729,1.4423820614340655e-33,12.410598,E2F8,4.1580367,5.132801213716258e-201,30.426636,NOP16,2.7607698,9.104439392514019e-250,33.90738,CRIM1,5.002828,1.6389569762706708e-64,17.268896,TCTEX1D2,3.13889,1.9801421669675163e-22,10.092776,ITGB2,1.3161329,2.6668891535080304e-71,18.159672,RCAN3,4.0817294,0.10705893139257495,2.7697473,STOM,2.769644,1.1370355923593425e-09,6.886398,SIAH2,2.3077345,5.3516975768253816e-05,5.143734
TDRD3,2.4357095,0.0,44.87163,GPR65,2.6023114,3.9667105696000975e-64,17.207687,SCARB1,1.408057,6.979377613127011e-151,26.366072,MBOAT7,1.209093,3.255376643402598e-188,29.44378,TRGC2,1.8690591,2.7767178635531737e-207,30.898293,EVL,1.8265226,1.461962372207566e-297,37.017166,TTC3,1.9021784,9.090702109628857e-92,20.56876,TCN2,2.2382061,0.0,38.451996,TMSB4X,0.73551077,5.2202234912595435e-173,28.230738,TRIM14,2.043805,2.846245304496471e-13,8.003223,CHPT1,1.6514539,3.306230412228672e-26,10.854876,ACTB,0.6592598,4.587575757586407e-33,12.315673,CSTA,1.6230936,7.044295521620007e-201,30.415861,SNRPA,2.0203042,1.9456363144032626e-246,33.680412,ITGB5,4.8179293,3.566027605718913e-64,17.223324,MT-ND5,3.7507396,2.0825364222268238e-22,10.087287,CCL3L1,2.166762,3.475287674556609e-71,18.144382,CREM,1.6608775,0.11823086927555604,2.7201355,NFE2,3.169907,1.230360825576533e-09,6.873604,SLC40A1,3.895693,5.6336392269620395e-05,5.131152
TNFSF10,2.9710326,0.0,44.529655,LMNA,1.7261685,5.125697811358503e-64,17.19229,JAML,1.2790341,8.635356720300072e-146,25.917742,PIK3CD,1.483005,7.226012105010289e-188,29.416317,TRGJP2,1.8363004,2.40545450801206e-205,30.753315,TIMP2,1.5015448,2.77485010378296e-297,36.999504,BAG3,2.5857053,2.147800420613522e-91,20.52655,LAMP1,1.3539155,0.0,38.365593,CCNB2,3.8321137,1.2342327614818053e-171,28.118195,IRF8,2.3457217,7.783396251724192e-13,7.8752522,MBOAT7,0.8585418,4.355846087985881e-26,10.829305,MYO1G,1.7525395,4.614120035060381e-33,12.314934,CST7,2.2160006,3.186432799225939e-200,30.365877,YWHAH,1.8624624,3.1879477836344147e-245,33.59707,NT5E,5.8133287,7.093066551274431e-64,17.182844,EML4,1.2360439,6.426523773773786e-22,9.972822,ZEB2,1.1728166,2.915306391004649e-70,18.026396,N4BP2L2,1.2736778,0.11943516980175829,2.7144685,PSTPIP2,1.980642,2.6843386705176533e-09,6.7599263,CBFA2T3,4.072017,5.8874247666743544e-05,5.1129837
MYO1D,4.2550154,0.0,44.120747,FOXM1,2.789679,4.018424120487536e-63,17.07142,PDXK,0.9165866,6.524471629936152e-145,25.839277,CCL3,2.3050966,4.160051137877102e-186,29.277973,EIF4E3,2.2258792,2.3513882593590547e-204,30.67878,IGSF6,1.9112436,1.2914598311548617e-293,36.77035,GM2A,1.4355047,2.3702180352261853e-91,20.5213,THBD,2.2890081,0.0,38.203697,AGTRAP,1.5403068,1.2694617414447172e-171,28.116785,PCLAF,2.3833442,8.052393055179004e-13,7.86943,SYTL1,1.877059,5.45463058104043e-26,10.808069,LCP1,0.58523685,9.008952531865786e-33,12.258667,MS4A3,2.2978332,5.36499047215142e-200,30.348362,CLEC5A,2.1059122,9.740531173676674e-240,33.219078,SELENOM,4.149154,7.374596544967667e-64,17.179953,MIDN,1.4540435,1.1793619549453328e-20,9.667713,ZNF267,1.5270078,5.846007033049687e-70,17.98714,TMEM123,1.9981303,0.1323601758034666,2.6642697,RGS6,12.462442,2.7761340824026863e-09,6.753502,LMO2,2.7753737,5.8874247666743544e-05,5.107256
ENPP3,4.620011,0.0,43.996647,PHF19,2.5324361,1.4379672478542876e-62,16.995237,SOD2,1.1503237,5.998363671304277e-144,25.752972,CSF2RA,1.2217754,1.0391789498772167e-185,29.246328,MEGF9,2.0534544,1.1018931181708535e-198,30.249851,ST14,2.1004896,3.004050947219051e-288,36.432636,HM13,1.540067,3.6328232072709956e-90,20.38771,SLC11A1,2.2660465,0.0,38.19217,HJURP,2.8507364,2.776537736649782e-171,28.088566,KIF4A,3.596772,1.3014475289475097e-12,7.8075733,G0S2,1.5376108,1.2360865136960332e-25,10.730741,ARRDC3,1.4457903,5.362160545689516e-31,11.914848,CKAP2L,2.5587869,9.114899075902403e-200,30.330544,CDT1,3.2792695,2.910826371202739e-239,33.185852,MMP14,3.1895475,1.7316343698677892e-63,17.129734,SPI1,0.55148315,3.311919831894166e-20,9.558072,ANXA2,1.6589977,7.085397800756384e-70,17.975756,LCK,12.808247,0.1323601758034666,2.6638339,GNAZ,12.967967,2.788989968288688e-09,6.751297,NEDD4L,4.197796,5.8874247666743544e-05,5.106114
LCP2,1.3112767,0.0,43.960655,NR4A1,2.1036098,4.131880805773725e-62,16.932192,APLP2,1.0683616,7.620946778495291e-144,25.74326,LST1,1.5399503,1.8975709938238426e-185,29.225367,NCF2,1.4137933,1.5467626562130927e-198,30.23827,TMBIM1,1.4097358,1.2800126482825881e-284,36.202343,TRAM1,1.7246392,3.8376342393607304e-90,20.384571,FUCA1,2.0846813,0.0,38.09458,ASF1B,2.5520458,1.2118579103288154e-170,28.03572,ARL6IP1,1.814838,1.4400665839365604e-12,7.7932534,FNDC3B,0.6581989,3.037887816734613e-25,10.645864,ARL4C,2.8279097,9.207658971499358e-31,11.86723,PLAC8,2.3016102,4.054236200464288e-196,30.052252,MCM6,2.6246393,4.699733257995747e-238,33.101444,PLOD2,7.1223216,2.2139849716858432e-63,17.114807,FABP3,1.8642381,5.849862196499233e-20,9.496647,SDC4,1.6668857,8.17329862840092e-70,17.967117,CD7,11.573164,0.1323601758034666,2.6619225,SELP,10.522186,2.8984059272557183e-09,6.744192,CNN3,5.080767,6.148581876390616e-05,5.096036
ZNF331,3.5037222,0.0,43.905907,ZFP36L1,2.4404306,1.090450300179462e-61,16.873953,ACE,1.4215631,1.2733718641932983e-141,25.54311,GRINA,1.0316155,3.34120986042852e-185,29.205637,PSTPIP1,2.0466077,1.5744652957673642e-197,30.161142,KMO,2.283836,4.4300035873616494e-284,36.167713,LGALS1,1.3343138,1.4121513543536236e-89,20.31981,CD68,2.1038122,0.0,37.940567,CHI3L1,1.9556526,1.4443928754467664e-170,28.029068,MACC1,2.8755581,1.896846118368858e-12,7.7553244,RNASE3,2.8634105,8.142944291218585e-25,10.55151,RAB11FIP1,1.4593104,3.880251576572508e-30,11.742175,LMNB2,2.3250751,3.1248077047829716e-195,29.98393,P2RY8,2.8761814,1.3899066891216258e-236,32.99851,PODXL,8.792812,4.716879232660245e-63,17.068874,NPLOC4,1.3632294,9.39745896909736e-20,9.444823,SERPINB8,1.5926737,9.548800622237759e-70,17.957777,DDX5,0.4501115,0.13799901578976778,2.6404111,SLC44A1,2.2849374,3.744139379573866e-09,6.703904,ATP5MC3,1.8912178,6.403719248631101e-05,5.08469
TXNIP,1.7342672,0.0,43.560192,RASSF5,1.4830488,4.5771132174209175e-61,16.78801,ZFYVE16,1.142662,9.468957387716717e-141,25.464142,AQP9,1.7023385,1.3775966807360435e-184,29.156767,ACTG1,1.4027053,4.2277158152715676e-194,29.89776,FDX1,2.0470488,8.302951543160942e-278,35.766094,NUS1,1.4125831,3.046543501000532e-89,20.281582,RBM47,1.8843586,0.0,37.898808,TRGC2,1.7470906,2.3898498113355496e-170,28.010727,BUB1,2.9912372,2.392552464172923e-12,7.7243004,PTPN7,1.5457001,1.374692547247481e-24,10.501271,EGR3,1.8464893,4.989463340521194e-30,11.720428,MCM5,2.3454354,6.062109696555534e-195,29.961485,FDFT1,1.970179,6.003980677664861e-236,32.953907,GAS6,6.248263,7.245605274269566e-63,17.043194,MS4A7,1.7464269,1.0319246553206094e-19,9.434866,OTUD1,2.0700886,2.8306010882939824e-69,17.896648,CD6,8.567548,0.13937039761550316,2.6356997,TRIM58,7.107445,5.584630088818382e-09,6.642288,EPCAM,5.2649317,6.403719248631101e-05,5.084033
JUNB,1.3244939,0.0,43.010727,TUBA1B,1.7862043,6.376068502381356e-61,16.76782,ADAM10,1.0223535,1.2206819405392645e-140,25.453766,EGR2,1.7280524,4.1587218379251e-184,29.11814,ARHGDIB,1.3630062,3.5222449139609033e-193,29.826475,IDH1,1.812926,8.596108207344182e-278,35.764782,TCN2,1.7544469,8.871856426370459e-88,20.113749,B3GNT2,2.042889,0.0,37.86095,SIGLEC5,1.8226444,3.5631666530124345e-170,27.996092,SEPTIN11,1.5848566,2.5914678491587057e-12,7.712628,RNF138,1.696234,1.440322854707564e-24,10.496616,ADAM8,2.5981295,9.89209447315358e-30,11.6606455,CENPP,2.496035,9.298991054557968e-195,29.946861,IGFBP7,2.9514754,8.755008391824729e-236,32.9422,MFAP2,7.818795,1.136615423173617e-62,17.01625,MVD,2.087814,1.551276507262989e-19,9.39051,EREG,2.3211474,2.915958320887039e-69,17.894302,DGKA,3.0077553,0.14132562666334667,2.6292112,ITGB5,4.8518467,5.992731761283806e-09,6.6304197,ZFP36L2,1.8866042,6.403719248631101e-05,5.082828
GALC,2.9571738,0.0,42.683117,LIF,2.5339015,1.2955735338489545e-60,16.725136,PPT1,1.026035,1.6303308779515632e-139,25.35113,IL1B,1.8352952,1.7499061443774399e-183,29.068436,SERPINB10,2.1610894,7.44957651490742e-193,29.801014,CTSL,1.8268858,1.0993825575199305e-276,35.693165,NRBP1,1.3660129,8.898277075568883e-88,20.113167,HMOX1,2.0709183,1.243039765694843e-304,37.451694,MMP8,3.5029473,8.809513557757464e-169,27.881037,NCAPG,2.8902898,3.4101226396266308e-12,7.6760454,RIN3,0.9041268,1.8724955466408108e-24,10.471222,HSH2D,3.1186986,2.0386045039479408e-29,11.596671,CORO1A,1.9168124,1.832999066312005e-190,29.614468,MTHFD1L,3.4075732,1.1534561492202779e-235,32.93357,LAMC1,4.7253814,2.185646896427926e-62,16.977324,THBD,1.5029832,2.3403791374551524e-19,9.346041,IFI30,1.7395419,4.0405854452117687e-69,17.875437,ARHGAP15,1.6193513,0.14429553954201282,2.6174915,ANK1,6.3781834,6.214986462016947e-09,6.623587,PDCD4,2.1842642,6.441801148578096e-05,5.0799017
MFAP3L,5.191392,0.0,42.486103,FAM102A,2.3970723,1.3601073547351834e-60,16.721745,JAKMIP2,1.4998446,1.6303308779515632e-139,25.351068,TLR2,2.2359478,2.396362675257366e-182,28.978004,DACH1,1.981576,1.0532401445128364e-191,29.711731,LAMP1,1.2003939,1.3877898818407777e-276,35.68631,ARF1,1.2866818,2.287669961332057e-87,20.06585,MRC1,2.1626089,2.9390803520537917e-304,37.428402,MIS18BP1,1.8784798,9.373561801551485e-168,27.79582,CKAP2,2.4861152,3.670656539786917e-12,7.665137,GATA1,2.423756,2.103214102513393e-24,10.459967,LGALS8,1.871333,5.976955600160443e-29,11.5019865,FAM107B,1.3409773,3.0852620864654496e-189,29.518738,FAH,1.8403572,4.915390291862461e-234,32.81928,NT5DC2,5.3561416,3.3374094884918937e-62,16.950722,TCF25,1.2088145,6.24752975147115e-19,9.236958,CCR1,1.94758,4.211113219095379e-68,17.743559,MEPCE,1.8489245,0.14465063134829284,2.615731,BEX3,2.742231,9.249177217018584e-09,6.5631413,FXN,3.4093359,6.95207863633681e-05,5.063611
AHNAK,2.0888376,0.0,42.113815,IQGAP2,1.9561647,8.323247526485561e-60,16.612465,REEP3,1.2648199,2.8594120571374297e-138,25.237194,EHD1,1.5270793,4.802010155762688e-182,28.953672,THEMIS2,1.497859,1.0360919847491566e-188,29.477371,WARS,1.7498232,6.458769830929497e-276,35.642895,AKR1B1,1.8625132,2.5838477783154836e-87,20.05937,MMP14,2.3335865,4.151467690033789e-303,37.35732,SHCBP1,2.716052,9.45446724089596e-167,27.712273,CSTB,1.6968623,4.230918353228598e-12,7.645431,FTL,0.36893386,3.1241577602885046e-24,10.421656,CKAP4,1.840065,7.69621174781007e-29,11.479707,JDP2,2.1915808,5.662845383774798e-189,29.497833,TSPAN2,2.025394,4.9543001146843e-233,32.748604,EDIL3,8.529329,1.775603970190983e-61,16.851028,MYO9B,1.4967555,8.38093029950841e-19,9.204297,IFNGR2,1.3397745,6.12540723971505e-68,17.721819,RELB,1.6777424,0.14475511900042162,2.6151776,PARVB,3.5306065,9.809087034298404e-09,6.552933,SSX2IP,4.0226455,7.112926249779069e-05,5.0574765
GMPR,3.8999329,0.0,42.01629,TIMP1,1.7578714,1.844987099095495e-59,16.563683,PSAP,0.80441356,1.342175649166202e-137,25.175549,GPSM3,1.2290138,8.50573967841865e-182,28.933582,LCP1,0.88326734,1.20910816941067e-187,29.39365,SLC47A1,2.0747485,1.734473926978361e-275,35.61486,GOLGA5,2.2286382,3.63785923072279e-87,20.041925,SCPEP1,2.1056309,2.9143153219083287e-302,37.304836,LCN2,3.7521946,1.5626566699659667e-164,27.527208,CD74,2.0898938,5.139457557284561e-12,7.61892,ENTPD7,2.0275705,8.2170677868134e-24,10.3273,FXYD5,0.7249167,1.6327447882058012e-28,11.412736,PGD,1.2241119,6.3676090741043296e-189,29.493519,DEFA4,4.119126,1.3179876485868504e-232,32.71848,ITGA5,2.967976,1.8550625948904396e-61,16.847878,APLP2,1.0293046,1.1550470412509887e-18,9.167624,F3,2.2123046,2.1729486959245947e-67,17.649784,TRIM22,1.8908223,0.1493516982656915,2.5971704,CA2,4.827171,1.0076414509933415e-08,6.547489,MCM7,2.523535,7.277573910243657e-05,5.0496054
LIF,3.3165703,0.0,41.941353,RGS2,2.3146985,2.0017245393606148e-59,16.558298,PNRC1,0.8102297,7.610251360015034e-135,24.922436,PIK3R5,1.5206136,2.560891275196383e-181,28.89515,RBM38,2.5278742,2.953028979390363e-185,29.205536,ADAMTSL4,1.6087615,3.0869490283192436e-275,35.59836,COPG1,1.5536585,5.955003494929102e-84,19.668047,OAS2,2.513675,4.602963184356268e-302,37.29228,AFF2,2.1515794,9.483732293019751e-164,27.461334,MDFIC,2.3112898,5.233057694430372e-12,7.6151624,APOBR,1.0186845,6.63012479062524e-23,10.120751,RUNX2,2.6082542,2.034958821430565e-28,11.392919,SHCBP1,2.8822408,2.9903851203873364e-187,29.362522,GFI1,2.911389,1.5106892114922918e-231,32.643658,ITPR3,6.3994493,2.0516183503733152e-61,16.841364,NUPR1,1.4476588,1.2979282078029779e-18,9.154329,PILRA,1.4697111,6.91110749778767e-67,17.583652,FUBP1,1.6080351,0.15353748594750286,2.5826843,DUSP7,4.4545856,1.2644257889644177e-08,6.5106583,TYMS,2.7834723,7.883815976011877e-05,5.0325637
PDE4A,3.0220945,0.0,41.84401,RGS13,2.6524975,3.556133423276305e-58,16.381422,SLC7A7,1.2591091,2.588069557656547e-134,24.872957,BCL6,2.2785068,1.7748023208236395e-180,28.827799,STXBP5,1.7201496,1.2921894973179506e-184,29.15467,FLNA,1.5773082,5.477634541644073e-274,35.51722,DDHD1,1.5228845,6.891382909880235e-84,19.660229,FAM20C,2.1798265,8.669710951637893e-302,37.274998,NDE1,1.6881635,5.98258030678383e-163,27.393896,EPHX1,1.8669466,5.979245630039423e-12,7.596512,MBOAT1,2.8374572,1.391397559412428e-22,10.046422,SLC44A1,1.667092,8.690429770153408e-28,11.263169,SPN,1.4532064,1.643866378439803e-183,29.067747,SRSF7,2.1776307,3.3621316411261e-231,32.618904,ITGB3,3.1866744,4.815209160445746e-61,16.790257,ZNF316,2.9937477,2.319838928189658e-18,9.089152,DUSP6,1.6721941,9.511928922391433e-67,17.56488,GNG2,2.3398433,0.1549384952713472,2.5767825,HOMER2,5.431651,1.4842021277107237e-08,6.482375,TAL1,4.504192,8.55067664880341e-05,5.015256
GALNT6,3.8482223,0.0,41.759525,RGS1,2.7772186,5.6470511651233634e-58,16.352812,ANXA2,1.2523781,2.0456050258821017e-133,24.789442,PTPRE,1.2131786,1.7394417089774498e-179,28.748257,MGAM,3.3409648,1.627039015994294e-183,29.067095,RHOQ,1.6511973,6.759555986471094e-273,35.446133,CIR1,2.8382401,4.465960695782015e-83,19.56397,RMDN3,2.179586,1.3568715998129002e-300,37.200882,PRC1,3.1381147,1.4800803365428443e-162,27.360483,SMIM30,1.8213886,6.092084664799454e-12,7.5926905,HNRNPLL,1.6812509,4.241765956076209e-22,9.934266,MSN,0.6121445,1.3885557792292057e-27,11.22096,H2AFZ,2.0754797,5.4268161663751115e-183,29.02634,C19orf48,2.9374983,5.0265388507632535e-231,32.60633,FBN1,6.0266724,1.7196642242006636e-60,16.713444,CYP27A1,1.2735054,4.9974010388430776e-18,9.002957,ANXA5,1.310276,2.480716959020865e-66,17.509747,SARAF,1.6282849,0.16240283264347255,2.5528064,CNST,3.3716633,1.730874621744104e-08,6.457467,SLC2A1,3.163402,8.963016900404396e-05,5.0031905
TRIB2,3.5577478,0.0,41.70275,MT2A,2.3551695,2.0164340733037213e-57,16.27417,SLC47A1,1.5228686,7.334215239324724e-130,24.456043,P2RX4,1.2898189,6.806270613833432e-179,28.70047,NADK,1.7246985,3.70409108533481e-183,29.038483,GRINA,1.2221184,8.554507031243889e-272,35.3742,SPSB1,2.5220492,2.6104807533232747e-81,19.353863,SOAT1,1.9870571,2.5330303943758054e-298,37.05984,CIT,3.2816622,1.341490135735619e-161,27.279541,UCP2,1.4839449,6.841045720747889e-12,7.5762687,PIM2,2.1586702,7.237367982066906e-22,9.879844,ZFP36L2,1.3596493,2.311905306667042e-27,11.174318,PRTN3,2.6469083,8.401554162673693e-182,28.931578,TCERG1,1.8054025,5.763822798686767e-230,32.531242,SERPINH1,5.8391066,1.621466431675082e-59,16.57805,TNS3,2.1031983,7.428304174702075e-18,8.957425,DPYSL2,1.571789,3.125585465876995e-66,17.495945,RORA,6.2664075,0.16794623594915084,2.536845,VCL,4.0296474,1.730874621744104e-08,6.4556975,FBL,2.4838865,9.446250185302443e-05,4.989263
AKAP13,1.8592275,0.0,41.358063,ST3GAL4,2.2526116,3.503876054605499e-57,16.239857,ACSL3,1.2331237,3.349544597664807e-129,24.393581,F3,2.5290287,7.849490843471403e-178,28.61456,EMB,1.8124003,2.0862111493090547e-182,28.978642,ACP5,1.9095873,2.5220551673140803e-271,35.343334,SQSTM1,1.1136376,3.1694037730383317e-81,19.34347,A2M,3.6798825,7.724944731612646e-296,36.90498,CCNB1,4.1085467,2.541954611041798e-159,27.086508,LIPA,1.8178724,7.208255813518745e-12,7.567544,ACSM3,3.5309265,2.034800137807372e-21,9.772968,RNF125,3.1182017,2.880252048001869e-26,10.941932,NCAPD3,2.4070902,4.2023289217287567e-181,28.875614,LYST,2.03863,4.3574586857029214e-229,32.468807,COX7A1,7.7497606,2.0608448838233144e-59,16.563099,STK10,1.6253637,1.3739556664301628e-17,8.886628,FTL,0.8586884,9.856098161316881e-66,17.429754,IL2RG,1.3360913,0.17294985520553305,2.5177646,MEIS1,8.906417,1.8020978819035748e-08,6.4476266,IDH2,1.8003459,9.446250185302443e-05,4.988903
MT2A,3.0093615,0.0,41.206802,RAPGEF2,2.020992,3.5557723118871054e-57,16.238506,TMEM33,0.98901904,3.427357041516261e-127,24.203053,S100P,1.6714424,7.147207973873592e-175,28.37538,TRIB1,1.5363262,3.044276213049638e-182,28.96529,TCN2,1.9589807,4.757824517935292e-271,35.325077,IRF8,2.3046994,3.4620330140889207e-81,19.338528,SNX2,1.8908103,1.6832302921869342e-295,36.883583,PFN1,0.995022,7.529415919514024e-158,26.960566,USP1,2.0909083,7.208255813518745e-12,7.5667434,HSH2D,2.0587354,2.1081036773364993e-21,9.7690735,IL9R,2.841576,3.3510721885775e-26,10.927604,ATP8B4,1.9047899,4.994172561650054e-181,28.869312,SERPINB10,2.2433672,3.4586514099754664e-228,32.404503,LAMA4,9.483818,2.503607900572096e-59,16.550856,CHST11,1.3843316,1.515271401950458e-17,8.875338,CDKN1A,1.6252974,1.3989760517535316e-65,17.40908,DDX6,1.649836,0.17557704739910224,2.5104544,CR1L,8.16806,1.9092164570146522e-08,6.437541,SPN,1.5472089,9.446250185302443e-05,4.9859924
SOCS1,2.9123404,0.0,41.120674,SLC7A5,1.9569621,1.2512763267641723e-56,16.160238,NCF2,0.9094869,1.385878041953761e-125,24.04959,LCP1,0.76257414,3.2014416464867984e-174,28.32221,ARHGAP30,1.4746318,8.78254193564231e-180,28.768019,RAB10,1.2401606,4.3576171321085096e-268,35.131332,UBXN6,1.5586699,6.591423994735747e-81,19.304903,MGST3,1.7980067,9.719067639883926e-295,36.835754,ARHGDIB,1.3398411,2.796235942275606e-157,26.911564,CALM2,1.4605199,7.884414754580317e-12,7.5537333,PSTPIP2,0.92874455,8.465172482859371e-21,9.623889,SELPLG,1.1696061,8.011382040436734e-26,10.846633,EZH2,2.5291982,6.838295647578521e-180,28.777979,DDX21,1.7326156,5.934474255348619e-228,32.387604,C12orf75,5.802622,7.846626403695842e-59,16.481415,PLPP3,1.1959101,1.7649861917321196e-17,8.857809,KCTD12,1.797299,6.1266104932076e-65,17.323689,IL2RB,5.2710896,0.17557704739910224,2.5103874,SEPTIN5,3.4716127,2.0636077422819155e-08,6.4244065,ST8SIA6,4.669498,9.538984639883424e-05,4.9824715
ITK,5.123629,0.0,41.037838,NSMCE1,1.8957571,1.8164959411902118e-56,16.136362,CTSB,1.0584886,1.355594919027732e-124,23.954365,TNFRSF14,1.9521666,5.0793587946269044e-174,28.305592,TMEM45B,2.2829885,9.18787009362656e-180,28.76614,TXNRD1,1.4827294,3.526081739100786e-267,35.07151,GDF15,2.4158614,2.2872825477141015e-80,19.239752,SAMD4A,2.8915315,1.5362954140626064e-293,36.760498,DYSF,1.6244807,6.188273796234069e-157,26.881716,HSPB1,1.5456787,8.831945823737297e-12,7.5362835,BIRC3,1.9413674,8.026507383619204e-20,9.38473,JUND,0.7427176,1.6526593594294872e-25,10.778665,MGST1,1.6564317,1.1308156281668514e-178,28.680117,CEBPE,2.4164042,1.7771868173921873e-227,32.353508,MAGED1,3.6446595,1.0737460597626068e-58,16.461918,UBXN11,2.1925461,2.3649029844422068e-17,8.823397,CTSS,1.4972198,1.3144374081718898e-64,17.27909,PDE3B,2.6448324,0.17900644197613988,2.5004282,NFIB,7.0885725,2.1922998669575478e-08,6.4125924,SLC38A5,3.74199,9.944795299928533e-05,4.9727845
