C0_names,C0_logfold,C0_pvals_adj,C0_z_score,C1_names,C1_logfold,C1_pvals_adj,C1_z_score,C2_names,C2_logfold,C2_pvals_adj,C2_z_score,C3_names,C3_logfold,C3_pvals_adj,C3_z_score,C4_names,C4_logfold,C4_pvals_adj,C4_z_score,C5_names,C5_logfold,C5_pvals_adj,C5_z_score,C6_names,C6_logfold,C6_pvals_adj,C6_z_score,C7_names,C7_logfold,C7_pvals_adj,C7_z_score,C8_names,C8_logfold,C8_pvals_adj,C8_z_score,C9_names,C9_logfold,C9_pvals_adj,C9_z_score,C10_names,C10_logfold,C10_pvals_adj,C10_z_score
AC015871.1,-0.4178617,1.0,0.24267076,CDC6,0.3001152,1.0,-0.14804955,MEOX2,-17.818512,1.0,-0.01179461,PTPRG,-1.2137333,1.0,-0.15158162,SNORC,-19.666693,1.0,-0.10438977,PEBP4,0.7273292,1.0,0.08636078,NOC4L,-0.2769505,1.0,-0.008466013,INSRR,-19.752851,1.0,-0.07393133,MOK,-22.713465,1.0,-0.070280686,ZNF202,0.067902446,1.0,-0.3788811,ADGRG4,-16.024195,1.0,-0.0014253071
TMEM89,1.4832534,1.0,0.24260963,HDAC11,1.1277153,1.0,-0.14806816,DEFB134,-16.49934,1.0,-0.01179461,MYCT1,-20.939188,1.0,-0.15196545,HAPLN1,-20.323685,1.0,-0.10438977,ADGRF3,-0.88200986,1.0,0.08617405,TST,-0.92565763,1.0,-0.008795962,COL27A1,-19.100224,1.0,-0.07393133,SPATA6,-22.500166,1.0,-0.070280686,YTHDC2,1.072973,1.0,-0.37922078,DKK4,-16.177706,1.0,-0.0014253071
SLC20A2,-0.36988086,1.0,0.24247211,SPATA6,0.9872726,1.0,-0.14829145,ARHGAP44,-13.5694065,1.0,-0.01179461,FAM189A2,-19.652472,1.0,-0.15196545,ASB9,-20.277584,1.0,-0.10438977,EID2B,0.16109014,1.0,0.08608846,SPATA2,0.009314114,1.0,-0.008795962,IL33,-20.304314,1.0,-0.07393133,TMSB4Y,-22.390133,1.0,-0.070280686,CORO7,0.773902,1.0,-0.37936637,KLK14,-17.104935,1.0,-0.0014253071
HPX,0.9407293,1.0,0.24244665,EMP2,0.28902584,1.0,-0.14831005,BTBD18,-17.668682,1.0,-0.01179461,CNKSR1,-20.437431,1.0,-0.15196545,GPR89B,0.39694667,1.0,-0.105259165,ANKRD24,0.015360999,1.0,0.085255936,NADK2,-0.078761496,1.0,-0.008795962,AC008397.1,-19.934809,1.0,-0.07393133,HDAC11,-22.237219,1.0,-0.070280686,CEP152,0.027211502,1.0,-0.37940276,RNF212B,-16.045006,1.0,-0.0014253071
CDRT1,1.2058789,1.0,0.24244665,WFDC10A,-0.259431,1.0,-0.14836589,RETNLB,-16.938549,1.0,-0.01179461,LARGE1,-19.677639,1.0,-0.15196545,TGFB2,0.37074563,1.0,-0.10547256,MATN2,0.14089125,1.0,0.08520925,BLOC1S3,-0.556779,1.0,-0.008795962,TMEM25,-19.39878,1.0,-0.07393133,ERCC6,1.3381445,1.0,-0.07071994,PLCL2,1.3074462,1.0,-0.37977886,CADM2,-17.230362,1.0,-0.0014253071
C10orf55,0.8196065,1.0,0.24240589,TRBC2,-0.79380625,1.0,-0.14849614,UBASH3A,-16.525068,1.0,-0.01179461,PDGFRA,-20.136618,1.0,-0.15196545,C19orf18,-0.52393836,1.0,-0.1055674,ZFP57,-0.12612318,1.0,0.085096434,ADAMTS13,-1.3579744,1.0,-0.008892532,INHBE,-19.844507,1.0,-0.07393133,PACC1,2.1085758,1.0,-0.070774846,ZSCAN25,0.83211696,1.0,-0.37981525,C11orf86,-16.045006,1.0,-0.0014253071
ZNF280B,-0.733266,1.0,0.24203406,NOTCH2,0.79482096,1.0,-0.14855196,SSTR5,-16.767544,1.0,-0.01179461,CHST6,-19.197212,1.0,-0.15196545,HOXA4,-1.6294129,1.0,-0.1058045,ZNF74,0.05967225,1.0,0.08443897,LDAH,0.0091182,1.0,-0.008981056,TRPC3,-20.187607,1.0,-0.07393133,ARMCX3,-0.01518047,1.0,-0.07082976,MERTK,-22.947046,1.0,-0.38033694,ERN2,-14.621169,1.0,-0.0014253071
AVIL,1.6991622,1.0,0.24197294,CCDC138,0.6629607,1.0,-0.14856125,GNG13,-16.769634,1.0,-0.01179461,GRM1,-19.911573,1.0,-0.15196545,L1CAM,-1.8874899,1.0,-0.105867736,CYP2B6,19.534397,1.0,0.08443897,HSPB6,-3.2599554,1.0,-0.009085674,ZMAT4,-19.849554,1.0,-0.07393133,CDKL1,-22.506607,1.0,-0.07082976,FMO4,-22.557837,1.0,-0.38033694,IZUMO3,-16.045006,1.0,-0.0014253071
AC072022.2,0.89950466,1.0,0.241759,TICRR,-1.1418595,1.0,-0.1486822,P2RX3,-16.359852,1.0,-0.01179461,UST,-19.602715,1.0,-0.15196545,AURKC,-0.39586923,1.0,-0.10734569,FLRT1,17.805634,1.0,0.08443897,RRP9,0.108352564,1.0,-0.0092385765,OR6K2,-19.093674,1.0,-0.07393133,SCAMP5,-22.326935,1.0,-0.07082976,CITED4,0.402595,1.0,-0.38056743,VWA5B1,-12.439096,1.0,-0.0014253071
RELL2,-0.5373309,1.0,0.24171826,PLEKHG3,0.9920359,1.0,-0.14878455,TMEM132E,-17.096449,1.0,-0.01179461,ADGRD1,-19.212946,1.0,-0.15196545,IPP,0.9899284,1.0,-0.10760651,KLHL41,1.3562999,1.0,0.083524756,ZNF142,-0.090126656,1.0,-0.010131854,GRIA3,-19.283188,1.0,-0.07393133,CD300C,-22.055824,1.0,-0.07082976,PSME2,0.5827347,1.0,-0.38087073,DNAI1,-15.363869,1.0,-0.0014253071
SPTY2D1OS,-0.19789208,1.0,0.24001698,ERBB2,-1.6819339,1.0,-0.14879385,SLC10A1,-16.61525,1.0,-0.01179461,EYA2,-19.262281,1.0,-0.15196545,TSSK4,-20.083836,1.0,-0.10840476,MMP21,0.9672027,1.0,0.08345473,TTLL13P,-0.08999095,1.0,-0.010147949,C14orf132,-19.366531,1.0,-0.07393133,SNAPC3,0.07417187,1.0,-0.07082976,ZNF408,0.5179519,1.0,-0.3809678,PSMB11,-16.045006,1.0,-0.0014253071
CHST6,1.8157878,1.0,0.23969099,TMSB4Y,0.10281332,1.0,-0.14884967,TSPO2,-17.007248,1.0,-0.01179461,PODN,-20.067705,1.0,-0.15196545,SEMA3A,-20.036753,1.0,-0.10840476,CITED1,0.017106129,1.0,0.0833847,ADAMTS12,-0.16840905,1.0,-0.010164044,XG,-19.020803,1.0,-0.07393133,MORN4,-22.327024,1.0,-0.07082976,IGIP,-0.23060918,1.0,-0.38204753,ASB17,-15.844355,1.0,-0.0014253071
C17orf64,0.37526053,1.0,0.23948725,ARMCX4,0.14133786,1.0,-0.14885898,TRPM1,-14.378488,1.0,-0.01179461,SOD3,-20.47409,1.0,-0.15196545,TJP3,-20.634626,1.0,-0.10840476,CILP2,-0.74461293,1.0,0.08331468,LRFN3,-1.2724656,1.0,-0.010228424,DNAH12,-19.125776,1.0,-0.07393133,AFTPH,0.53820693,1.0,-0.07082976,CAMSAP3,-22.49967,1.0,-0.38287252,OR13J1,-16.045006,1.0,-0.0014253071
D2HGDH,-0.26037428,1.0,0.23772994,TMEM54,-1.9774108,1.0,-0.14897992,CCDC38,-15.680706,1.0,-0.01179461,SGCE,-19.414207,1.0,-0.15196545,IL37,-19.999895,1.0,-0.10840476,ARHGAP8,-0.53055245,1.0,0.083299115,COLQ,-1.1200457,1.0,-0.010228424,TMEM178B,-19.06292,1.0,-0.07393133,SENP1,1.607205,1.0,-0.07110429,CXCR6,-23.49007,1.0,-0.38287252,OR2S2,-16.045006,1.0,-0.0014253071
CTRL,-0.42619452,1.0,0.23756185,ZNF442,-0.6044786,1.0,-0.14958467,HEPN1,-18.531637,1.0,-0.01179461,GAL,-20.312105,1.0,-0.15196545,NRN1,-20.5806,1.0,-0.10840476,FAM241B,-0.13351293,1.0,0.08319408,NR2F2,-0.94796556,1.0,-0.010244519,HEY2,-18.9896,1.0,-0.07393133,ZCWPW2,-22.548775,1.0,-0.07137882,DENND5B,-22.521938,1.0,-0.38287252,RP1L1,-16.045006,1.0,-0.0014253071
TOP2B,-0.6496283,1.0,0.23732755,FCSK,1.4216684,1.0,-0.14964978,NOS2,-17.045063,1.0,-0.01179461,CHRM3,-20.03743,1.0,-0.15196545,HEPH,-20.889196,1.0,-0.10840476,PRRX1,-2.0091894,1.0,0.082906194,RTKN2,-1.2233053,1.0,-0.01027671,TMEM121,-19.090418,1.0,-0.07393133,MAP1B,-23.902458,1.0,-0.07137882,PGBD5,-23.441324,1.0,-0.38287252,PRSS55,-16.289824,1.0,-0.0014253071
ZNF670,-0.20814323,1.0,0.23703721,THUMPD2,0.97359616,1.0,-0.15048712,KRTAP12-2,-18.389038,1.0,-0.01179461,GPR156,-19.436157,1.0,-0.15196545,E2F5,-20.727707,1.0,-0.10840476,RLN1,1.2593076,1.0,0.08259497,DOC2A,-2.078106,1.0,-0.0103089,CFAP43,-19.069962,1.0,-0.07393133,SFR1,-22.650408,1.0,-0.07137882,ZNF143,1.0522285,1.0,-0.3830545,MSI1,-16.257948,1.0,-0.0014253071
CCL28,-0.9188583,1.0,0.2360032,MIPOL1,-21.135958,1.0,-0.15113838,ERBB4,-17.905766,1.0,-0.01179461,CCDC17,0.30080378,1.0,-0.1522256,MSANTD1,-19.91073,1.0,-0.10840476,CFAP97D1,-0.34869868,1.0,0.08224484,FCRL1,-3.5414836,1.0,-0.01037328,FBXO15,-19.268692,1.0,-0.07393133,TYSND1,-22.225582,1.0,-0.07192789,ZBTB39,0.40896308,1.0,-0.3831394,TMPRSS7,-17.626427,1.0,-0.0014253071
CDK11A,-0.6402122,1.0,0.2357587,PLPPR3,-22.11682,1.0,-0.15113838,STK31,-15.087453,1.0,-0.01179461,RIBC1,-0.10977061,1.0,-0.1525412,OCSTAMP,-20.160366,1.0,-0.10840476,MRM1,0.052045837,1.0,0.08212035,ASPHD2,-0.145849,1.0,-0.010679087,PDE11A,-19.425781,1.0,-0.07393133,TSHZ3,-22.659891,1.0,-0.07192789,UNC119B,-0.5378908,1.0,-0.38339418,SLC9C1,-17.169474,1.0,-0.0014253071
DLX2,0.8606336,1.0,0.23564665,PTP4A3,-21.964891,1.0,-0.15113838,LRRC10B,-15.925205,1.0,-0.01179461,D2HGDH,0.71354866,1.0,-0.15258811,ADAM20,-20.507847,1.0,-0.10840476,RAD9A,-0.5993679,1.0,0.08171576,ARHGAP21,0.3038754,1.0,-0.010711277,RAB3C,-19.40665,1.0,-0.07393133,ZNF273,-22.799744,1.0,-0.07192789,CA5B,-0.49458048,1.0,-0.38379455,USP17L3,-17.83387,1.0,-0.0014253071
CFAP97D1,0.7388225,1.0,0.23563646,FREM1,-21.520437,1.0,-0.15113838,LRRC75A,-16.818726,1.0,-0.01179461,LRRC69,0.6112441,1.0,-0.15343682,CD1D,-20.306017,1.0,-0.10840476,ODF2L,-0.4795455,1.0,0.08171187,GIT2,0.07056124,1.0,-0.010856132,RAB26,-19.799812,1.0,-0.07393133,ITPR3,-23.17859,1.0,-0.07192789,CHCHD6,-1.0214477,1.0,-0.3840129,DEFB4A,-16.045006,1.0,-0.0014253071
STPG2,0.7061781,1.0,0.2355244,APOBEC3B,-20.777931,1.0,-0.15113838,SRD5A2,-16.949665,1.0,-0.01179461,POC5,0.3781856,1.0,-0.1539486,MAPK10,-20.235098,1.0,-0.10840476,LYG1,-0.23502249,1.0,0.08122948,ATG4D,-0.025107028,1.0,-0.010904417,ST8SIA2,-19.09246,1.0,-0.07393133,AMPD2,0.0024616837,1.0,-0.07225733,HJURP,-0.44070655,1.0,-0.3840857,THRSP,-16.045006,1.0,-0.0014253071
HEYL,0.0076593715,1.0,0.23547347,METAP1D,-21.203876,1.0,-0.15113838,SLC4A10,-17.096449,1.0,-0.01179461,PLEKHG6,0.30192852,1.0,-0.15400831,HIST1H3E,-19.990854,1.0,-0.10840476,SAMD10,0.10387418,1.0,0.08113611,RGS4,-0.54867464,1.0,-0.0113228895,HSD17B6,-19.05777,1.0,-0.07393133,LRRC29,-22.37218,1.0,-0.07247696,EEF1AKMT1,-0.29232442,1.0,-0.38409784,PP2D1,-16.045006,1.0,-0.0014253071
FAM53A,-0.05310836,1.0,0.23545308,DLL1,-21.781841,1.0,-0.15113838,CLDN2,-16.483929,1.0,-0.01179461,CCBE1,-0.710801,1.0,-0.15400831,SHBG,-20.074644,1.0,-0.10840476,WDR5,-0.25516266,1.0,0.08088713,GSTO2,-0.962984,1.0,-0.011403365,ELFN1,-20.442308,1.0,-0.07393133,CCNE1,-22.432507,1.0,-0.07247696,PRIM1,-0.19919962,1.0,-0.38440114,XKR5,-14.710053,1.0,-0.0014253071
ZSCAN22,-0.76958156,1.0,0.2353614,SLFN12L,-21.68881,1.0,-0.15113838,PGA5,-18.043724,1.0,-0.01179461,TLR10,-1.3232187,1.0,-0.15402538,PPM1N,-20.25197,1.0,-0.10840476,LENG9,-0.45734861,1.0,0.08069261,FAM71A,-0.30715692,1.0,-0.01141946,GLT8D2,-18.959711,1.0,-0.07393133,TRPC5OS,-22.225714,1.0,-0.07247696,NEURL4,0.056849208,1.0,-0.38512906,CSMD1,-17.269865,1.0,-0.0014253071
SEPHS1,-0.69822353,1.0,0.23505579,DRAM1,0.28667775,1.0,-0.15123141,XDH,-18.04105,1.0,-0.01179461,ANKRD53,-1.8146068,1.0,-0.1540339,ADGRL4,-21.059263,1.0,-0.10840476,STK36,-0.82847595,1.0,0.08063426,MYBPC3,-1.5778496,1.0,-0.011435555,CCDC81,-19.328325,1.0,-0.07393133,POLE2,-22.806389,1.0,-0.07247696,ODF2L,-22.52382,1.0,-0.38540807,BCL2L15,-13.725723,1.0,-0.0014253071
NAV2,0.7999751,1.0,0.23494881,CDKL1,0.7730569,1.0,-0.15152913,ZNF705G,-16.053268,1.0,-0.01179461,MRVI1,-1.7279943,1.0,-0.15405096,GNG7,-1.2386123,1.0,-0.109013334,ZNF155,-0.15773337,1.0,0.08063426,KIN,-0.07556105,1.0,-0.0114677455,NMNAT2,-19.728807,1.0,-0.07393133,POSTN,-24.023176,1.0,-0.07247696,CRTC1,-22.643803,1.0,-0.38540807,ACTBL2,-16.468168,1.0,-0.0014253071
SPTBN5,0.5284081,1.0,0.23486732,PANX2,0.36007908,1.0,-0.15165938,TMEM82,-15.399315,1.0,-0.01179461,CS,-1.8731574,1.0,-0.15405096,LHFPL6,-0.74578583,1.0,-0.10959029,OR2A4,2.5839243,1.0,0.08057202,KIAA0895,-0.86250824,1.0,-0.011483841,LRIG3,-19.184387,1.0,-0.07393133,MED27,-22.027254,1.0,-0.07247696,FRMD6,-23.161901,1.0,-0.38540807,PTPRN2,-17.466293,1.0,-0.0014253071
COPS7B,-0.56388867,1.0,0.23467377,WDR75,1.1787758,1.0,-0.1517152,KCNC2,-17.176886,1.0,-0.01179461,EPHB1,-2.1887476,1.0,-0.15405096,LDHC,-1.3348602,1.0,-0.10968514,SLC25A47,2.470055,1.0,0.08057202,CASTOR2,-1.0016953,1.0,-0.011548221,SIX1,-19.755249,1.0,-0.07393133,SLITRK4,-22.445187,1.0,-0.07247696,ZNF880,0.4762621,1.0,-0.38554153,SPATA31A1,-16.045006,1.0,-0.0014253071
RCVRN,0.3192379,1.0,0.23454133,SLCO4A1,-0.9149078,1.0,-0.15191989,GABRB1,-17.943405,1.0,-0.01179461,ADAM32,-3.1195853,1.0,-0.1541192,WDR92,0.6390789,1.0,-0.110459685,ZNF423,2.1907022,1.0,0.08056424,KANSL1L,-0.13406402,1.0,-0.011572364,C1orf116,-19.566563,1.0,-0.07393133,PTGES3,-21.856537,1.0,-0.07247696,ZNF253,-0.5603652,1.0,-0.38626945,OR2AJ1,-15.844355,1.0,-0.0014253071
SLC35E1,-0.53567266,1.0,0.2344904,SLC46A1,0.4513596,1.0,-0.15205014,CORIN,-16.982342,1.0,-0.01179461,MRM1,0.10023829,1.0,-0.1541917,LRRC37A3,0.20932414,1.0,-0.11237234,AC010255.3,2.7041688,1.0,0.08056424,GNMT,-0.90476817,1.0,-0.011580411,ZNF835,-19.107859,1.0,-0.07393133,RBKS,-22.702356,1.0,-0.073026024,CRACR2B,1.0648459,1.0,-0.3862937,SPATA31A6,-16.045006,1.0,-0.0014253071
ZNF605,-0.40106314,1.0,0.23390973,CST6,-1.7457645,1.0,-0.15236646,ERFE,-16.966124,1.0,-0.01179461,HMGN1,0.23242214,1.0,-0.15434524,ZNF471,-20.420864,1.0,-0.112419754,ADAMTSL2,1.8249352,1.0,0.08055645,LHX3,-16.975243,1.0,-0.011805742,APOLD1,-19.06969,1.0,-0.07393133,NEIL2,-22.031326,1.0,-0.073026024,OAZ3,-1.1707265,1.0,-0.38675472,NOVA1,-15.528392,1.0,-0.0014253071
SLC35D1,-0.7071843,1.0,0.23372635,CARMIL2,-0.5098961,1.0,-0.15266418,MS4A13,-16.907637,1.0,-0.01179461,SAP25,0.025526756,1.0,-0.15475467,NXN,-20.301632,1.0,-0.112419754,CLRN3,2.0167334,1.0,0.080548674,PRSS48,-17.038607,1.0,-0.011805742,NES,-19.862133,1.0,-0.07393133,NRXN3,-23.10246,1.0,-0.073026024,F8A1,0.4012535,1.0,-0.38699737,EOMES,-16.965189,1.0,-0.0014253071
OTUD5,-0.5484475,1.0,0.23345639,P2RX6,-21.503662,1.0,-0.15449701,GALNT17,-17.6469,1.0,-0.01179461,TP53I13,0.27985424,1.0,-0.15486555,PDGFRL,-20.509354,1.0,-0.112419754,HSPA12B,0.54333234,1.0,0.08052533,NKAIN3,-17.223011,1.0,-0.011805742,RAB3B,-18.382517,1.0,-0.07393133,SEMA4F,-22.643911,1.0,-0.073026024,ANKRD6,0.47090966,1.0,-0.3871187,CNTFR,-15.480714,1.0,-0.0014253071
C6orf163,-0.08864354,1.0,0.23324245,HAS1,-21.968517,1.0,-0.15449701,NOXO1,-17.71896,1.0,-0.01179461,CFAP161,-1.061819,1.0,-0.15610236,TERC,-20.118042,1.0,-0.112419754,TMEM269,0.32518855,1.0,0.08050977,MEGF10,-17.038774,1.0,-0.011805742,RARB,-19.131748,1.0,-0.07393133,C18orf54,-22.86169,1.0,-0.073026024,INTU,-22.92897,1.0,-0.38794366,TRAT1,-17.634243,1.0,-0.0014253071
ZNF445,-0.39352357,1.0,0.23317623,FAM227B,-21.522596,1.0,-0.15449701,IGFALS,-17.431257,1.0,-0.01179461,SEC14L5,-1.7727474,1.0,-0.15615354,COL11A1,-21.704136,1.0,-0.112419754,SLC6A4,0.109202735,1.0,0.08050977,BNIP5,-17.839617,1.0,-0.011805742,SPINK4,-19.802502,1.0,-0.07393133,ITPRIPL1,-22.316658,1.0,-0.073026024,TCF4,0.6311822,1.0,-0.38811353,DUXB,-15.441195,1.0,-0.0014253071
DAG1,-0.45704994,1.0,0.2331304,SRPX2,-21.352976,1.0,-0.15449701,MOG,-17.888084,1.0,-0.01179461,E2F5,-2.110961,1.0,-0.15621325,MORC1,-20.97203,1.0,-0.112419754,LMTK2,-0.6340233,1.0,0.08030359,ANKRD31,-17.590555,1.0,-0.011805742,KAZALD1,-0.33912513,1.0,-0.07436629,F2RL1,-22.47026,1.0,-0.073026024,SECTM1,-0.598853,1.0,-0.38884142,ARID3C,-16.047447,1.0,-0.0014253071
ERP27,-0.4862037,1.0,0.23271781,HOXA4,-21.771582,1.0,-0.15449701,GSTA5,-18.205942,1.0,-0.01179461,ADGRL4,-2.344007,1.0,-0.15629855,HAS3,-20.785082,1.0,-0.112419754,MICB,-0.91865194,1.0,0.07994179,SNCAIP,-18.215633,1.0,-0.011805742,DLX4,-0.7440003,1.0,-0.0743773,ZNF696,-22.522373,1.0,-0.073026024,TTI2,1.1736205,1.0,-0.38891423,ACP4,-16.045006,1.0,-0.0014253071
ZNF800,-0.47303075,1.0,0.23230013,ZCWPW2,0.8528651,1.0,-0.15493429,RNF112,-14.585588,1.0,-0.01179461,ZNF680,0.6005386,1.0,-0.15682739,BMP6,-20.779058,1.0,-0.112419754,ERMN,-1.0667233,1.0,0.07979785,GPR37,-17.420378,1.0,-0.011805742,TEKT2,-1.801506,1.0,-0.07438831,UPK3B,-22.49979,1.0,-0.073026024,ORAI3,0.9161577,1.0,-0.38935098,DEFB132,-16.045006,1.0,-0.0014253071
NBPF19,-0.084829785,1.0,0.23203526,PM20D1,-0.37503234,1.0,-0.15510175,SLC47A2,-18.04158,1.0,-0.01179461,NRF1,0.5942586,1.0,-0.15702356,CCNB3,-20.358646,1.0,-0.112419754,TPRN,-0.44325912,1.0,0.079653904,BTN1A1,-16.591047,1.0,-0.011805742,TMEM47,-1.2031957,1.0,-0.07439932,AQP8,-22.895,1.0,-0.073026024,TRIM6,-0.7304969,1.0,-0.39037007,NEFL,-16.045006,1.0,-0.0014253071
ABCA10,0.73217046,1.0,0.23180605,SGCB,0.56631744,1.0,-0.15512966,VWC2L,-15.895178,1.0,-0.01179461,FAM227A,-0.9361081,1.0,-0.15818788,SMARCA1,-20.282537,1.0,-0.112419754,DEC1,0.63903284,1.0,0.07959944,PRR18,-17.434912,1.0,-0.011805742,NUAK1,-0.7433554,1.0,-0.07439932,IL20RB,-22.32997,1.0,-0.073026024,CCDC30,-23.06263,1.0,-0.39047924,SYCE1L,-14.039866,1.0,-0.0014253071
ITGB1BP2,0.64397764,1.0,0.23171437,FAM222A,-1.249676,1.0,-0.15532504,TCL1A,-17.775068,1.0,-0.01179461,DRICH1,-0.9486056,1.0,-0.15827318,SCN8A,-20.784786,1.0,-0.112419754,SMURF2,-0.5011153,1.0,0.07956832,GJC3,-16.46621,1.0,-0.011805742,ADGRF3,-1.4820313,1.0,-0.074421346,SNRNP48,0.03717845,1.0,-0.073026024,DERPC,-22.635452,1.0,-0.39047924,NKX2-6,-16.142878,1.0,-0.0014253071
HIST1H2AG,-0.3763631,1.0,0.23134762,DTX4,0.8636519,1.0,-0.15544598,ENPP5,-14.624129,1.0,-0.01179461,GVQW3,-1.604508,1.0,-0.1582817,FNDC4,-20.557978,1.0,-0.112419754,KCND1,0.8293769,1.0,0.07949051,SLC27A6,-18.372707,1.0,-0.011805742,NRCAM,-1.8469558,1.0,-0.07443235,ALDH7A1,-22.197254,1.0,-0.073026024,TMEM67,-22.99482,1.0,-0.39047924,ACTN3,-16.569088,1.0,-0.0014253071
NFATC1,-0.77100855,1.0,0.23078732,IL1R2,-0.014750383,1.0,-0.15583673,OR8H1,-18.477768,1.0,-0.01179461,MOK,0.7669989,1.0,-0.15902379,SLAMF9,-20.484299,1.0,-0.112419754,ZNF780B,-0.5958142,1.0,0.07943605,DOK7,-17.661327,1.0,-0.011805742,C2orf88,-1.7842909,1.0,-0.07443235,FAM229B,-22.691708,1.0,-0.073575094,C6orf226,0.7406151,1.0,-0.39086747,C9orf131,-17.592077,1.0,-0.0014253071
FGFR1OP,-0.66530704,1.0,0.23071092,STK19,1.237368,1.0,-0.15590186,MT3,-18.805893,1.0,-0.01179461,FAM200A,0.6542755,1.0,-0.15919438,NECTIN3,-20.479357,1.0,-0.112419754,SLC51A,-0.5513487,1.0,0.079381585,ULBP1,-17.274967,1.0,-0.011805742,HOOK1,-2.2443101,1.0,-0.07446539,HIST1H2BB,-22.797928,1.0,-0.073575094,LRIG1,1.1579441,1.0,-0.39120716,SCRT2,-16.40316,1.0,-0.0014253071
EDNRB,3.4507668,1.0,0.22989084,ABCA7,0.9188981,1.0,-0.15708344,NOX4,-16.666342,1.0,-0.01179461,SPTLC3,-0.31877035,1.0,-0.15939483,RSPH4A,-20.251547,1.0,-0.112419754,ZNF630,-0.48617262,1.0,0.07932712,DLGAP2,-17.338835,1.0,-0.011805742,CLEC6A,-2.5838993,1.0,-0.07453146,ZNF630,-22.766865,1.0,-0.073575094,ERCC6,0.8368135,1.0,-0.3916803,PLA2G2F,-16.045006,1.0,-0.0014253071
ZNF319,-0.5401064,1.0,0.22986028,GGT7,1.116964,1.0,-0.15712994,KRT75,-16.357233,1.0,-0.01179461,CCDC191,0.05536632,1.0,-0.15977015,TMEM132A,-20.990705,1.0,-0.112419754,C15orf65,-0.62789685,1.0,0.07887195,HHLA2,-16.50851,1.0,-0.011805742,TPPP3,0.64597976,1.0,-0.074636064,C11orf80,-22.532461,1.0,-0.073575094,ZNF765,0.3378477,1.0,-0.3917895,ASPDH,-15.747938,1.0,-0.0014253071
FAM81A,2.5458508,1.0,0.22986028,AC093323.1,0.75484174,1.0,-0.15720437,TEX51,-16.931341,1.0,-0.01179461,PRKAR1B,0.6428909,1.0,-0.15979573,ZNF112,-20.401222,1.0,-0.112419754,FKBP14,-0.61738044,1.0,0.07880971,STMND1,-18.362001,1.0,-0.011805742,PLCB4,-0.5880176,1.0,-0.07476821,ZNF648,-23.123892,1.0,-0.073575094,ATAD2,0.56286174,1.0,-0.39211705,TRIM71,-14.710053,1.0,-0.0014253071
GRTP1,3.1295817,1.0,0.2298399,PDGFB,-21.532318,1.0,-0.15785563,COLCA2,-15.820047,1.0,-0.01179461,SAPCD1,-1.1488281,1.0,-0.16035868,SNAI2,-21.134867,1.0,-0.112419754,PDCD2L,-0.8374433,1.0,0.07873579,FRG2C,-18.364605,1.0,-0.011805742,RNASE1,-0.8927472,1.0,-0.074900344,CROCC,-22.741997,1.0,-0.073575094,TM4SF1,-1.9770697,1.0,-0.3927722,FAM92B,-16.047447,1.0,-0.0014253071
ARHGAP23,0.15436924,1.0,0.22980425,FOXC1,-21.705143,1.0,-0.15785563,IGHG3,-16.463648,1.0,-0.01179461,DEC1,-20.270674,1.0,-0.16090459,CAP2,-20.519466,1.0,-0.112419754,ACTR3B,-0.5069825,1.0,0.078385666,MROH2A,-17.791925,1.0,-0.011805742,OLFML3,-0.19642662,1.0,-0.074911356,MCC,-23.134478,1.0,-0.073575094,NEURL1,-23.041481,1.0,-0.39301482,KRT76,-16.045006,1.0,-0.0014253071
FAM47E,0.046737712,1.0,0.2297686,ROPN1L,-22.211536,1.0,-0.15785563,POU2AF1,-17.607195,1.0,-0.01179461,PTPN3,-19.929543,1.0,-0.16090459,FGF12,-20.518888,1.0,-0.112419754,LNP1,-0.1782265,1.0,0.077693194,LGI3,-18.126526,1.0,-0.011805742,CCDC157,-1.5583551,1.0,-0.07503248,DPY30,1.1045458,1.0,-0.07368491,RTP4,-22.692833,1.0,-0.39301482,CCDC54,-12.862783,1.0,-0.0014253071
PPP1R13L,0.0607611,1.0,0.22964635,DPEP3,-21.21832,1.0,-0.15785563,IGHE,-17.086584,1.0,-0.01179461,FCRL6,-19.76715,1.0,-0.16090459,TIAF1,-20.359007,1.0,-0.112419754,VIT,2.7081404,1.0,0.07670505,POU5F1B,-18.313976,1.0,-0.011805742,KIAA1324,-0.05419986,1.0,-0.07513709,SCGB3A1,-22.513615,1.0,-0.07412416,ZNF205,-22.374065,1.0,-0.39301482,B3GNT6,-16.045006,1.0,-0.0014253071
CCZ1,0.21035767,1.0,0.2296056,LDHC,-20.828062,1.0,-0.15785563,SLC6A2,-17.121437,1.0,-0.01179461,FBLN1,-21.386665,1.0,-0.16090459,FAM228A,-20.144983,1.0,-0.112419754,PF4V1,0.6886653,1.0,0.076658376,SIT1,-17.787392,1.0,-0.011805742,NRN1L,0.23344003,1.0,-0.075148106,CDC20,-23.31273,1.0,-0.07412416,TAS2R14,0.27977547,1.0,-0.3934273,ACSM2A,-16.462456,1.0,-0.0014253071
